"","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2","Treatment_Compare"
"LOC113666862",32,13,40,40,84,28,26,18,53,41,70,74,"MidsHigh"
"LOC113677377",413,509,476,370,296,785,1086,902,680,600,311,357,"MidsHigh"
"LOC113674392",110,0,409,263,35,25,13,9,473,666,40,133,"MidsHigh"
"LOC113665493",580,132,1257,959,425,449,277,328,1328,1344,545,368,"MidsHigh"
"LOC113683602",32,82,149,190,27,89,96,106,172,267,40,25,"MidsHigh"
"LOC113673289",401,0,668,450,392,6,10,8,806,831,391,256,"MidsHigh"
"LOC113682239",107,6,226,71,164,26,0,41,100,167,107,200,"MidsHigh"
"LOC113667025",64,222,275,442,46,205,251,291,534,231,85,63,"MidsHigh"
