"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","19_T33_Ac_WK","24_T12_Ac_FM","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","45_T41_Ac_SC_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM"
"Acerv_evm.TU.Segkk3422_pilon.23",1318.46151976369,-5.77233120116537,1.09967474887538,-5.24912589569655,1.52822611681412e-07,0.00137815431214297,"CvsT4",799,711,15,8,471,680,524,537,22,14,402,449,304,1079,353
"Acerv_evm.TU.Segkk3394_pilon.16",187.475455948091,-5.06085949769778,1.02630458893125,-4.93114768488753,8.17478990798962e-07,0.00368601276951252,"CvsT4",311,12,28,12,288,513,246,188,6,6,152,155,186,521,123
"Acerv_evm.TU.Segkk3087_pilon.2",25.7360835517873,-2.63107660957092,0.591068568986884,-4.45138981773417,8.53163053812835e-06,0.0256460813976138,"CvsT4",50,0,10,15,33,65,39,38,6,15,31,27,24,62,12
