gene_id,12_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,17_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,18_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,24_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,30_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,33_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,3_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,3_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,43_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,43_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,44_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,46_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Pcom.g54513,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Pcom.g54510,3,1,2,4,9,2,2,2,11,14,4,6,1,1,1,1
Pcom.g54511,0,1,2,3,6,0,0,0,10,11,3,2,0,0,0,3
Pcom.g54516,0,55,33,13,6,0,3,11,0,0,66,60,84,82,0,0
Pcom.g54517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g54514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g54515,0,0,0,2,0,0,0,1,0,0,1,2,0,1,0,0
Pcom.g59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g59398,10,14,3,5,9,58,59,5,19,18,11,9,18,20,10,5
Pcom.g30381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g21209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g21200,1,1,1,1,1,0,0,1,2,3,1,1,0,0,1,1
Pcom.g21201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g21206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g21204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g21205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g08756,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
Pcom.g64728,103,118,59,68,66,313,327,36,128,133,120,136,199,203,72,56
Pcom.g64729,17,18,11,9,12,64,64,8,59,56,18,21,23,25,18,14
Pcom.g64726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g64727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g64724,1,2,1,2,1,1,1,1,11,9,11,11,11,9,1,1
Pcom.g64725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g64723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g64720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g64721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g66373,0,0,0,0,0,0,4,0,15,15,6,7,1,1,0,0
Pcom.g32668,0,2,0,3,2,2,2,0,2,2,5,7,2,2,1,2
Pcom.g66370,0,2,1,1,1,1,1,2,8,8,6,7,1,2,1,1
Pcom.g66377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g66376,2,1,7,4,3,6,5,1,1,1,5,3,0,0,1,1
Pcom.g25969,1,1,2,1,1,0,0,1,0,0,1,1,1,2,1,1
Pcom.g25968,1,2,4,1,1,0,0,1,0,0,4,5,0,0,1,1
Pcom.g25967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g25966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g25965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pcom.g25964,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0
Pcom.g25963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g25962,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Pcom.g25961,14,26,8,11,9,39,37,6,8,10,16,19,43,46,16,7
Pcom.g25960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71379,0,1,0,2,2,0,0,1,4,3,1,1,1,1,0,1
Pcom.g42302,0,3,3,3,0,2,2,2,0,0,4,4,1,1,0,0
Pcom.g00566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g08758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g62791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
Pcom.g62790,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Pcom.g35871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g57386,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Pcom.g62793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g62792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g62795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g62794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53648,28,132,0,144,117,63,68,73,280,277,301,291,269,275,42,81
Pcom.g62797,1,1,1,0,1,0,0,0,4,5,1,0,0,0,1,1
Pcom.g30958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g32667,1,3,1,3,3,1,1,2,5,3,3,3,1,1,1,2
Pcom.g30959,16,20,16,43,21,52,49,18,47,42,73,67,34,41,19,19
Pcom.g34088,1,1,1,1,0,3,2,1,2,3,2,2,1,3,1,1
Pcom.g04508,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0
Pcom.g04509,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
Pcom.g30955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g04500,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0
Pcom.g04501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pcom.g04502,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g04503,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
Pcom.g04504,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Pcom.g04505,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Pcom.g04506,0,0,3,0,1,0,0,0,1,2,2,1,0,0,0,0
Pcom.g04507,0,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0
Pcom.g23565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g03175,2,1,4,3,3,6,2,2,3,4,3,4,1,2,6,2
Pcom.g53647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g23567,0,1,2,1,1,1,1,1,0,1,1,1,0,0,1,0
Pcom.g53646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pcom.g51872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g51873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g51870,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g23566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g51876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53645,0,1,0,1,1,0,0,1,0,0,4,4,0,0,1,0
Pcom.g51874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g51875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g23561,24,43,11,25,15,91,97,11,24,26,49,47,89,83,23,20
Pcom.g51878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53644,1,1,1,2,2,0,0,1,4,2,2,2,2,1,0,1
Pcom.g42306,0,4,0,4,0,0,0,4,0,4,0,0,8,0,0,3
Pcom.g23560,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0
Pcom.g74353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g23563,0,14,3,9,0,0,0,8,5,0,23,27,25,30,0,0
Pcom.g23562,44,76,55,69,59,130,133,27,104,107,126,140,213,236,36,91
Pcom.g52647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g70583,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
Pcom.g70582,0,0,0,1,0,0,0,0,2,1,1,0,1,1,1,0
Pcom.g70581,0,0,1,2,1,0,0,0,4,4,0,0,0,0,0,1
Pcom.g70580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g70587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pcom.g70586,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0
Pcom.g25467.Hypo,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,0
Pcom.g70584,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Pcom.g70589,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,1
Pcom.g70588,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0
Pcom.g61804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pcom.g61801,0,1,0,0,1,0,0,1,4,4,4,2,4,2,0,1
Pcom.g61802,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0
Pcom.g61803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g40971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g04998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g58882,3,2,1,5,3,4,3,2,2,2,5,5,7,5,2,2
Pcom.g23568,1,0,1,2,0,0,0,1,1,1,3,3,3,2,0,0
Pcom.g65134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g65135,6,5,7,2,4,19,21,1,8,8,5,6,11,10,5,2
Pcom.g65136,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Pcom.g65137,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
Pcom.g65130,1,1,1,0,1,1,1,0,2,2,1,1,2,2,1,0
Pcom.g65131,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g65132,4,6,2,13,4,3,0,6,2,2,15,9,3,1,4,2
Pcom.g25373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g65138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g25370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g41533,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Pcom.g61848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g59022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g67408,0,2,1,1,0,1,1,0,1,2,4,6,4,4,0,0
Pcom.g67409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g67406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g10093,115,178,99,150,80,301,300,78,324,313,341,334,321,307,88,61
Pcom.g67404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g67402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g67403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g67400,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0
Pcom.g67401,2,5,5,15,10,5,2,10,19,20,43,38,10,10,3,5
Pcom.g48849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g54000,0,0,2,4,3,0,0,2,8,5,8,8,2,3,0,1
Pcom.g11981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g25374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48848,0,73,0,111,25,0,0,79,62,62,191,182,125,117,0,20
Pcom.g59026,3,3,1,10,3,3,3,4,6,8,7,8,7,7,4,3
Pcom.g71188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g56971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g11984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71180,0,0,0,0,0,0,0,0,4,4,0,0,2,2,0,0
Pcom.g71181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71184,0,2,2,1,0,2,2,0,4,4,1,1,0,5,1,1
Pcom.g71185,0,1,1,0,0,0,0,0,1,2,0,0,1,1,0,0
Pcom.g71186,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Pcom.g71187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g54001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g11988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g51968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g11989,2,0,0,23,6,0,0,0,0,0,19,0,4,0,0,0
Pcom.g52643,0,1,0,1,1,0,0,1,1,1,4,3,1,0,1,1
Pcom.g54002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g47162,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Pcom.g61846,19,18,19,20,12,107,117,8,35,35,37,38,41,43,29,11
Pcom.g48197,1,2,0,0,0,0,0,0,0,0,3,3,2,3,0,1
Pcom.g61847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71230,19,38,0,47,17,35,40,28,56,58,90,97,77,73,26,11
Pcom.g71231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g54003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g34574,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Pcom.g65582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35261,0,0,9,1,0,1,0,0,0,0,0,0,0,0,3,0
Pcom.g35260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35263,1,1,5,2,1,0,0,1,1,0,1,1,1,1,1,1
Pcom.g35262,1,1,6,1,2,0,0,2,0,1,1,1,0,0,0,1
Pcom.g35265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35267,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pcom.g35266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g64262,1,1,1,1,2,0,0,1,3,3,1,1,6,3,1,1
Pcom.g64261,2,4,6,4,3,4,4,2,6,5,5,5,5,6,3,2
Pcom.g64260,0,0,0,0,5,0,0,0,0,0,0,0,11,10,0,5
Pcom.g64267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g46038,20,23,20,31,19,46,42,16,74,64,59,57,68,65,26,21
Pcom.g46039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g33146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g33147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g33144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g41566,0,0,2,14,16,42,37,6,47,53,15,18,14,14,10,19
Pcom.g41561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g33143,1,1,0,1,1,2,2,0,6,6,0,0,1,1,0,0
Pcom.g33140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g72528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g72527,15,0,0,5,0,0,0,6,40,41,14,9,0,8,0,15
Pcom.g72526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g54004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g72524,0,0,0,0,2,0,0,0,11,9,7,5,0,0,0,2
Pcom.g41569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g41568,7,17,3,17,11,26,23,8,31,27,25,22,9,8,5,4
Pcom.g33148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g33149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g65170,0,0,3,1,0,9,7,1,1,1,1,0,0,0,2,0
Pcom.g56789,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71493,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0
Pcom.g32913.Hypo,0,1,1,1,1,0,0,1,2,1,2,1,0,0,1,1
Pcom.g65172,0,1,16,3,3,10,12,0,20,23,0,0,0,0,4,3
Pcom.g30954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g65173,0,1,0,0,164,0,0,0,543,527,0,0,0,0,0,0
Pcom.g54005,3,3,2,4,3,5,3,2,5,7,16,10,4,1,3,3
Pcom.g65174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g65175,0,5,0,5,3,0,0,2,7,4,0,2,1,1,0,2
Pcom.g48194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71494,13,6,31,6,15,13,16,5,40,41,2,0,6,4,8,12
Pcom.g63690.Hypo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71495,0,1,0,1,1,0,0,1,1,1,2,3,0,1,0,1
Pcom.g18029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g38932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g54006,0,2,1,2,1,3,6,1,1,1,1,1,0,2,1,0
Pcom.g38933,1,2,0,3,7,0,0,3,9,8,11,6,3,4,2,4
Pcom.g38930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g38931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g38936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g27659,3,1,1,2,2,5,5,2,2,2,3,4,5,2,2,1
Pcom.g38937,0,6,1,24,10,0,0,10,20,24,40,34,6,5,2,5
Pcom.g35849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g47161,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g38935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g35842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g03659.Hypo,0,0,0,19,0,0,0,9,55,47,0,0,0,0,12,0
Pcom.g60990.Hypo,1,3,2,5,3,9,8,3,10,8,5,7,7,4,1,1
Pcom.g01811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g01810,23,31,36,57,15,62,59,20,57,56,115,116,79,79,14,8
Pcom.g01813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g01812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g01815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g01814,0,1,2,1,1,0,0,1,2,2,1,1,1,1,0,1
Pcom.g01817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g01816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g01819,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0
Pcom.g01818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g26171,0,0,1,1,0,0,0,1,0,0,0,0,1,3,0,0
Pcom.g73698,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g26170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pcom.g73696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g73697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g73694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g73695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g73692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g73693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g73690,4,10,4,0,0,5,5,0,7,5,0,0,13,13,5,2
Pcom.g73691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g26172,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
Pcom.g26175,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Pcom.g26174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g20928,1,3,1,1,1,0,0,1,1,1,1,1,2,2,0,0
Pcom.g20929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g26177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g20920,0,12,8,0,0,0,1,1,0,0,2,0,10,8,1,0
Pcom.g20921,1,1,10,1,0,0,0,1,0,0,0,0,12,11,1,0
Pcom.g20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g21780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g20924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g20925,0,3,6,0,0,0,0,0,2,0,0,0,0,0,0,1
Pcom.g20926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g20927,0,1,1,1,1,0,0,1,2,2,0,0,6,0,0,0
Pcom.g38831,0,0,1,1,1,1,1,1,4,3,2,2,1,1,1,1
Pcom.g16143,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Pcom.g22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g16141,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,5
Pcom.g22271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g22276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g22277,0,0,0,0,0,0,0,0,35,36,0,0,0,0,0,0
Pcom.g16145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g16144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g22278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g16148,99,92,48,76,46,355,347,24,131,126,172,169,237,229,90,38
Pcom.g45716,0,1,0,0,0,1,1,0,0,1,2,2,1,1,0,0
Pcom.g45717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45715,0,1,1,1,1,0,0,0,3,2,0,1,1,2,0,1
Pcom.g45712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45711,2,1,5,3,4,0,1,1,5,3,3,4,0,0,2,4
Pcom.g20439,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
Pcom.g45718,0,3,0,6,0,0,0,0,0,0,5,0,4,4,0,0
Pcom.g45719,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
Pcom.g17816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g64016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17812,0,2,3,3,0,0,0,2,0,0,4,8,0,1,0,0
Pcom.g17813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17810,10,3,3,1,11,30,32,2,44,48,9,9,18,19,6,10
