Orthogroup	Acerv_assembly_v1.0.protein	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins	Total
OG0005396	1	3	1	1	1	7
OG0005397	1	2	0	3	1	7
OG0005398	1	1	2	1	2	7
OG0005399	1	3	1	1	1	7
OG0005400	2	1	2	1	1	7
OG0005401	1	3	1	1	1	7
OG0005402	3	1	1	1	1	7
OG0005403	1	2	2	1	1	7
OG0005404	1	0	0	6	0	7
OG0005405	1	1	1	0	4	7
OG0005406	1	1	0	0	5	7
OG0005407	2	1	2	1	1	7
OG0005408	1	1	2	2	1	7
OG0005409	1	1	2	1	2	7
OG0005410	1	2	1	2	1	7
OG0005411	1	1	1	3	1	7
OG0005412	1	3	1	1	1	7
OG0005413	1	3	1	1	1	7
OG0005414	1	1	1	3	1	7
OG0005415	2	0	3	2	0	7
OG0005416	1	1	2	2	1	7
OG0005417	1	2	1	2	1	7
OG0005418	1	2	1	2	1	7
OG0005419	1	2	1	2	1	7
OG0005420	1	2	1	2	1	7
OG0005421	1	1	1	2	2	7
OG0005422	1	3	1	1	1	7
OG0005423	1	1	3	1	1	7
OG0005424	1	2	1	2	1	7
OG0005425	1	1	2	2	1	7
OG0005426	1	2	1	2	1	7
OG0005427	1	1	1	3	1	7
OG0005428	1	1	1	1	3	7
OG0005429	1	1	1	3	1	7
OG0005430	2	1	2	1	1	7
OG0005431	1	2	1	2	1	7
OG0005432	1	1	2	2	1	7
OG0005433	3	1	0	0	3	7
OG0005434	1	2	1	2	1	7
OG0005435	1	1	2	2	1	7
OG0005436	1	3	1	1	1	7
OG0005437	1	2	1	2	1	7
OG0005438	2	1	1	2	1	7
OG0005439	1	1	1	1	3	7
OG0005440	1	1	1	3	1	7
OG0005441	2	1	1	2	1	7
OG0005442	1	1	1	2	2	7
OG0005443	1	1	1	3	1	7
OG0005444	2	1	1	2	1	7
OG0005445	1	2	2	2	0	7
OG0005446	1	1	0	4	1	7
OG0005447	1	1	2	2	1	7
OG0005448	3	2	0	1	1	7
OG0005449	1	2	1	2	1	7
OG0005450	1	2	1	2	1	7
OG0005451	1	2	1	2	1	7
OG0005452	1	1	2	2	1	7
OG0005453	1	1	1	1	3	7
OG0005454	1	2	2	1	1	7
OG0005455	1	3	1	1	1	7
OG0005456	2	1	1	2	1	7
OG0005457	1	1	2	2	1	7
OG0005458	1	2	1	2	1	7
OG0005459	1	2	1	2	1	7
OG0005460	1	3	1	1	1	7
OG0005461	1	2	1	2	1	7
OG0005462	1	2	1	2	1	7
OG0005463	1	3	1	1	1	7
OG0005464	1	1	2	2	1	7
OG0005465	1	1	1	3	1	7
OG0005466	1	1	1	3	1	7
OG0005467	1	1	2	1	2	7
OG0005468	1	1	1	2	2	7
OG0005469	1	1	1	3	1	7
OG0005470	1	1	1	3	1	7
OG0005471	1	1	2	2	1	7
OG0005472	2	1	1	2	1	7
OG0005473	1	4	1	0	1	7
OG0005474	1	2	1	2	1	7
OG0005475	1	1	1	3	1	7
OG0005476	2	2	1	1	1	7
OG0005477	1	2	1	2	1	7
OG0005478	2	2	1	1	1	7
OG0005479	1	2	1	2	1	7
OG0005480	1	1	1	2	2	7
OG0005481	1	3	1	1	1	7
OG0005482	1	1	1	3	1	7
OG0005483	1	2	1	2	1	7
OG0005484	1	1	1	3	1	7
OG0005485	1	3	1	1	1	7
OG0005486	1	1	1	3	1	7
OG0005487	1	1	1	3	1	7
OG0005488	1	1	2	2	1	7
OG0005489	1	3	1	1	1	7
OG0005490	1	0	1	5	0	7
OG0005491	1	3	3	0	0	7
OG0005492	1	3	1	1	1	7
OG0005493	1	1	2	2	1	7
OG0005494	1	2	1	2	1	7
OG0005495	2	1	1	2	1	7
OG0005496	1	2	1	1	2	7
OG0005497	2	2	1	1	1	7
OG0005498	1	1	2	2	1	7
OG0005499	1	1	2	1	2	7
OG0005500	1	2	2	1	1	7
OG0005501	1	2	1	1	2	7
OG0005502	1	2	1	2	1	7
OG0005503	1	3	1	1	1	7
OG0005504	1	2	1	2	1	7
OG0005505	1	1	2	2	1	7
OG0005506	2	0	0	5	0	7
OG0005507	1	1	1	3	1	7
OG0005508	1	3	1	1	1	7
OG0005509	1	0	0	0	6	7
OG0005510	1	1	2	1	2	7
OG0005511	1	3	1	1	1	7
OG0005512	1	1	2	2	1	7
OG0005513	1	1	1	2	2	7
OG0005514	1	1	1	3	1	7
OG0005515	2	2	1	1	1	7
OG0005516	1	2	1	2	1	7
OG0005517	2	1	2	1	1	7
OG0005518	1	1	2	2	1	7
OG0005519	1	1	2	2	1	7
OG0005520	2	1	1	2	1	7
OG0005521	2	1	1	3	0	7
OG0005522	2	1	2	1	1	7
OG0005523	1	2	1	2	1	7
OG0005524	1	1	1	3	1	7
OG0005525	1	2	1	1	2	7
OG0005526	2	2	1	1	1	7
OG0005527	1	2	1	2	1	7
OG0005528	1	2	1	2	1	7
OG0005529	1	2	1	2	1	7
OG0005530	1	1	1	2	2	7
OG0005531	2	2	0	2	1	7
OG0005532	1	1	1	3	1	7
OG0005533	1	3	0	1	2	7
OG0005534	1	2	1	1	2	7
OG0005535	1	1	1	3	1	7
OG0005536	1	2	2	1	1	7
OG0005537	1	2	1	2	1	7
OG0005538	1	1	1	3	1	7
OG0005539	1	1	3	1	1	7
OG0005540	1	2	1	1	2	7
OG0005541	1	1	2	1	2	7
OG0005542	1	1	1	3	1	7
OG0005543	1	2	2	1	1	7
OG0005544	1	2	1	2	1	7
OG0005545	1	2	1	2	1	7
OG0005546	1	2	2	1	1	7
OG0005547	2	1	1	1	2	7
OG0005548	1	1	1	3	1	7
OG0005549	1	3	1	1	1	7
OG0005550	1	1	1	3	1	7
OG0005551	1	3	1	1	1	7
OG0005552	1	2	1	2	1	7
OG0005553	1	1	1	3	1	7
OG0005554	1	1	1	3	1	7
OG0005555	1	1	1	2	2	7
OG0005556	1	1	1	3	1	7
OG0005557	1	1	1	2	2	7
OG0005558	2	1	1	2	1	7
OG0005559	1	2	1	2	1	7
OG0005560	1	1	0	4	1	7
OG0005561	1	1	1	2	2	7
OG0005562	2	1	1	2	1	7
OG0005563	1	1	1	1	3	7
OG0005564	1	2	1	2	1	7
OG0005565	1	1	1	3	1	7
OG0005566	1	2	2	1	1	7
OG0005567	1	2	1	2	1	7
OG0005568	2	1	1	2	1	7
OG0005569	1	2	2	1	1	7
OG0005570	1	2	1	2	1	7
OG0005571	1	1	1	3	1	7
OG0005572	2	1	3	0	1	7
OG0005573	2	1	2	1	1	7
OG0005574	1	2	1	2	1	7
OG0005575	1	3	1	1	1	7
OG0005576	1	1	1	2	2	7
OG0005577	1	2	1	1	2	7
OG0005578	2	1	0	2	2	7
OG0005579	1	2	1	2	1	7
OG0005580	1	1	1	3	1	7
OG0005581	2	1	2	0	2	7
OG0005582	1	1	2	2	1	7
OG0005583	1	3	1	1	1	7
OG0005584	2	2	1	1	1	7
OG0005585	1	1	1	2	2	7
OG0005586	1	1	1	2	2	7
OG0005587	3	1	1	1	1	7
OG0005588	1	3	1	1	1	7
OG0005589	1	1	2	1	2	7
OG0005590	1	1	1	2	2	7
OG0005591	1	1	1	2	2	7
OG0005592	1	1	1	2	2	7
OG0005593	1	1	1	3	1	7
OG0005594	1	2	1	2	1	7
OG0005595	1	1	0	4	1	7
OG0005596	1	1	2	2	1	7
OG0005597	1	1	1	2	2	7
OG0005598	1	3	1	1	1	7
OG0005599	1	1	2	2	1	7
OG0005600	1	1	1	3	1	7
OG0005601	1	2	0	3	1	7
OG0005602	1	2	1	3	0	7
OG0005603	1	2	2	1	1	7
OG0005604	1	3	1	1	1	7
OG0005605	2	1	1	2	1	7
OG0005606	1	2	1	1	2	7
OG0005607	1	2	2	1	1	7
OG0005608	1	1	1	3	1	7
OG0005609	1	2	1	2	1	7
OG0005610	1	1	1	2	2	7
OG0005611	1	2	2	1	1	7
OG0005612	1	3	1	1	1	7
OG0005613	1	2	0	3	1	7
OG0005614	1	1	2	2	1	7
OG0005615	1	2	2	1	1	7
OG0005616	1	2	1	2	1	7
OG0005617	1	2	1	1	2	7
OG0005618	1	1	1	2	2	7
OG0005619	1	2	0	1	3	7
OG0005620	1	1	3	1	1	7
OG0005621	1	4	0	1	1	7
OG0005622	1	1	2	2	1	7
OG0005623	1	4	0	1	1	7
OG0005624	1	1	1	3	1	7
OG0005625	1	1	2	1	2	7
OG0005626	1	1	2	2	1	7
OG0005627	1	3	1	1	1	7
OG0005628	1	2	2	1	1	7
OG0005629	1	2	1	2	1	7
OG0005630	2	1	1	2	1	7
OG0005631	1	2	1	1	2	7
OG0005632	1	2	1	1	2	7
OG0005633	1	3	1	1	1	7
OG0005634	1	1	1	3	1	7
OG0005635	1	2	1	2	1	7
OG0005636	1	2	1	2	1	7
OG0005637	1	1	3	1	1	7
OG0005638	1	3	1	1	1	7
OG0005639	1	2	1	2	1	7
OG0005640	1	3	0	2	1	7
OG0005641	1	3	1	1	1	7
OG0005642	1	1	2	2	1	7
OG0005643	2	1	1	3	0	7
OG0005644	1	1	2	2	1	7
OG0005645	2	0	4	1	0	7
OG0005646	1	2	1	2	1	7
OG0005647	2	1	1	2	1	7
OG0005648	1	4	1	0	1	7
OG0005649	1	2	1	2	1	7
OG0005650	2	1	2	1	1	7
OG0005651	1	2	1	2	1	7
OG0005652	1	2	1	2	1	7
OG0005653	2	1	2	1	1	7
OG0005654	1	1	1	3	1	7
OG0005655	1	2	2	1	1	7
OG0005656	1	2	1	2	1	7
OG0005657	1	1	1	3	1	7
OG0005658	1	1	1	3	1	7
OG0005659	1	1	1	3	1	7
OG0005660	1	1	2	2	1	7
OG0005661	1	3	1	1	1	7
OG0005662	1	1	2	1	2	7
OG0005663	1	2	2	1	1	7
OG0005664	1	1	1	3	1	7
OG0005665	1	2	1	2	1	7
OG0005666	1	1	1	3	1	7
OG0005667	2	2	1	1	1	7
OG0005668	1	2	1	2	1	7
OG0005669	1	1	3	1	1	7
OG0005670	1	1	1	3	1	7
OG0005671	1	2	1	2	1	7
OG0005672	1	1	2	2	1	7
OG0005673	1	2	1	2	1	7
OG0005674	1	1	2	2	1	7
OG0005675	1	2	1	2	1	7
OG0005676	1	2	1	2	1	7
OG0005677	1	2	2	1	1	7
OG0005678	1	2	2	1	1	7
OG0005679	1	2	2	1	1	7
OG0005680	1	3	1	1	1	7
OG0005681	1	3	1	1	1	7
OG0005682	1	2	1	1	2	7
OG0005683	1	2	2	1	1	7
OG0005684	1	2	1	2	1	7
OG0005685	1	1	3	1	1	7
OG0005686	1	3	1	1	1	7
OG0005687	1	1	1	3	1	7
OG0005688	1	3	1	1	1	7
OG0005689	1	1	1	3	1	7
OG0005690	1	2	1	1	2	7
OG0005691	1	3	1	1	1	7
OG0005692	1	1	2	2	1	7
OG0005693	1	3	1	1	1	7
OG0005694	1	2	1	2	1	7
OG0005695	1	2	1	2	1	7
OG0005696	2	1	2	1	1	7
OG0005697	1	2	1	2	1	7
OG0005698	1	1	2	2	1	7
OG0005699	2	1	0	0	4	7
OG0005700	1	3	1	1	1	7
OG0005701	1	1	1	3	1	7
OG0005702	1	2	1	1	2	7
OG0005703	1	2	2	1	1	7
OG0005704	1	1	1	2	2	7
OG0005705	1	1	1	3	1	7
OG0005706	1	1	2	2	1	7
OG0005707	1	2	1	2	1	7
OG0005708	1	0	0	4	2	7
OG0005709	1	2	1	3	0	7
OG0005710	1	2	1	2	1	7
OG0005711	1	4	0	1	1	7
OG0005712	1	3	1	1	1	7
OG0005713	1	3	1	1	1	7
OG0005714	1	3	1	1	1	7
OG0005715	1	2	1	2	1	7
OG0005716	2	1	2	1	1	7
OG0005717	1	3	1	1	1	7
OG0005718	2	2	1	1	1	7
OG0005719	1	1	0	4	1	7
OG0005720	1	1	1	3	1	7
OG0005721	1	3	1	1	1	7
OG0005722	1	2	1	2	1	7
OG0005723	1	1	1	3	1	7
OG0005724	1	2	1	1	2	7
OG0005725	1	2	1	2	1	7
OG0005726	1	4	0	1	1	7
OG0005727	1	1	1	2	2	7
OG0005728	1	1	1	3	1	7
OG0005729	1	3	1	1	1	7
OG0005730	1	3	1	1	1	7
OG0005731	3	3	0	0	1	7
OG0005732	1	1	2	2	1	7
OG0005733	1	1	2	1	2	7
OG0005734	1	2	1	2	1	7
OG0005735	1	2	1	2	1	7
OG0005736	1	3	1	1	1	7
OG0005737	1	2	1	1	2	7
OG0005738	1	1	2	1	2	7
OG0005739	1	1	1	2	2	7
OG0005740	1	3	1	1	1	7
OG0005741	1	2	1	3	0	7
OG0005742	1	2	1	2	1	7
OG0005743	1	3	1	1	1	7
OG0005744	1	2	1	2	1	7
OG0005745	1	1	1	3	1	7
OG0005746	1	2	1	2	1	7
OG0005747	1	2	1	2	1	7
OG0005748	1	2	2	1	1	7
OG0005749	1	2	2	1	1	7
OG0005750	1	2	2	1	1	7
OG0005751	1	1	1	3	1	7
OG0005752	1	2	1	2	1	7
OG0005753	1	1	1	3	1	7
OG0005754	1	3	1	1	1	7
OG0005755	1	1	2	2	1	7
OG0005756	1	3	1	1	1	7
OG0005757	2	2	1	1	1	7
OG0005758	1	3	1	1	1	7
OG0005759	1	3	1	1	1	7
OG0005760	2	2	1	1	1	7
OG0005761	1	2	0	2	2	7
OG0005762	1	1	2	1	2	7
OG0005763	1	1	1	2	2	7
OG0005764	2	4	1	0	0	7
OG0005765	1	2	1	2	1	7
OG0005766	2	2	1	1	1	7
OG0005767	1	1	1	3	1	7
OG0005768	1	3	1	1	1	7
OG0005769	1	2	1	2	1	7
OG0005770	1	2	1	2	1	7
OG0005771	2	2	1	1	1	7
OG0005772	1	2	1	2	1	7
OG0005773	1	2	1	2	1	7
OG0005774	1	2	1	2	1	7
OG0005775	1	2	1	2	1	7
OG0005776	1	2	1	2	1	7
OG0005777	1	2	1	2	1	7
OG0005778	1	2	2	1	1	7
OG0005779	1	1	2	2	1	7
OG0005780	3	1	1	1	1	7
OG0005781	1	2	1	1	2	7
OG0005782	1	3	1	1	1	7
OG0005783	1	2	2	1	1	7
OG0005784	1	2	1	3	0	7
OG0005785	1	2	1	1	2	7
OG0005786	2	1	1	1	2	7
OG0005787	2	2	1	1	1	7
OG0005788	1	2	1	2	1	7
OG0005789	1	1	2	3	0	7
OG0005790	1	2	1	2	1	7
OG0005791	1	1	2	2	1	7
OG0005792	1	1	1	3	1	7
OG0005793	1	1	1	2	2	7
OG0005794	1	2	1	2	1	7
OG0005795	1	1	2	1	2	7
OG0005796	1	2	1	2	1	7
OG0005797	1	1	1	3	1	7
OG0005798	1	1	1	3	1	7
OG0005799	1	3	1	2	0	7
OG0005800	1	1	2	2	1	7
OG0005801	1	2	1	3	0	7
OG0005802	1	1	2	2	1	7
OG0005803	1	2	1	1	2	7
OG0005804	1	1	1	3	1	7
OG0005805	1	2	1	2	1	7
OG0005806	1	2	1	2	1	7
OG0005807	1	1	1	3	1	7
OG0005808	1	3	1	1	1	7
OG0005809	1	2	1	2	1	7
OG0005810	1	2	2	1	1	7
OG0005811	1	1	2	2	1	7
OG0005812	1	2	1	2	1	7
OG0005813	1	2	1	2	1	7
OG0005814	1	2	1	1	2	7
OG0005815	1	2	1	2	1	7
OG0005816	1	3	1	1	1	7
OG0005817	1	1	1	2	2	7
OG0005818	1	3	0	2	1	7
OG0005819	1	2	1	2	1	7
OG0005820	1	1	1	3	1	7
OG0005821	1	1	1	3	1	7
OG0005822	1	2	1	2	1	7
OG0005823	1	2	2	1	1	7
OG0005824	2	1	1	2	1	7
OG0005825	1	2	1	2	1	7
OG0005826	1	3	1	1	1	7
OG0005827	1	1	2	2	1	7
OG0005828	1	2	1	2	1	7
OG0005829	1	2	1	2	1	7
OG0005830	1	3	1	1	1	7
OG0005831	1	2	2	1	1	7
OG0005832	1	2	1	2	1	7
OG0005833	2	2	1	1	1	7
OG0005834	1	1	2	2	1	7
OG0005835	1	3	1	1	1	7
OG0005836	1	1	0	4	1	7
OG0005837	1	2	1	2	1	7
OG0005838	1	3	1	1	1	7
OG0005839	1	1	2	2	1	7
OG0005840	1	2	1	1	2	7
OG0005841	1	2	1	1	2	7
OG0005842	1	3	1	1	1	7
OG0005843	1	2	1	2	1	7
OG0005844	1	1	1	3	1	7
OG0005845	1	0	0	1	5	7
OG0005846	2	2	1	1	1	7
OG0005847	1	1	1	3	1	7
OG0005848	1	3	1	1	1	7
OG0005849	1	2	1	2	1	7
OG0005850	1	1	2	3	0	7
OG0005851	1	2	2	1	1	7
OG0005852	1	2	1	2	1	7
OG0005853	1	2	2	1	1	7
OG0005854	1	3	1	1	1	7
OG0005855	1	0	0	5	1	7
OG0005856	1	2	2	2	0	7
OG0005857	4	1	0	1	1	7
OG0005858	1	2	1	2	1	7
OG0005859	1	1	1	2	2	7
OG0005860	1	2	2	1	1	7
OG0005861	1	1	0	3	2	7
OG0005862	1	1	0	3	2	7
OG0005863	1	4	1	1	0	7
OG0005864	1	2	1	2	1	7
OG0005865	1	2	2	1	1	7
OG0005866	1	3	1	1	1	7
OG0005867	1	1	1	3	1	7
OG0005868	1	3	1	1	1	7
OG0005869	1	3	1	1	1	7
OG0005870	1	3	0	2	1	7
OG0005871	1	1	1	2	2	7
OG0005872	1	1	2	1	2	7
OG0005873	1	2	1	2	1	7
OG0005874	1	2	1	2	1	7
OG0005875	1	2	1	2	1	7
OG0005876	1	2	1	2	1	7
OG0005877	3	1	1	1	1	7
OG0005878	1	2	1	1	2	7
OG0005879	1	1	1	3	1	7
OG0005880	1	4	1	1	0	7
OG0005881	1	1	1	3	1	7
OG0005882	1	3	1	1	1	7
OG0005883	1	2	2	1	1	7
OG0005884	1	1	3	1	1	7
OG0005885	1	3	1	1	1	7
OG0005886	2	1	0	1	3	7
OG0005887	1	3	0	0	3	7
OG0005888	1	2	0	3	1	7
OG0005889	2	3	0	1	1	7
OG0005890	1	3	1	1	1	7
OG0005891	1	2	1	1	2	7
OG0005892	1	1	1	3	1	7
OG0005893	1	1	0	4	1	7
OG0005894	1	5	0	1	0	7
OG0005895	1	1	1	3	1	7
OG0005896	1	2	1	2	1	7
OG0005897	1	2	1	2	1	7
OG0005898	1	1	3	1	1	7
OG0005899	1	1	1	3	1	7
OG0005900	2	1	2	1	1	7
OG0005901	1	2	1	2	1	7
OG0005902	1	1	2	1	2	7
OG0005903	1	2	1	2	1	7
OG0005904	1	3	1	1	1	7
OG0005905	1	1	3	1	1	7
OG0005906	1	2	1	2	1	7
OG0005907	1	1	2	2	1	7
OG0005908	1	3	2	1	0	7
OG0005909	1	2	2	1	1	7
OG0005910	1	2	2	1	1	7
OG0005911	1	2	1	2	1	7
OG0005912	1	3	1	1	1	7
OG0005913	1	2	1	1	2	7
OG0005914	1	2	1	2	1	7
OG0005915	1	4	0	1	1	7
OG0005916	1	3	1	1	1	7
OG0005917	2	2	1	1	1	7
OG0005918	1	3	2	1	0	7
OG0005919	2	2	1	1	1	7
OG0005920	1	2	2	1	1	7
OG0005921	1	1	1	3	1	7
OG0005922	1	3	1	1	1	7
OG0005923	1	3	1	1	1	7
OG0005924	1	3	0	2	1	7
OG0005925	1	3	1	1	1	7
OG0005926	1	1	1	3	1	7
OG0005927	1	3	1	1	1	7
OG0005928	1	3	1	1	1	7
OG0005929	1	2	2	1	1	7
OG0005930	1	3	1	1	1	7
OG0005931	1	1	2	2	1	7
OG0005932	1	1	3	2	0	7
OG0005933	1	2	1	1	2	7
OG0005934	1	2	1	2	1	7
OG0005935	1	3	1	1	1	7
OG0005936	1	2	1	2	1	7
OG0005937	1	1	2	2	1	7
OG0005938	1	1	1	3	1	7
OG0005939	1	3	2	1	0	7
OG0005940	1	3	0	2	1	7
OG0005941	1	2	1	2	1	7
OG0005942	2	1	1	2	1	7
OG0005943	1	1	1	3	1	7
OG0005944	1	3	1	1	1	7
OG0005945	1	1	0	4	1	7
OG0005946	1	1	1	2	2	7
OG0005947	1	1	1	3	1	7
OG0005948	1	3	1	1	1	7
OG0005949	1	3	1	1	1	7
OG0005950	1	1	2	2	1	7
OG0005951	1	2	1	2	1	7
OG0005952	1	2	2	1	1	7
OG0005953	2	1	2	1	1	7
OG0005954	1	3	1	1	1	7
OG0005955	2	1	2	1	1	7
OG0005956	1	2	2	1	1	7
OG0005957	1	1	1	3	1	7
OG0005958	0	4	1	1	1	7
OG0005959	0	5	1	0	1	7
OG0005960	0	3	1	2	1	7
OG0005961	0	1	1	3	2	7
OG0005962	0	4	1	1	1	7
OG0005963	0	4	1	1	1	7
OG0005964	0	1	3	3	0	7
OG0005965	0	2	3	1	1	7
OG0005966	0	1	1	2	3	7
OG0005967	0	2	1	3	1	7
OG0005968	0	1	2	2	2	7
OG0005969	0	1	2	1	3	7
OG0005970	0	1	1	1	4	7
OG0005971	0	3	1	2	1	7
OG0005972	0	2	0	3	2	7
OG0005973	0	2	4	1	0	7
OG0005974	0	3	1	3	0	7
OG0005975	0	1	3	1	2	7
OG0005976	0	2	1	4	0	7
OG0005977	0	2	2	1	2	7
OG0005978	0	2	2	1	2	7
OG0005979	0	1	3	0	3	7
OG0005980	0	2	1	3	1	7
OG0005981	0	2	0	3	2	7
OG0005982	0	2	2	1	2	7
OG0005983	0	3	0	3	1	7
OG0005984	0	1	6	0	0	7
OG0005985	0	1	3	2	1	7
OG0005986	0	1	3	1	2	7
OG0005987	0	1	2	3	1	7
OG0005988	0	1	1	5	0	7
OG0005989	0	5	0	1	1	7
OG0005990	0	3	1	2	1	7
OG0005991	0	3	2	1	1	7
OG0005992	0	3	1	2	1	7
OG0005993	0	1	1	4	1	7
OG0005994	0	1	2	2	2	7
OG0005995	0	1	0	5	1	7
OG0005996	0	1	0	6	0	7
OG0005997	0	6	1	0	0	7
OG0005998	0	2	2	2	1	7
OG0005999	0	2	3	1	1	7
OG0006000	0	2	2	1	2	7
OG0006001	0	2	2	1	2	7
OG0006002	0	1	1	4	1	7
OG0006003	0	4	2	1	0	7
OG0006004	0	4	1	1	1	7
OG0006005	0	2	2	2	1	7
OG0006006	0	1	1	4	1	7
OG0006007	0	1	1	5	0	7
OG0006008	0	5	0	1	1	7
OG0006009	0	4	2	0	1	7
OG0006010	0	1	1	2	3	7
OG0006011	0	2	2	1	2	7
OG0006012	0	2	1	3	1	7
OG0006013	0	4	2	1	0	7
OG0006014	0	6	0	1	0	7
OG0006015	0	1	3	2	1	7
OG0006016	0	4	2	0	1	7
OG0006017	0	1	3	2	1	7
OG0006018	0	2	1	2	2	7
OG0006019	0	1	0	5	1	7
OG0006020	0	2	1	3	1	7
OG0006021	0	4	1	1	1	7
OG0006022	0	4	1	1	1	7
OG0006023	0	1	1	2	3	7
OG0006024	0	1	0	4	2	7
OG0006025	0	4	1	2	0	7
OG0006026	0	4	1	1	1	7
OG0006027	0	1	1	5	0	7
OG0006028	0	3	2	1	1	7
OG0006029	0	2	3	1	1	7
OG0006030	0	1	3	1	2	7
OG0006031	0	1	1	3	2	7
OG0006032	0	2	2	2	1	7
OG0006033	0	1	3	0	3	7
OG0006034	0	2	4	1	0	7
OG0006035	0	4	1	0	2	7
OG0006036	0	1	2	0	4	7
OG0006037	0	2	1	1	3	7
OG0006038	0	2	5	0	0	7
OG0006039	0	4	1	1	1	7
OG0006040	0	3	1	2	1	7
OG0006041	0	3	1	3	0	7
OG0006042	0	1	1	1	4	7
OG0006043	0	2	0	4	1	7
OG0006044	0	4	1	1	1	7
OG0006045	0	1	3	3	0	7
OG0006046	0	4	2	0	1	7
OG0006047	0	1	2	2	2	7
OG0006048	0	5	0	1	1	7
OG0006049	0	1	3	2	1	7
OG0006050	0	4	1	1	1	7
OG0006051	0	2	1	1	3	7
OG0006052	0	2	1	3	1	7
OG0006053	0	1	2	3	1	7
OG0006054	0	6	0	0	1	7
OG0006055	0	1	5	0	1	7
OG0006056	0	1	1	4	1	7
OG0006057	0	1	3	1	2	7
OG0006058	0	1	1	4	1	7
OG0006059	0	4	1	1	1	7
OG0006060	0	1	2	4	0	7
OG0006061	0	2	3	1	1	7
OG0006062	0	1	6	0	0	7
OG0006063	0	1	3	1	2	7
OG0006064	0	4	0	3	0	7
OG0006065	0	2	1	3	1	7
OG0006066	0	4	2	1	0	7
OG0006067	0	1	0	3	3	7
OG0006068	0	2	2	0	3	7
OG0006069	0	1	1	1	4	7
OG0006070	0	3	1	2	1	7
OG0006071	0	2	1	2	2	7
OG0006072	0	3	1	2	1	7
OG0006073	0	4	2	0	1	7
OG0006074	0	3	2	1	1	7
OG0006075	0	4	1	1	1	7
OG0006076	0	2	1	3	1	7
OG0006077	0	1	2	1	3	7
OG0006078	0	1	1	1	4	7
OG0006079	0	1	2	3	1	7
OG0006080	0	2	2	2	1	7
OG0006081	0	1	0	6	0	7
OG0006082	0	3	2	1	1	7
OG0006083	0	2	1	2	2	7
OG0006084	0	2	2	1	2	7
OG0006085	0	3	2	1	1	7
OG0006086	0	2	0	4	1	7
OG0006087	0	1	1	0	5	7
OG0006088	0	2	0	1	4	7
OG0006089	0	2	1	3	1	7
OG0006090	0	6	0	0	1	7
OG0006091	0	1	1	4	1	7
OG0006092	0	2	1	3	1	7
OG0006093	0	3	1	2	1	7
OG0006094	0	4	1	1	1	7
OG0006095	0	3	1	2	1	7
OG0006096	0	1	1	4	1	7
OG0006097	0	1	2	2	2	7
OG0006098	0	2	1	3	1	7
OG0006099	0	1	3	2	1	7
OG0006100	0	2	1	3	1	7
OG0006101	0	4	0	2	1	7
OG0006102	0	2	1	2	2	7
OG0006103	0	4	1	1	1	7
OG0006104	0	1	0	0	6	7
OG0006105	0	1	1	3	2	7
OG0006106	0	1	2	2	2	7
OG0006107	0	3	2	0	2	7
OG0006108	0	0	1	6	0	7
OG0006109	0	0	3	3	1	7
OG0006110	0	0	2	5	0	7
OG0006111	0	0	1	4	2	7
OG0006112	0	0	2	5	0	7
OG0006113	0	0	2	5	0	7
OG0006114	0	0	1	6	0	7
OG0006115	0	0	1	2	4	7
OG0006116	0	0	1	6	0	7
OG0006117	0	0	0	7	0	7
OG0006118	0	0	0	7	0	7
OG0006119	0	0	0	7	0	7
OG0006120	0	0	0	7	0	7
OG0006121	0	0	0	5	2	7
OG0006122	0	0	0	5	2	7
OG0006123	0	0	0	7	0	7
OG0006124	0	0	0	5	2	7
OG0006125	0	0	0	5	2	7
OG0006126	0	0	0	1	6	7
OG0006127	0	0	0	6	1	7
OG0006128	0	0	0	4	3	7
OG0006129	0	0	0	0	7	7
OG0006130	0	0	0	0	7	7
OG0006131	0	0	0	0	7	7
OG0006132	0	0	0	0	7	7
OG0006133	1	1	1	2	1	6
OG0006134	2	1	1	1	1	6
OG0006135	2	1	0	2	1	6
OG0006136	1	1	1	2	1	6
OG0006137	1	2	1	1	1	6
OG0006138	1	1	1	2	1	6
OG0006139	1	1	1	2	1	6
OG0006140	1	1	1	2	1	6
OG0006141	1	2	1	1	1	6
OG0006142	1	1	1	2	1	6
OG0006143	2	1	1	1	1	6
OG0006144	2	0	1	3	0	6
OG0006145	2	1	1	1	1	6
OG0006146	2	1	1	1	1	6
OG0006147	2	1	1	1	1	6
OG0006148	2	1	1	1	1	6
OG0006149	2	1	1	1	1	6
OG0006150	2	1	1	1	1	6
OG0006151	2	1	1	1	1	6
OG0006152	2	1	1	1	1	6
OG0006153	2	1	1	1	1	6
OG0006154	2	1	1	1	1	6
OG0006155	2	1	1	1	1	6
OG0006156	2	1	1	1	1	6
OG0006157	2	1	1	1	1	6
OG0006158	2	1	1	1	1	6
OG0006159	2	1	1	1	1	6
OG0006160	2	1	1	1	1	6
OG0006161	2	1	1	1	1	6
OG0006162	2	1	0	2	1	6
OG0006163	2	1	1	1	1	6
OG0006164	1	2	1	1	1	6
OG0006165	1	1	1	2	1	6
OG0006166	1	1	1	2	1	6
OG0006167	1	1	1	2	1	6
