"","gene_id","Orthogroup","Species"
"366","Pocillopora_acuta_HIv1_PredGene_g10269.t1","OG0016091","P.acuta"
"367","Pocillopora_acuta_HIv1_PredGene_g10524.t1","OG0001367","P.acuta"
"368","Pocillopora_acuta_HIv1_PredGene_g10956.t1","OG0000812","P.acuta"
"369","Pocillopora_acuta_HIv1_PredGene_g10961.t1","OG0015011","P.acuta"
"370","Pocillopora_acuta_HIv1_PredGene_g10986.t1","OG0004372","P.acuta"
"371","Pocillopora_acuta_HIv1_PredGene_g11351.t1","OG0001310","P.acuta"
"372","Pocillopora_acuta_HIv1_PredGene_g11358.t1","OG0001310","P.acuta"
"373","Pocillopora_acuta_HIv1_PredGene_g1152.t1","OG0008410","P.acuta"
"374","Pocillopora_acuta_HIv1_PredGene_g11568.t1","OG0006916","P.acuta"
"375","Pocillopora_acuta_HIv1_PredGene_g11568.t2","OG0006916","P.acuta"
"376","Pocillopora_acuta_HIv1_PredGene_g11569.t1","OG0006916","P.acuta"
"377","Pocillopora_acuta_HIv1_PredGene_g11845.t1","OG0011548","P.acuta"
"378","Pocillopora_acuta_HIv1_PredGene_g11986.t1","OG0010914","P.acuta"
"379","Pocillopora_acuta_HIv1_PredGene_g12058.t1","OG0010185","P.acuta"
"380","Pocillopora_acuta_HIv1_PredGene_g12087.t1","OG0006718","P.acuta"
"381","Pocillopora_acuta_HIv1_PredGene_g12092.t1","OG0019183","P.acuta"
"382","Pocillopora_acuta_HIv1_PredGene_g12696.t1","OG0001977","P.acuta"
"383","Pocillopora_acuta_HIv1_PredGene_g1271.t1","OG0009928","P.acuta"
"384","Pocillopora_acuta_HIv1_PredGene_g1272.t1","OG0009928","P.acuta"
"385","Pocillopora_acuta_HIv1_PredGene_g1281.t1","OG0015224","P.acuta"
"386","Pocillopora_acuta_HIv1_PredGene_g1342.t1","OG0020688","P.acuta"
"387","Pocillopora_acuta_HIv1_PredGene_g14138.t1","OG0000344","P.acuta"
"388","Pocillopora_acuta_HIv1_PredGene_g1441.t1","OG0000805","P.acuta"
"389","Pocillopora_acuta_HIv1_PredGene_g14435.t1","OG0012582","P.acuta"
"390","Pocillopora_acuta_HIv1_PredGene_g14714.t1","OG0003466","P.acuta"
"391","Pocillopora_acuta_HIv1_PredGene_g14792.t1","OG0000469","P.acuta"
"392","Pocillopora_acuta_HIv1_PredGene_g15469.t1","OG0019178","P.acuta"
"393","Pocillopora_acuta_HIv1_PredGene_g15901.t1","OG0008322","P.acuta"
"394","Pocillopora_acuta_HIv1_PredGene_g16052.t1","OG0003039","P.acuta"
"395","Pocillopora_acuta_HIv1_PredGene_g1629.t1","OG0001296","P.acuta"
"396","Pocillopora_acuta_HIv1_PredGene_g1630.t1","OG0001296","P.acuta"
"397","Pocillopora_acuta_HIv1_PredGene_g16370.t1","OG0000194","P.acuta"
"398","Pocillopora_acuta_HIv1_PredGene_g17083.t1","OG0011284","P.acuta"
"399","Pocillopora_acuta_HIv1_PredGene_g17325.t1","OG0001018","P.acuta"
"400","Pocillopora_acuta_HIv1_PredGene_g17591.t1","OG0010322","P.acuta"
"401","Pocillopora_acuta_HIv1_PredGene_g17717.t1","OG0009442","P.acuta"
"402","Pocillopora_acuta_HIv1_PredGene_g17860.t1","OG0019119","P.acuta"
"403","Pocillopora_acuta_HIv1_PredGene_g1790.t1","OG0000505","P.acuta"
"404","Pocillopora_acuta_HIv1_PredGene_g17977.t1","OG0001364","P.acuta"
"405","Pocillopora_acuta_HIv1_PredGene_g18273.t1","OG0012148","P.acuta"
"406","Pocillopora_acuta_HIv1_PredGene_g18552.t1","OG0000605","P.acuta"
"407","Pocillopora_acuta_HIv1_PredGene_g18651.t1","OG0000498","P.acuta"
"408","Pocillopora_acuta_HIv1_PredGene_g18672.t1","OG0000605","P.acuta"
"409","Pocillopora_acuta_HIv1_PredGene_g18846.t1","OG0010411","P.acuta"
"410","Pocillopora_acuta_HIv1_PredGene_g18847.t1","OG0017213","P.acuta"
"411","Pocillopora_acuta_HIv1_PredGene_g18980.t1","OG0007132","P.acuta"
"412","Pocillopora_acuta_HIv1_PredGene_g19003.t1","OG0000487","P.acuta"
"413","Pocillopora_acuta_HIv1_PredGene_g19073.t1","OG0002070","P.acuta"
"414","Pocillopora_acuta_HIv1_PredGene_g1931.t1","OG0004902","P.acuta"
"415","Pocillopora_acuta_HIv1_PredGene_g19390.t1","OG0000960","P.acuta"
"416","Pocillopora_acuta_HIv1_PredGene_g19457.t1","OG0007099","P.acuta"
"417","Pocillopora_acuta_HIv1_PredGene_g19464.t1","OG0003901","P.acuta"
"418","Pocillopora_acuta_HIv1_PredGene_g19464.t2","OG0003901","P.acuta"
"419","Pocillopora_acuta_HIv1_PredGene_g19487.t1","OG0000872","P.acuta"
"420","Pocillopora_acuta_HIv1_PredGene_g19554.t1","OG0001361","P.acuta"
"421","Pocillopora_acuta_HIv1_PredGene_g19722.t1","OG0014533","P.acuta"
"422","Pocillopora_acuta_HIv1_PredGene_g19878.t1","OG0009287","P.acuta"
"423","Pocillopora_acuta_HIv1_PredGene_g20016.t1","OG0005595","P.acuta"
"424","Pocillopora_acuta_HIv1_PredGene_g20277.t1","OG0001880","P.acuta"
"425","Pocillopora_acuta_HIv1_PredGene_g20469.t1","OG0005323","P.acuta"
"426","Pocillopora_acuta_HIv1_PredGene_g20634.t1","OG0002471","P.acuta"
"427","Pocillopora_acuta_HIv1_PredGene_g20640.t1","OG0009908","P.acuta"
"428","Pocillopora_acuta_HIv1_PredGene_g20815.t1","OG0001575","P.acuta"
"429","Pocillopora_acuta_HIv1_PredGene_g20859.t1","OG0004127","P.acuta"
"430","Pocillopora_acuta_HIv1_PredGene_g21047.t1","OG0005501","P.acuta"
"431","Pocillopora_acuta_HIv1_PredGene_g21053.t1","OG0001186","P.acuta"
"432","Pocillopora_acuta_HIv1_PredGene_g21093.t1","OG0003976","P.acuta"
"433","Pocillopora_acuta_HIv1_PredGene_g21093.t2","OG0003976","P.acuta"
"434","Pocillopora_acuta_HIv1_PredGene_g21278.t1","OG0015574","P.acuta"
"435","Pocillopora_acuta_HIv1_PredGene_g21283.t1","OG0001405","P.acuta"
"436","Pocillopora_acuta_HIv1_PredGene_g21407.t1","OG0007476","P.acuta"
"437","Pocillopora_acuta_HIv1_PredGene_g21804.t1","OG0003325","P.acuta"
"438","Pocillopora_acuta_HIv1_PredGene_g21804.t2","OG0003325","P.acuta"
"439","Pocillopora_acuta_HIv1_PredGene_g21804.t3","OG0003325","P.acuta"
"440","Pocillopora_acuta_HIv1_PredGene_g21894.t1","OG0017277","P.acuta"
"441","Pocillopora_acuta_HIv1_PredGene_g22418.t1","OG0002222","P.acuta"
"442","Pocillopora_acuta_HIv1_PredGene_g22645.t1","OG0006950","P.acuta"
"443","Pocillopora_acuta_HIv1_PredGene_g22696.t1","OG0010255","P.acuta"
"444","Pocillopora_acuta_HIv1_PredGene_g22710.t1","OG0006401","P.acuta"
"445","Pocillopora_acuta_HIv1_PredGene_g22710.t2","OG0006401","P.acuta"
"446","Pocillopora_acuta_HIv1_PredGene_g22714.t1","OG0000576","P.acuta"
"447","Pocillopora_acuta_HIv1_PredGene_g22758.t1","OG0011436","P.acuta"
"448","Pocillopora_acuta_HIv1_PredGene_g2314.t1","OG0000121","P.acuta"
"449","Pocillopora_acuta_HIv1_PredGene_g23872.t1","OG0000624","P.acuta"
"450","Pocillopora_acuta_HIv1_PredGene_g23878.t1","OG0000624","P.acuta"
"451","Pocillopora_acuta_HIv1_PredGene_g23882.t1","OG0000624","P.acuta"
"452","Pocillopora_acuta_HIv1_PredGene_g24043.t1","OG0008564","P.acuta"
"453","Pocillopora_acuta_HIv1_PredGene_g24448.t1","OG0014459","P.acuta"
"454","Pocillopora_acuta_HIv1_PredGene_g24638.t1","OG0007608","P.acuta"
"455","Pocillopora_acuta_HIv1_PredGene_g25285.t1","OG0000307","P.acuta"
"456","Pocillopora_acuta_HIv1_PredGene_g25362.t1","OG0002355","P.acuta"
"457","Pocillopora_acuta_HIv1_PredGene_g25397.t1","OG0001459","P.acuta"
"458","Pocillopora_acuta_HIv1_PredGene_g25581.t1","OG0002791","P.acuta"
"459","Pocillopora_acuta_HIv1_PredGene_g2599.t1","OG0001273","P.acuta"
"460","Pocillopora_acuta_HIv1_PredGene_g26402.t1","OG0001342","P.acuta"
"461","Pocillopora_acuta_HIv1_PredGene_g26522.t1","OG0001196","P.acuta"
"462","Pocillopora_acuta_HIv1_PredGene_g26843.t1","OG0016565","P.acuta"
"463","Pocillopora_acuta_HIv1_PredGene_g2699.t1","OG0005799","P.acuta"
"464","Pocillopora_acuta_HIv1_PredGene_g27085.t1","OG0001208","P.acuta"
"465","Pocillopora_acuta_HIv1_PredGene_g27314.t1","OG0001309","P.acuta"
"466","Pocillopora_acuta_HIv1_PredGene_g27440.t1","OG0004504","P.acuta"
"467","Pocillopora_acuta_HIv1_PredGene_g27509.t1","OG0007310","P.acuta"
"468","Pocillopora_acuta_HIv1_PredGene_g27868.t1","OG0012725","P.acuta"
"469","Pocillopora_acuta_HIv1_PredGene_g28160.t1","OG0006718","P.acuta"
"470","Pocillopora_acuta_HIv1_PredGene_g28596.t1","OG0004095","P.acuta"
"471","Pocillopora_acuta_HIv1_PredGene_g28764.t1","OG0001696","P.acuta"
"472","Pocillopora_acuta_HIv1_PredGene_g28764.t2","OG0001696","P.acuta"
"473","Pocillopora_acuta_HIv1_PredGene_g28764.t3","OG0001696","P.acuta"
"474","Pocillopora_acuta_HIv1_PredGene_g28849.t1","OG0000784","P.acuta"
"475","Pocillopora_acuta_HIv1_PredGene_g28908.t1","OG0013201","P.acuta"
"476","Pocillopora_acuta_HIv1_PredGene_g29047.t1","OG0002395","P.acuta"
"477","Pocillopora_acuta_HIv1_PredGene_g29112.t1","OG0000223","P.acuta"
"478","Pocillopora_acuta_HIv1_PredGene_g29458.t1","OG0000527","P.acuta"
"479","Pocillopora_acuta_HIv1_PredGene_g29580.t1","OG0000307","P.acuta"
"480","Pocillopora_acuta_HIv1_PredGene_g29708.t1","OG0001018","P.acuta"
"481","Pocillopora_acuta_HIv1_PredGene_g29791.t1","OG0012195","P.acuta"
"482","Pocillopora_acuta_HIv1_PredGene_g29845.t1","OG0000989","P.acuta"
"483","Pocillopora_acuta_HIv1_PredGene_g30033.t1","OG0012948","P.acuta"
"484","Pocillopora_acuta_HIv1_PredGene_g30103.t1","OG0003713","P.acuta"
"485","Pocillopora_acuta_HIv1_PredGene_g30295.t1","OG0009134","P.acuta"
"486","Pocillopora_acuta_HIv1_PredGene_g3030.t1","OG0007634","P.acuta"
"487","Pocillopora_acuta_HIv1_PredGene_g30373.t1","OG0002068","P.acuta"
"488","Pocillopora_acuta_HIv1_PredGene_g30378.t1","OG0005250","P.acuta"
"489","Pocillopora_acuta_HIv1_PredGene_g30590.t1","OG0008765","P.acuta"
"490","Pocillopora_acuta_HIv1_PredGene_g30602.t1","OG0008766","P.acuta"
"491","Pocillopora_acuta_HIv1_PredGene_g30769.t1","OG0001248","P.acuta"
"492","Pocillopora_acuta_HIv1_PredGene_g3078.t1","OG0000028","P.acuta"
"493","Pocillopora_acuta_HIv1_PredGene_g30872.t1","OG0010879","P.acuta"
"494","Pocillopora_acuta_HIv1_PredGene_g30925.t1","OG0004902","P.acuta"
"495","Pocillopora_acuta_HIv1_PredGene_g3121.t1","OG0001602","P.acuta"
"496","Pocillopora_acuta_HIv1_PredGene_g31212.t1","OG0000127","P.acuta"
"497","Pocillopora_acuta_HIv1_PredGene_g31214.t1","OG0000127","P.acuta"
"498","Pocillopora_acuta_HIv1_PredGene_g31353.t1","OG0016227","P.acuta"
"499","Pocillopora_acuta_HIv1_PredGene_g31480.t1","OG0016073","P.acuta"
"500","Pocillopora_acuta_HIv1_PredGene_g31487.t1","OG0001602","P.acuta"
"501","Pocillopora_acuta_HIv1_PredGene_g31487.t2","OG0001602","P.acuta"
"502","Pocillopora_acuta_HIv1_PredGene_g31607.t1","OG0014488","P.acuta"
"503","Pocillopora_acuta_HIv1_PredGene_g31953.t1","OG0004642","P.acuta"
"504","Pocillopora_acuta_HIv1_PredGene_g31960.t1","OG0001141","P.acuta"
"505","Pocillopora_acuta_HIv1_PredGene_g32018.t1","OG0005232","P.acuta"
"506","Pocillopora_acuta_HIv1_PredGene_g32171.t1","OG0000127","P.acuta"
"507","Pocillopora_acuta_HIv1_PredGene_g32172.t1","OG0000127","P.acuta"
"508","Pocillopora_acuta_HIv1_PredGene_g32194.t1","OG0012176","P.acuta"
"509","Pocillopora_acuta_HIv1_PredGene_g3221.t1","OG0001497","P.acuta"
"510","Pocillopora_acuta_HIv1_PredGene_g32496.t1","OG0001942","P.acuta"
"511","Pocillopora_acuta_HIv1_PredGene_g3306.t1","OG0013020","P.acuta"
"512","Pocillopora_acuta_HIv1_PredGene_g33271.t1","OG0009942","P.acuta"
"513","Pocillopora_acuta_HIv1_PredGene_g33391.t1","OG0006298","P.acuta"
"514","Pocillopora_acuta_HIv1_PredGene_g33597.t1","OG0007982","P.acuta"
"515","Pocillopora_acuta_HIv1_PredGene_g3547.t1","OG0010153","P.acuta"
"516","Pocillopora_acuta_HIv1_PredGene_g3577.t1","OG0000188","P.acuta"
"517","Pocillopora_acuta_HIv1_PredGene_g4057.t1","OG0013212","P.acuta"
"518","Pocillopora_acuta_HIv1_PredGene_g4343.t1","OG0021473","P.acuta"
"519","Pocillopora_acuta_HIv1_PredGene_g4463.t1","OG0002026","P.acuta"
"520","Pocillopora_acuta_HIv1_PredGene_g4677.t1","OG0001388","P.acuta"
"521","Pocillopora_acuta_HIv1_PredGene_g4724.t1","OG0000307","P.acuta"
"522","Pocillopora_acuta_HIv1_PredGene_g4955.t1","OG0005988","P.acuta"
"523","Pocillopora_acuta_HIv1_PredGene_g5277.t1","OG0002795","P.acuta"
"524","Pocillopora_acuta_HIv1_PredGene_g5395.t1","OG0018774","P.acuta"
"525","Pocillopora_acuta_HIv1_PredGene_g5469.t1","OG0001342","P.acuta"
"526","Pocillopora_acuta_HIv1_PredGene_g5677.t1","OG0000307","P.acuta"
"527","Pocillopora_acuta_HIv1_PredGene_g5781.t1","OG0002538","P.acuta"
"528","Pocillopora_acuta_HIv1_PredGene_g5916.t1","OG0003268","P.acuta"
"529","Pocillopora_acuta_HIv1_PredGene_g6135.t1","OG0004011","P.acuta"
"530","Pocillopora_acuta_HIv1_PredGene_g6360.t1","OG0004095","P.acuta"
"531","Pocillopora_acuta_HIv1_PredGene_g6941.t1","OG0001403","P.acuta"
"532","Pocillopora_acuta_HIv1_PredGene_g73.t1","OG0013318","P.acuta"
"533","Pocillopora_acuta_HIv1_PredGene_g7379.t1","OG0000414","P.acuta"
"534","Pocillopora_acuta_HIv1_PredGene_g7401.t1","OG0003246","P.acuta"
"535","Pocillopora_acuta_HIv1_PredGene_g7577.t1","OG0006523","P.acuta"
"536","Pocillopora_acuta_HIv1_PredGene_g7769.t1","OG0001238","P.acuta"
"537","Pocillopora_acuta_HIv1_PredGene_g7788.t1","OG0010541","P.acuta"
"538","Pocillopora_acuta_HIv1_PredGene_g8002.t1","OG0015626","P.acuta"
"539","Pocillopora_acuta_HIv1_PredGene_g8027.t1","OG0012706","P.acuta"
"540","Pocillopora_acuta_HIv1_PredGene_g808.t1","OG0000487","P.acuta"
"541","Pocillopora_acuta_HIv1_PredGene_g8202.t1","OG0013359","P.acuta"
"542","Pocillopora_acuta_HIv1_PredGene_g8863.t1","OG0001340","P.acuta"
"543","Pocillopora_acuta_HIv1_PredGene_g9091.t1","OG0015475","P.acuta"
"544","Pocillopora_acuta_HIv1_PredGene_g9372.t1","OG0003976","P.acuta"
"545","Pocillopora_acuta_HIv1_PredGene_g9372.t2","OG0003976","P.acuta"
"546","Pocillopora_acuta_HIv1_PredGene_g9384.t1","OG0006553","P.acuta"
"547","Pocillopora_acuta_HIv1_PredGene_g953.t1","OG0000382","P.acuta"
"548","Pocillopora_acuta_HIv1_PredGene_g9611.t1","OG0014169","P.acuta"
"549","Pocillopora_acuta_HIv1_PredGene_g9758.t1","OG0007958","P.acuta"
"550","Pocillopora_acuta_HIv1_PredGene_g9785.t1","OG0013855","P.acuta"
"551","Pocillopora_acuta_HIv1_PredGene_g9927.t1","OG0012948","P.acuta"
"552","jamg1.TU.Sc0000051.45","OG0017371","P.lobata"
"553","jamg1.TU.Sc0000055.95","OG0004731","P.lobata"
"554","jamg1.TU.Sc0000101.46","OG0005118","P.lobata"
"555","jamg1.TU.Sc0000117.30","OG0001821","P.lobata"
"556","jamg1.TU.Sc0000225.27","OG0000423","P.lobata"
"557","jamg1.TU.Sc0000225.29","OG0000423","P.lobata"
"558","jamg1.TU.Sc0000551.3","OG0000306","P.lobata"
"559","jamg1.TU.Sc0000654.3","OG0006588","P.lobata"
"560","jamg1.TU.xfSc0000469.4","OG0001821","P.lobata"
"561","jamg1.TU.xfSc0000800.1","OG0008724","P.lobata"
"562","jamg1.TU.xpSc0007059.15","OG0001678","P.lobata"
"563","jamg1.TU.xpSc0007188.2","OG0003587","P.lobata"
"564","plut2.m8.10068","OG0011347","P.lobata"
"565","plut2.m8.1010","OG0017677","P.lobata"
"566","plut2.m8.1011","OG0017677","P.lobata"
"567","plut2.m8.10362","OG0002995","P.lobata"
"568","plut2.m8.10411","OG0013715","P.lobata"
"569","plut2.m8.10671","OG0002055","P.lobata"
"570","plut2.m8.11052","OG0000960","P.lobata"
"571","plut2.m8.11192","OG0014051","P.lobata"
"572","plut2.m8.12089","OG0000216","P.lobata"
"573","plut2.m8.1212","OG0013436","P.lobata"
"574","plut2.m8.12217","OG0000414","P.lobata"
"575","plut2.m8.13153","OG0001283","P.lobata"
"576","plut2.m8.13229","OG0000848","P.lobata"
"577","plut2.m8.14149","OG0000187","P.lobata"
"578","plut2.m8.15173","OG0000622","P.lobata"
"579","plut2.m8.15873","OG0003080","P.lobata"
"580","plut2.m8.16218","OG0004312","P.lobata"
"581","plut2.m8.16250","OG0015804","P.lobata"
"582","plut2.m8.1654","OG0000491","P.lobata"
"583","plut2.m8.16587","OG0000216","P.lobata"
"584","plut2.m8.18568","OG0000216","P.lobata"
"585","plut2.m8.19607","OG0009925","P.lobata"
"586","plut2.m8.19775","OG0015330","P.lobata"
"587","plut2.m8.20414","OG0000250","P.lobata"
"588","plut2.m8.20419","OG0001323","P.lobata"
"589","plut2.m8.21171","OG0008669","P.lobata"
"590","plut2.m8.21315","OG0000216","P.lobata"
"591","plut2.m8.21463","OG0000280","P.lobata"
"592","plut2.m8.21554","OG0002213","P.lobata"
"593","plut2.m8.21690","OG0001227","P.lobata"
"594","plut2.m8.21703","OG0014474","P.lobata"
"595","plut2.m8.21745","OG0000115","P.lobata"
"596","plut2.m8.21905","OG0004472","P.lobata"
"597","plut2.m8.22162","OG0000469","P.lobata"
"598","plut2.m8.22300","OG0000605","P.lobata"
"599","plut2.m8.22320","OG0003966","P.lobata"
"600","plut2.m8.22430","OG0002992","P.lobata"
"601","plut2.m8.22577","OG0000622","P.lobata"
"602","plut2.m8.22609","OG0000000","P.lobata"
"603","plut2.m8.22908","OG0012244","P.lobata"
"604","plut2.m8.23195","OG0000082","P.lobata"
"605","plut2.m8.23282","OG0002706","P.lobata"
"606","plut2.m8.23335","OG0000013","P.lobata"
"607","plut2.m8.23510","OG0002897","P.lobata"
"608","plut2.m8.24126","OG0000308","P.lobata"
"609","plut2.m8.24267","OG0000295","P.lobata"
"610","plut2.m8.24269","OG0000295","P.lobata"
"611","plut2.m8.24633","OG0007004","P.lobata"
"612","plut2.m8.2498","OG0018760","P.lobata"
"613","plut2.m8.24994","OG0002723","P.lobata"
"614","plut2.m8.25307","OG0000082","P.lobata"
"615","plut2.m8.25842","OG0000519","P.lobata"
"616","plut2.m8.25894","OG0000308","P.lobata"
"617","plut2.m8.25928","OG0000216","P.lobata"
"618","plut2.m8.26038","OG0002995","P.lobata"
"619","plut2.m8.26060","OG0000060","P.lobata"
"620","plut2.m8.26344","OG0000038","P.lobata"
"621","plut2.m8.26944","OG0005006","P.lobata"
"622","plut2.m8.27435","OG0006209","P.lobata"
"623","plut2.m8.27437","OG0017343","P.lobata"
"624","plut2.m8.27535","OG0021143","P.lobata"
"625","plut2.m8.27604","OG0000241","P.lobata"
"626","plut2.m8.28609","OG0004405","P.lobata"
"627","plut2.m8.28828","OG0000216","P.lobata"
"628","plut2.m8.29610","OG0001092","P.lobata"
"629","plut2.m8.30338","OG0000336","P.lobata"
"630","plut2.m8.30559","OG0010522","P.lobata"
"631","plut2.m8.30812","OG0009388","P.lobata"
"632","plut2.m8.30846","OG0017168","P.lobata"
"633","plut2.m8.30977","OG0000008","P.lobata"
"634","plut2.m8.31278","OG0000263","P.lobata"
"635","plut2.m8.31556","OG0000446","P.lobata"
"636","plut2.m8.31557","OG0000446","P.lobata"
"637","plut2.m8.32388","OG0001036","P.lobata"
"638","plut2.m8.32950","OG0000115","P.lobata"
"639","plut2.m8.32952","OG0000115","P.lobata"
"640","plut2.m8.32953","OG0000115","P.lobata"
"641","plut2.m8.33084","OG0000082","P.lobata"
"642","plut2.m8.33156","OG0016697","P.lobata"
"643","plut2.m8.33377","OG0000000","P.lobata"
"644","plut2.m8.33379","OG0000178","P.lobata"
"645","plut2.m8.33535","OG0000221","P.lobata"
"646","plut2.m8.3398","OG0000240","P.lobata"
"647","plut2.m8.3544","OG0003195","P.lobata"
"648","plut2.m8.4130","OG0001189","P.lobata"
"649","plut2.m8.4150","OG0000046","P.lobata"
"650","plut2.m8.4590","OG0001487","P.lobata"
"651","plut2.m8.4878","OG0000808","P.lobata"
"652","plut2.m8.5234","OG0000394","P.lobata"
"653","plut2.m8.5539","OG0003190","P.lobata"
"654","plut2.m8.5800","OG0000622","P.lobata"
"655","plut2.m8.5801","OG0021373","P.lobata"
"656","plut2.m8.6795","OG0000180","P.lobata"
"657","plut2.m8.7016","OG0005876","P.lobata"
"658","plut2.m8.7118","OG0005196","P.lobata"
"659","plut2.m8.7161","OG0001743","P.lobata"
"660","plut2.m8.7220","OG0017031","P.lobata"
"661","plut2.m8.7302","OG0000229","P.lobata"
"662","plut2.m8.7375","OG0008554","P.lobata"
"663","plut2.m8.7555","OG0000487","P.lobata"
"664","plut2.m8.8087","OG0003238","P.lobata"
"665","plut2.m8.8613","OG0014833","P.lobata"
"666","plut2.m8.8790","OG0000888","P.lobata"
"667","plut2.m8.92","OG0000194","P.lobata"
"668","plut2.m8.9273","OG0000013","P.lobata"
"669","plut2.m8.9304","OG0001593","P.lobata"
"670","plut2.m8.9356","OG0000007","P.lobata"
"671","plut2.m8.9453","OG0000575","P.lobata"
"672","plut2.m8.9532","OG0000474","P.lobata"
"673","plut2.m8.9923","OG0001177","P.lobata"
