gene_id,10_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,15_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,16_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,40_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,45_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,48_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Montipora_capitata_PredGene_g68921,1,0,1,1,1,1,1,1,1,1,1
Montipora_capitata_PredGene_adi2mcaRNA9586_R0,22,22,25,14,15,6,10,18,8,24,12
Montipora_capitata_PredGene_g25753,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g68922,1,1,0,1,0,0,1,1,2,1,0
Montipora_capitata_PredGene_g11851,74,136,239,59,88,91,52,92,153,86,156
Montipora_capitata_PredGene_g11850,35,97,142,30,42,33,28,40,54,49,59
Montipora_capitata_PredGene_g11853,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g11852,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g11855,10,14,5,1,3,1,1,1,3,15,0
Montipora_capitata_PredGene_g11854,6,9,17,0,4,2,3,2,4,7,2
Montipora_capitata_PredGene_g11856,0,0,0,0,0,0,0,0,0,0,3
Montipora_capitata_PredGene_g11859,0,0,1,0,1,1,1,1,1,1,0
Montipora_capitata_PredGene_g11858,0,0,2,0,1,2,0,1,0,0,2
Montipora_capitata_PredGene_g67012,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g68693,0,0,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g68692,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g25281,1,5,4,5,3,2,6,5,12,2,27
Montipora_capitata_PredGene_g68690,0,0,1,1,0,0,0,1,0,1,0
Montipora_capitata_PredGene_g25287,130,322,281,85,125,94,179,159,203,152,389
Montipora_capitata_PredGene_g68696,2,0,1,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g25285,8,24,41,7,14,7,9,15,0,8,64
Montipora_capitata_PredGene_g68694,0,6,4,0,0,0,0,0,8,0,0
Montipora_capitata_PredGene_g68699,2,5,2,2,1,0,2,2,6,2,4
Montipora_capitata_PredGene_g68698,1,1,1,1,0,0,1,1,1,1,2
Montipora_capitata_PredGene_g22259,150,615,314,148,135,117,182,222,342,194,644
Montipora_capitata_PredGene_g22258,258,288,313,162,159,100,239,212,197,252,617
Montipora_capitata_PredGene_g22255,3,2,1,1,1,1,1,2,4,2,1
Montipora_capitata_PredGene_g22254,234,629,1199,159,306,306,159,255,519,279,570
Montipora_capitata_PredGene_g22257,0,6,2,0,0,2,0,0,0,6,0
Montipora_capitata_PredGene_adi2mcaRNA36858_R5,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA36858_R2,0,0,0,0,2,0,0,0,0,0,0
Montipora_capitata_PredGene_g22250,3,12,6,2,2,2,4,4,11,3,22
Montipora_capitata_PredGene_g22253,364,1388,1704,386,593,424,389,506,1095,544,2191
Montipora_capitata_PredGene_g22252,219,648,502,163,146,121,233,208,378,228,925
Montipora_capitata_PredGene_adi2mcaRNA23424_R6,0,0,0,1,1,2,1,0,0,1,0
Montipora_capitata_PredGene_g24488,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g27664,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g68907,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g24487,31,47,109,65,39,43,117,105,0,37,245
Montipora_capitata_PredGene_g27669,1,3,3,1,1,1,1,1,0,1,2
Montipora_capitata_PredGene_g24485,11,22,71,29,28,34,58,41,0,24,63
Montipora_capitata_PredGene_g24482,0,1,1,0,1,1,1,1,0,1,2
Montipora_capitata_PredGene_g24483,98,132,25,23,11,11,54,32,0,93,104
Montipora_capitata_PredGene_g69348,14,21,93,9,38,45,8,13,20,19,20
Montipora_capitata_PredGene_g69349,1,1,1,2,2,1,2,2,1,1,4
Montipora_capitata_PredGene_g69346,58,85,354,32,148,126,43,59,58,54,159
Montipora_capitata_PredGene_g69344,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g69345,0,8,4,1,0,0,1,0,1,0,17
Montipora_capitata_PredGene_g69342,1,0,1,0,0,1,0,1,1,0,1
Montipora_capitata_PredGene_g3087,37,104,124,32,57,37,29,37,82,42,112
Montipora_capitata_PredGene_g3084,0,8,8,10,0,6,17,12,6,4,18
Montipora_capitata_PredGene_g3082,267,647,572,196,265,222,330,300,389,317,1019
Montipora_capitata_PredGene_g3083,1898,2744,3882,434,548,2424,872,579,4596,2355,1256
Montipora_capitata_PredGene_g3080,132,268,330,83,125,115,93,134,248,161,414
Montipora_capitata_PredGene_g3088,0,0,3,0,1,1,0,0,2,0,0
Montipora_capitata_PredGene_adi2mcaRNA28813_R0,113,167,171,89,89,54,69,119,84,122,112
Montipora_capitata_PredGene_g27595,1,1,1,0,0,1,1,1,0,0,0
Montipora_capitata_PredGene_g18049,2,2,1,1,1,1,0,1,1,2,1
Montipora_capitata_PredGene_g27597,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34080,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g27590,0,0,0,0,0,0,1,0,0,0,1
Montipora_capitata_PredGene_g18048,1,2,0,1,0,1,1,1,1,1,0
Montipora_capitata_PredGene_g27599,3,11,0,0,0,1,4,0,0,3,9
Montipora_capitata_PredGene_g27598,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34086,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g21509,1,1,0,1,1,1,1,0,0,1,0
Montipora_capitata_PredGene_g21500,7,11,25,4,14,10,5,5,28,7,12
Montipora_capitata_PredGene_g21501,0,0,1,0,1,0,0,0,2,0,1
Montipora_capitata_PredGene_g21502,1,2,2,1,1,0,1,1,4,0,2
Montipora_capitata_PredGene_g21503,1,0,0,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g21504,48,210,110,22,42,59,72,84,56,40,97
Montipora_capitata_PredGene_g21505,2,8,10,1,2,4,3,3,2,3,0
Montipora_capitata_PredGene_g21507,3,5,0,2,2,1,1,2,14,4,0
Montipora_capitata_PredGene_g67017,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g6100,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g62690,24,34,60,26,24,17,37,34,22,36,59
Montipora_capitata_PredGene_g6102,0,0,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g24153,16,36,15,12,12,5,16,17,14,21,14
Montipora_capitata_PredGene_g6104,1,0,1,0,1,2,1,1,2,1,2
Montipora_capitata_PredGene_g48529,170,386,437,59,150,150,78,105,319,212,236
Montipora_capitata_PredGene_g24156,0,0,0,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g24157,8,25,37,8,7,6,10,11,11,11,29
Montipora_capitata_PredGene_g6108,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA12316_R2,2,16,18,3,2,3,7,7,5,3,76
Montipora_capitata_PredGene_adi2mcaRNA12316_R1,2,10,3,0,2,2,3,4,4,2,11
Montipora_capitata_PredGene_adi2mcaRNA12316_R0,2,4,2,0,0,2,2,3,4,2,9
Montipora_capitata_PredGene_g27162,236,377,948,187,193,236,138,213,511,297,499
Montipora_capitata_PredGene_adi2mcaRNA12316_R5,0,0,0,0,0,0,1,0,0,1,0
Montipora_capitata_PredGene_adi2mcaRNA12316_R4,1,0,1,1,0,1,2,2,0,2,2
Montipora_capitata_PredGene_g45865,72,178,423,71,151,85,63,101,138,42,140
Montipora_capitata_PredGene_g23432,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g45867,113,218,327,72,127,114,69,105,288,128,263
Montipora_capitata_PredGene_g45866,46,86,94,22,46,34,42,47,41,45,92
Montipora_capitata_PredGene_g45861,0,0,0,0,0,0,2,1,0,0,0
Montipora_capitata_PredGene_g45860,0,0,0,1,0,0,0,1,2,0,0
Montipora_capitata_PredGene_g45863,1804,5990,38,713,450,163,1735,1647,3690,4297,11085
Montipora_capitata_PredGene_g69431,0,1,1,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g17097,0,1,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g45869,1,0,0,0,0,0,2,2,0,0,0
Montipora_capitata_PredGene_g45868,2,0,1,1,1,0,2,2,0,1,3
Montipora_capitata_PredGene_g17096,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g26403,114,244,199,71,80,68,67,116,196,162,212
Montipora_capitata_PredGene_g18047,1,2,1,1,1,1,1,1,1,1,1
Montipora_capitata_PredGene_adi2mcaRNA39233_R0,1,0,0,1,0,0,1,1,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA23424_R1,1,1,1,1,1,1,1,1,0,1,1
Montipora_capitata_PredGene_g69434,0,1,1,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g27167,1,8,5,2,4,2,4,6,6,3,2
Montipora_capitata_PredGene_g23437,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20679,94,254,392,69,127,140,106,139,290,130,340
Montipora_capitata_PredGene_g26406,103,195,130,122,84,55,148,160,149,97,506
Montipora_capitata_PredGene_g20671,20,10,19,21,20,21,34,30,29,25,53
Montipora_capitata_PredGene_g20670,0,0,0,0,1,0,1,0,0,1,0
Montipora_capitata_PredGene_g20673,5,7,7,3,5,3,9,6,13,0,14
Montipora_capitata_PredGene_g20672,0,0,2,0,1,1,0,1,0,0,0
Montipora_capitata_PredGene_g20675,3,2,3,2,1,1,1,3,2,3,3
Montipora_capitata_PredGene_g20677,0,1,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20676,4,3,0,1,1,1,2,3,3,3,2
Montipora_capitata_PredGene_g69438,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA6767_R0,54,102,152,62,79,57,62,79,71,71,128
Montipora_capitata_PredGene_g4459,1,0,14,6,8,6,11,9,22,0,29
Montipora_capitata_PredGene_g16199,1,4,0,4,0,0,2,2,0,2,5
Montipora_capitata_PredGene_adi2mcaRNA14833_R0,17,15,23,10,9,7,7,14,11,12,0
Montipora_capitata_PredGene_g31156,23,21,14,13,16,13,13,14,8,27,22
Montipora_capitata_PredGene_g31157,0,0,1,0,0,0,1,1,0,0,0
Montipora_capitata_PredGene_g3620,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g3621,42,90,164,31,52,53,40,55,65,73,145
Montipora_capitata_PredGene_g3626,306,396,550,153,214,163,180,230,361,271,356
Montipora_capitata_PredGene_g31153,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31150,0,1,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g3625,2,8,4,1,2,2,1,0,0,1,2
Montipora_capitata_PredGene_g55495,0,0,0,0,1,0,1,1,0,0,0
Montipora_capitata_PredGene_g3628,72,196,289,79,104,88,70,101,164,101,324
Montipora_capitata_PredGene_g3629,0,8,6,0,0,3,0,0,6,2,0
Montipora_capitata_PredGene_g31158,1,2,4,1,1,1,1,1,5,1,2
Montipora_capitata_PredGene_g31159,13,16,23,15,4,9,18,12,0,8,41
Montipora_capitata_PredGene_adi2mcaRNA4389_R4,0,0,0,0,0,0,0,0,2,0,6
Montipora_capitata_PredGene_g21692,123,226,184,86,115,111,117,137,126,172,247
Montipora_capitata_PredGene_adi2mcaRNA21443_R0,92,202,325,74,112,92,84,107,92,94,254
Montipora_capitata_PredGene_g9470,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g14191,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_adi2mcaRNA30308_R0,17,97,0,0,0,0,3,2,0,27,9
Montipora_capitata_PredGene_adi2mcaRNA30308_R1,5,17,0,0,0,0,2,0,0,9,0
Montipora_capitata_PredGene_adi2mcaRNA30308_R2,5,10,0,0,0,0,2,0,0,9,0
Montipora_capitata_PredGene_adi2mcaRNA30308_R3,8,26,0,0,0,0,0,0,0,8,0
Montipora_capitata_PredGene_adi2mcaRNA30308_R6,7,5,0,0,0,0,0,0,0,5,0
Montipora_capitata_PredGene_g5660,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g5661,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g5663,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA31473_R0,10,26,38,0,11,0,0,0,15,9,13
Montipora_capitata_PredGene_g5667,1,1,0,1,1,0,1,1,2,0,0
Montipora_capitata_PredGene_g45409,2,0,0,1,1,1,0,1,0,1,0
Montipora_capitata_PredGene_adi2mcaRNA5786_R2,0,0,12,7,3,3,9,28,10,0,7
Montipora_capitata_PredGene_g6812,0,0,1,1,1,2,1,1,1,1,0
Montipora_capitata_PredGene_g6813,3,6,3,3,3,2,5,6,0,3,5
Montipora_capitata_PredGene_g6810,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g37416,1,3,6,0,3,2,1,1,4,1,1
Montipora_capitata_PredGene_g37411,133,188,242,97,127,80,113,142,86,139,187
Montipora_capitata_PredGene_g37410,18,47,48,12,15,23,25,22,26,12,68
Montipora_capitata_PredGene_g329,35,35,143,29,45,44,26,37,38,20,89
Montipora_capitata_PredGene_g37412,7,12,25,4,6,5,8,9,7,8,22
Montipora_capitata_PredGene_g327,0,0,0,1,0,1,1,0,0,1,0
Montipora_capitata_PredGene_g6818,0,0,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g6819,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g37419,0,0,0,0,0,1,1,1,0,1,1
Montipora_capitata_PredGene_g37418,409,639,252,82,48,91,149,95,171,334,322
Montipora_capitata_PredGene_g65919,0,4,3,0,0,2,0,1,4,0,2
Montipora_capitata_PredGene_g66530,51,30,0,25,0,0,18,29,0,47,0
Montipora_capitata_PredGene_adi2mcaRNA9460_R2,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g36567,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g44237,1,0,0,1,0,1,1,1,0,1,4
Montipora_capitata_PredGene_g44236,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g304,48,59,86,25,32,51,56,44,28,45,76
Montipora_capitata_PredGene_g42073,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g42072,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g42077,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g42076,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g42075,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g42074,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g42079,1,2,1,0,1,1,1,1,1,1,2
Montipora_capitata_PredGene_g42078,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g71624,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g71625,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g71626,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g71621,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g71622,1,6,0,2,1,0,2,2,5,1,6
Montipora_capitata_PredGene_g71623,2,6,8,5,10,4,6,11,34,3,28
Montipora_capitata_PredGene_g15356,180,294,457,103,185,176,105,183,318,201,249
Montipora_capitata_PredGene_g3955,233,631,698,166,315,251,219,269,507,319,734
Montipora_capitata_PredGene_g65345,2,0,0,0,1,1,0,1,0,2,4
Montipora_capitata_PredGene_g3956,733,2346,1718,474,832,712,660,1111,1458,944,987
Montipora_capitata_PredGene_g3957,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g35927,72,185,277,44,76,90,41,63,170,107,150
Montipora_capitata_PredGene_g15352,197,288,273,106,104,136,120,201,334,259,323
Montipora_capitata_PredGene_g35924,52,105,151,33,57,52,33,52,78,45,74
Montipora_capitata_PredGene_g35923,1,1,4,1,1,1,1,1,0,1,1
Montipora_capitata_PredGene_adi2mcaRNA36409_R1,0,3,4,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g35921,0,0,0,1,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g3951,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g8418,11,18,0,3,1,1,3,3,13,11,11
Montipora_capitata_PredGene_g8419,15,32,7,8,3,0,11,10,19,18,39
Montipora_capitata_PredGene_g8410,21,37,53,10,22,0,14,12,10,22,27
Montipora_capitata_PredGene_g8412,11,24,24,4,8,5,10,6,6,15,13
Montipora_capitata_PredGene_g8413,34,10,117,33,33,34,42,34,33,29,135
Montipora_capitata_PredGene_g8414,280,552,615,185,295,238,283,322,374,321,639
Montipora_capitata_PredGene_adi2mcaRNA5943_R0,78,194,160,41,77,52,70,88,118,91,212
Montipora_capitata_PredGene_g8416,11,40,7,5,4,4,6,7,20,15,16
Montipora_capitata_PredGene_g8417,11,24,1,5,1,1,6,5,17,19,11
Montipora_capitata_PredGene_g48736,1,0,0,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g48737,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g48734,0,0,0,0,0,1,0,1,0,0,0
Montipora_capitata_PredGene_g18428,1,2,1,1,1,0,1,1,0,1,3
Montipora_capitata_PredGene_g48732,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g48733,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g48730,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g48731,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g18422,1,2,1,1,1,1,1,1,2,2,2
Montipora_capitata_PredGene_g18420,2,3,1,1,0,0,0,1,1,2,0
Montipora_capitata_PredGene_g18427,1,0,0,0,1,1,0,0,2,1,2
Montipora_capitata_PredGene_g18426,146,251,452,327,230,289,623,617,474,227,1341
Montipora_capitata_PredGene_g18425,1,1,2,1,1,1,1,1,1,1,1
Montipora_capitata_PredGene_g18424,0,0,0,1,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g40505,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA38803_R0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g40507,1,1,0,1,0,1,1,1,0,1,1
Montipora_capitata_PredGene_g40506,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g40503,1,1,2,0,1,0,0,0,1,1,0
Montipora_capitata_PredGene_g40502,0,0,4,1,2,2,1,1,0,0,4
Montipora_capitata_PredGene_adi2mcaRNA30786_R0,341,810,699,157,291,252,328,254,422,380,920
Montipora_capitata_PredGene_g40509,0,0,0,0,0,0,0,0,0,1,1
Montipora_capitata_PredGene_adi2mcaRNA5058_R4,96,230,288,81,112,109,86,109,142,145,358
Montipora_capitata_PredGene_g6830,1,2,3,1,1,2,1,1,2,1,5
Montipora_capitata_PredGene_g45419,7,13,136,112,39,175,93,152,98,19,785
Montipora_capitata_PredGene_adi2mcaRNA32282_R0,123,278,132,29,61,51,46,51,30,177,86
Montipora_capitata_PredGene_g32948,334,476,484,157,224,155,282,271,208,329,422
Montipora_capitata_PredGene_g67950,12,12,16,10,9,3,5,6,4,9,14
Montipora_capitata_PredGene_g48088,1821,6168,6201,1852,2341,2439,2198,2275,3346,2869,8143
Montipora_capitata_PredGene_g48089,99,175,388,89,112,116,76,112,202,117,271
Montipora_capitata_PredGene_adi2mcaRNA4648_R4,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g36433,160,229,453,113,143,112,113,151,97,179,179
Montipora_capitata_PredGene_adi2mcaRNA4648_R1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g48080,34,82,126,34,55,62,30,60,55,48,95
Montipora_capitata_PredGene_g48082,205,650,536,112,231,186,192,217,302,227,581
Montipora_capitata_PredGene_g48083,102,266,182,41,80,55,60,81,71,145,193
Montipora_capitata_PredGene_g48084,68,146,65,50,31,19,68,68,67,82,135
Montipora_capitata_PredGene_g48085,833,2036,2293,497,587,647,559,716,1262,844,2026
Montipora_capitata_PredGene_adi2mcaRNA4648_R9,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g48087,117,277,187,86,116,98,159,132,210,170,336
Montipora_capitata_PredGene_g26141,2,2,10,1,4,9,2,2,2,2,0
Montipora_capitata_PredGene_g45410,10,7,5,3,7,4,5,6,3,7,3
Montipora_capitata_PredGene_g26143,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g26142,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g26145,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g26144,0,1,1,0,0,0,1,1,0,0,0
Montipora_capitata_PredGene_g26146,0,0,0,1,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g26149,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g26148,1,0,0,2,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA11212_R0,83,162,138,60,62,36,120,81,78,62,221
Montipora_capitata_PredGene_g8570,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g14198,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g43858,1,2,7,3,4,2,5,4,2,2,14
Montipora_capitata_PredGene_g45413,12,17,10,3,4,2,2,4,2,9,6
Montipora_capitata_PredGene_g43852,1,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g17541,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g43857,1,1,13,3,8,5,9,4,10,1,44
Montipora_capitata_PredGene_g50182,0,2,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA25449_R1,142,388,365,96,126,120,125,144,215,193,372
Montipora_capitata_PredGene_g45416,1,0,2,0,1,2,1,0,1,0,1
Montipora_capitata_PredGene_adi2mcaRNA28024_R0,0,0,0,0,0,0,0,0,0,0,6
Montipora_capitata_PredGene_g31970,0,2,6,1,3,1,3,2,0,0,5
Montipora_capitata_PredGene_g31971,0,0,7,0,0,0,4,3,14,0,0
Montipora_capitata_PredGene_g31973,0,0,0,0,0,0,2,0,0,0,4
Montipora_capitata_PredGene_g28109,20,39,32,9,22,18,19,18,39,22,38
Montipora_capitata_PredGene_g28108,311,566,603,220,295,148,312,324,295,320,900
Montipora_capitata_PredGene_g31978,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g28106,84,153,275,90,144,89,60,99,146,121,93
Montipora_capitata_PredGene_g28105,213,666,651,179,252,182,211,245,356,294,641
Montipora_capitata_PredGene_g28104,5206,12963,16506,4315,6785,5892,3759,5535,11691,7046,13910
Montipora_capitata_PredGene_g28103,120,264,439,106,169,170,115,143,373,175,342
Montipora_capitata_PredGene_adi2mcaRNA39998_R4,19,59,23,11,15,12,15,25,20,22,21
Montipora_capitata_PredGene_g28101,0,18,17,10,15,11,17,17,16,19,28
Montipora_capitata_PredGene_g28100,89,183,110,0,54,0,63,105,111,125,225
Montipora_capitata_PredGene_g34335,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34334,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34337,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34336,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34331,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g34330,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34333,1,4,3,1,1,1,1,1,9,1,0
Montipora_capitata_PredGene_g34332,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g21799,0,0,1,0,1,0,0,0,0,0,1
Montipora_capitata_PredGene_g28543,0,3,8,0,0,2,0,0,5,0,4
Montipora_capitata_PredGene_g34339,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g34338,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31676,2,3,5,1,2,2,2,2,6,3,3
Montipora_capitata_PredGene_g25171,8,31,31,26,16,19,30,40,18,26,76
Montipora_capitata_PredGene_g43209,4,9,4,2,3,1,4,3,0,4,6
Montipora_capitata_PredGene_g31492,4,24,20,6,5,4,7,8,14,7,22
Montipora_capitata_PredGene_g25173,97,147,166,46,68,48,44,61,42,104,69
Montipora_capitata_PredGene_g7180,81,122,225,54,89,99,57,74,198,117,133
Montipora_capitata_PredGene_g21798,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g23958,1,0,0,1,1,0,1,1,2,0,1
Montipora_capitata_PredGene_g7187,69,126,135,37,62,34,57,62,68,58,107
Montipora_capitata_PredGene_g31496,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g7778,1,1,0,0,1,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA30793_R1,55,102,131,58,56,35,65,62,46,65,78
Montipora_capitata_PredGene_g7185,26,33,110,1,64,48,0,2,106,23,0
Montipora_capitata_PredGene_adi2mcaRNA1407_R0,397,544,584,256,333,225,328,307,216,383,663
Montipora_capitata_PredGene_g7184,113,260,228,75,114,89,97,149,216,127,270
Montipora_capitata_PredGene_adi2mcaRNA12027_R2,98,49,63,29,46,0,40,66,74,134,26
Montipora_capitata_PredGene_g7775,2,0,0,0,1,1,0,1,0,2,0
Montipora_capitata_PredGene_g57629,630,1622,2972,575,852,699,420,707,1856,827,1971
Montipora_capitata_PredGene_adi2mcaRNA17490_R6,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_adi2mcaRNA17490_R1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g43201,3,1,6,2,2,4,2,3,14,2,9
Montipora_capitata_PredGene_g57620,53,125,87,38,55,41,83,69,81,70,203
Montipora_capitata_PredGene_g57621,57,173,191,55,57,47,78,77,145,75,151
Montipora_capitata_PredGene_g57622,66,123,171,32,57,49,25,49,133,69,72
Montipora_capitata_PredGene_adi2mcaRNA17490_R9,0,0,4,0,0,0,0,0,2,0,0
Montipora_capitata_PredGene_adi2mcaRNA17490_R8,3,19,0,2,0,0,5,5,0,11,14
Montipora_capitata_PredGene_g31498,2,1,3,1,1,0,1,1,0,1,2
Montipora_capitata_PredGene_adi2mcaRNA36955_R0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g49953,236,442,877,180,308,304,165,262,538,322,700
Montipora_capitata_PredGene_g57263,1,1,2,1,2,2,3,2,1,2,1
Montipora_capitata_PredGene_g3682,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA24815_R0,0,0,0,0,0,0,11,0,0,0,49
