gene_id,10_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,15_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,16_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,40_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,45_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,48_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Montipora_capitata_PredGene_g8777,1,2,0,4,0,0,3,8,0,2,3
Montipora_capitata_PredGene_g39915,28,21,88,26,33,28,42,42,66,22,118
Montipora_capitata_PredGene_g17794,1,1,0,2,2,1,2,2,2,2,4
Montipora_capitata_PredGene_g17795,1,0,0,0,1,0,0,0,0,0,0
Montipora_capitata_PredGene_g17796,8,15,17,4,3,5,10,7,4,9,25
Montipora_capitata_PredGene_g17797,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g17791,12,11,7,5,4,4,5,12,18,11,7
Montipora_capitata_PredGene_g17792,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g17793,1,2,0,1,0,0,0,0,1,0,0
Montipora_capitata_PredGene_g55723,20,28,25,5,13,7,0,5,0,17,9
Montipora_capitata_PredGene_g55722,70,138,213,57,98,79,73,95,145,78,256
Montipora_capitata_PredGene_g55721,35,53,62,32,39,26,59,59,30,29,101
Montipora_capitata_PredGene_g55720,69,126,121,40,50,35,79,80,88,84,194
Montipora_capitata_PredGene_g17799,0,0,0,0,0,0,0,0,0,0,2
Montipora_capitata_PredGene_g55724,39,81,75,38,42,19,45,49,70,37,152
Montipora_capitata_PredGene_g51619,0,0,0,0,1,1,1,1,0,0,0
Montipora_capitata_PredGene_g51618,47,83,220,48,80,73,51,68,123,73,138
Montipora_capitata_PredGene_adi2mcaRNA6544_R8,0,0,0,0,7,0,0,5,0,0,0
Montipora_capitata_PredGene_g51613,2,0,1,1,1,1,1,1,1,1,0
Montipora_capitata_PredGene_g51615,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g51614,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g60932,979,1850,2464,533,788,894,653,983,1847,1430,1322
Montipora_capitata_PredGene_g60933,186,305,306,125,161,102,155,177,114,193,263
Montipora_capitata_PredGene_g60931,0,0,0,0,0,0,1,0,0,0,1
Montipora_capitata_PredGene_g13149,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g13148,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g60934,0,23,0,0,0,0,7,3,0,24,5
Montipora_capitata_PredGene_g60935,122,243,171,90,93,49,55,103,98,102,87
Montipora_capitata_PredGene_g13145,0,0,2,0,0,0,0,1,0,1,0
Montipora_capitata_PredGene_g13144,1,5,2,0,1,1,1,1,5,2,3
Montipora_capitata_PredGene_g60938,139,364,411,117,169,134,113,167,233,189,391
Montipora_capitata_PredGene_g60939,131,128,154,68,76,28,88,91,95,99,135
Montipora_capitata_PredGene_g13141,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g35415,8,15,24,40,13,29,40,47,12,16,129
Montipora_capitata_PredGene_g13143,14,39,51,6,12,8,8,12,16,16,14
Montipora_capitata_PredGene_g13142,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA36971_R4,0,4,0,0,2,1,2,2,0,2,0
Montipora_capitata_PredGene_g30422,17,29,14,18,8,10,13,22,12,23,33
Montipora_capitata_PredGene_g62648,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA36971_R2,0,7,8,0,0,3,0,0,0,0,3
Montipora_capitata_PredGene_g30425,88,375,906,82,221,284,121,184,595,101,306
Montipora_capitata_PredGene_g34170,0,0,0,0,1,0,0,0,0,0,0
Montipora_capitata_PredGene_g30424,131,333,407,80,173,153,130,125,279,178,497
Montipora_capitata_PredGene_g30427,2,6,3,2,2,1,2,2,0,2,0
Montipora_capitata_PredGene_g17869,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g17866,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g17867,27,60,85,13,19,21,12,18,30,28,37
Montipora_capitata_PredGene_g17864,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g30426,46,158,94,45,35,25,67,71,93,73,225
Montipora_capitata_PredGene_g17862,3,5,6,1,1,1,1,1,1,3,2
Montipora_capitata_PredGene_g17863,1,1,1,0,1,0,1,0,0,0,0
Montipora_capitata_PredGene_g17860,2,7,4,0,1,2,0,0,0,2,0
Montipora_capitata_PredGene_g1443,0,1,1,0,1,1,0,1,1,1,1
Montipora_capitata_PredGene_adi2mcaRNA4141_R9,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA4141_R8,0,0,4,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA4141_R0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA4141_R3,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA4141_R2,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA4141_R6,0,18,18,0,0,0,0,0,5,0,4
Montipora_capitata_PredGene_g61120,343,393,417,239,238,136,253,286,166,334,380
Montipora_capitata_PredGene_adi2mcaRNA11533_R1,322,667,784,202,288,269,276,340,580,416,894
Montipora_capitata_PredGene_g21158,0,0,0,0,0,0,0,0,0,0,2
Montipora_capitata_PredGene_g21157,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g21156,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g21155,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g21154,0,0,0,0,0,0,0,0,0,2,0
Montipora_capitata_PredGene_g21153,0,0,0,0,0,0,0,0,0,13,0
Montipora_capitata_PredGene_g21152,115,150,127,67,72,46,76,81,61,120,184
Montipora_capitata_PredGene_g21150,27,42,41,13,21,21,12,17,23,31,26
Montipora_capitata_PredGene_g35419,64,181,122,33,48,49,69,71,133,70,185
Montipora_capitata_PredGene_g15799,30,19,63,16,18,39,17,28,203,44,52
Montipora_capitata_PredGene_g15794,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g35418,0,21,0,0,0,0,0,0,142,0,0
Montipora_capitata_PredGene_g15793,8,7,4,2,5,5,2,4,7,9,7
Montipora_capitata_PredGene_g15790,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g15791,12,14,31,1,4,11,2,2,16,10,5
Montipora_capitata_PredGene_g62266,778,1229,1318,484,660,478,717,772,776,804,2204
Montipora_capitata_PredGene_g62267,33,53,44,20,27,22,25,24,20,41,47
Montipora_capitata_PredGene_g62260,145,331,666,112,183,178,118,156,421,235,323
Montipora_capitata_PredGene_g62261,159,262,323,124,122,109,123,118,105,165,216
Montipora_capitata_PredGene_g62262,9,15,17,5,8,2,6,7,5,8,10
Montipora_capitata_PredGene_g62268,59,121,97,41,54,31,42,55,104,53,97
Montipora_capitata_PredGene_g62269,5,8,10,4,4,7,5,7,16,4,7
Montipora_capitata_PredGene_g23744,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g23746,0,1,7,1,5,4,0,2,4,1,2
Montipora_capitata_PredGene_adi2mcaRNA20565_R3,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g23740,1,1,4,1,1,0,1,1,1,0,1
Montipora_capitata_PredGene_g23742,3,8,9,3,3,0,0,8,8,0,8
Montipora_capitata_PredGene_adi2mcaRNA25286_R0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g27433,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g26513,1,3,1,0,1,1,0,1,0,0,3
Montipora_capitata_PredGene_g7773,0,0,0,0,0,0,1,1,0,1,0
Montipora_capitata_PredGene_g26516,29,70,81,55,31,25,90,79,34,44,216
Montipora_capitata_PredGene_g26517,8,12,33,1,7,5,1,2,5,6,3
Montipora_capitata_PredGene_g26514,0,0,0,0,0,0,1,0,0,0,1
Montipora_capitata_PredGene_g26515,89,210,178,57,81,56,71,83,86,111,148
Montipora_capitata_PredGene_g15420,67,171,117,39,56,40,52,71,78,74,101
Montipora_capitata_PredGene_g31852,101,160,217,75,98,73,92,101,99,100,164
Montipora_capitata_PredGene_g15422,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g15423,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31857,71,66,109,33,47,34,38,54,38,49,78
Montipora_capitata_PredGene_g31856,0,10,26,0,5,5,0,0,0,3,0
Montipora_capitata_PredGene_g15426,3,5,5,2,2,2,4,4,4,2,6
Montipora_capitata_PredGene_g31854,35,165,263,57,55,65,214,129,146,68,184
Montipora_capitata_PredGene_g15429,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31859,37,39,47,20,17,6,25,49,12,23,31
Montipora_capitata_PredGene_g31858,339,803,653,239,284,192,344,278,302,326,927
Montipora_capitata_PredGene_g71426,4,5,8,0,3,0,4,4,0,3,0
Montipora_capitata_PredGene_adi2mcaRNA30467_R1,18,58,31,17,15,19,28,21,33,22,70
Montipora_capitata_PredGene_g25773,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA24860_R1,11,67,0,7,0,0,13,13,63,21,53
Montipora_capitata_PredGene_g24919,0,1,2,3,0,1,1,1,1,1,1
Montipora_capitata_PredGene_g25772,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g24914,0,0,4,0,2,2,0,0,0,0,0
Montipora_capitata_PredGene_g24915,394,533,1869,206,267,1681,248,233,262,549,310
Montipora_capitata_PredGene_g24916,3,2,2,1,2,1,3,3,1,1,2
Montipora_capitata_PredGene_g24917,7,8,6,3,2,1,13,11,4,9,15
Montipora_capitata_PredGene_g24910,0,0,0,0,1,0,0,0,0,0,0
Montipora_capitata_PredGene_g25771,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g24913,0,0,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g25770,1,2,0,1,0,1,0,0,3,1,0
Montipora_capitata_PredGene_g27431,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA15962_R0,61,136,103,30,41,46,41,46,72,84,83
Montipora_capitata_PredGene_g4674,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g54938,27,75,116,12,34,34,24,17,45,28,82
Montipora_capitata_PredGene_g4676,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g4677,226,425,563,167,226,193,181,256,337,346,363
Montipora_capitata_PredGene_g4670,123,252,359,112,152,108,128,169,334,210,344
Montipora_capitata_PredGene_g4671,20,56,64,20,14,11,24,30,33,34,46
Montipora_capitata_PredGene_g4672,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g4673,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31585,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31584,0,0,0,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g31587,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31586,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g68905,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31583,0,2,1,1,1,1,1,1,0,1,2
Montipora_capitata_PredGene_g68904,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g31589,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g31588,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA10013_R0,299,404,536,184,256,174,232,284,243,294,378
Montipora_capitata_PredGene_g71424,119,164,260,97,116,95,103,130,112,146,240
Montipora_capitata_PredGene_g18779,0,0,0,1,4,2,2,0,0,1,0
Montipora_capitata_PredGene_g18778,0,1,0,0,0,0,1,1,2,0,0
Montipora_capitata_PredGene_g18777,31,101,66,22,30,30,35,42,44,59,131
Montipora_capitata_PredGene_g18776,63,77,140,48,41,47,47,52,82,49,116
Montipora_capitata_PredGene_g20206,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g18774,96,221,209,61,58,49,93,145,257,78,203
Montipora_capitata_PredGene_g20201,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20202,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20203,0,3,3,0,0,1,0,1,2,0,3
Montipora_capitata_PredGene_g68908,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g59416,0,0,0,0,1,0,2,0,0,1,0
Montipora_capitata_PredGene_g24068,1,0,0,0,1,0,2,2,0,4,0
Montipora_capitata_PredGene_g25359,35,51,10,15,13,11,21,28,16,29,25
Montipora_capitata_PredGene_g25358,9,30,9,1,2,2,1,5,10,14,1
Montipora_capitata_PredGene_adi2mcaRNA24919_R3,1,0,0,0,1,0,0,0,0,1,0
Montipora_capitata_PredGene_g25355,1,4,3,1,3,2,1,3,1,5,3
Montipora_capitata_PredGene_g25354,25,36,21,20,12,10,22,29,22,35,39
Montipora_capitata_PredGene_g25357,103,207,125,26,69,47,38,48,56,124,56
Montipora_capitata_PredGene_g25356,5,3,14,2,5,3,2,2,1,6,2
Montipora_capitata_PredGene_adi2mcaRNA4256_R0,31,60,47,24,33,18,29,38,29,46,46
Montipora_capitata_PredGene_g25350,1,0,0,0,0,1,1,0,0,1,1
Montipora_capitata_PredGene_g25353,0,2,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g25352,117,205,47,0,22,21,0,0,45,126,0
Montipora_capitata_PredGene_g30069,45,113,99,78,38,32,148,171,31,52,407
Montipora_capitata_PredGene_g16449,135,263,304,104,133,150,165,137,246,161,476
Montipora_capitata_PredGene_g19428,1,0,0,1,1,0,1,0,0,1,1
Montipora_capitata_PredGene_g19429,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g61389,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g37818,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g19424,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g30063,1,0,0,0,1,1,1,1,1,1,2
Montipora_capitata_PredGene_g19427,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA21085_R0,112,271,226,86,99,59,101,94,120,118,259
Montipora_capitata_PredGene_g19421,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g30067,111,159,160,72,79,52,124,98,105,125,174
Montipora_capitata_PredGene_g30066,9,25,18,10,7,9,10,8,11,7,21
Montipora_capitata_PredGene_g38278,0,0,0,0,2,3,0,1,0,0,0
Montipora_capitata_PredGene_g38274,0,2,4,1,4,1,3,4,3,2,4
Montipora_capitata_PredGene_g38275,19,41,11,6,5,5,16,15,0,24,24
Montipora_capitata_PredGene_g38270,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g38271,0,0,0,0,0,0,0,2,0,0,0
Montipora_capitata_PredGene_g38272,0,0,1,0,1,0,0,0,0,0,4
Montipora_capitata_PredGene_g38273,222,422,297,147,142,107,202,219,191,296,347
Montipora_capitata_PredGene_g47362,0,2,0,0,0,0,0,0,309,0,0
Montipora_capitata_PredGene_adi2mcaRNA14550_R9,0,2,0,0,1,1,2,0,3,0,2
Montipora_capitata_PredGene_g29075,17,61,25,5,10,12,6,6,13,22,7
Montipora_capitata_PredGene_adi2mcaRNA11403_R0,98,175,154,67,89,52,108,96,46,96,217
Montipora_capitata_PredGene_g51532,0,0,0,7,4,0,8,9,0,0,13
Montipora_capitata_PredGene_g71141,30,76,97,39,44,32,38,40,58,46,113
Montipora_capitata_PredGene_g71140,27,64,59,27,22,18,32,26,7,44,23
Montipora_capitata_PredGene_g71143,0,0,0,0,0,0,1,1,0,1,3
Montipora_capitata_PredGene_g71142,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g71144,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g71147,150,294,284,112,145,111,117,193,202,241,403
Montipora_capitata_PredGene_g38187,0,1,1,0,0,0,1,0,0,1,0
Montipora_capitata_PredGene_g27234,1,23,0,0,0,0,0,1,0,15,0
Montipora_capitata_PredGene_g38185,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g38182,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g38181,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g21632,83,180,237,58,67,83,60,85,137,125,241
Montipora_capitata_PredGene_g21633,30,111,67,28,36,35,39,38,48,56,141
Montipora_capitata_PredGene_g21630,43,132,51,46,18,15,49,80,123,64,215
Montipora_capitata_PredGene_g21631,2,7,6,0,2,0,0,3,3,3,6
Montipora_capitata_PredGene_g21636,68,232,96,28,81,48,39,61,121,117,138
Montipora_capitata_PredGene_g21637,113,310,200,44,105,65,46,55,204,161,171
Montipora_capitata_PredGene_g38188,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g21635,1152,2701,3030,912,1338,1070,995,1228,1630,1829,2298
Montipora_capitata_PredGene_g3154,1,0,0,0,0,0,1,0,1,1,0
Montipora_capitata_PredGene_g3155,1,0,0,0,0,0,0,1,0,2,0
Montipora_capitata_PredGene_g3156,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g47565,208,450,414,129,203,154,233,213,255,247,449
Montipora_capitata_PredGene_g3150,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g3153,0,1,0,0,0,1,1,0,0,1,1
Montipora_capitata_PredGene_g40714,0,0,0,0,11,13,13,0,44,0,44
Montipora_capitata_PredGene_g3158,1,0,1,0,1,0,1,0,0,1,0
Montipora_capitata_PredGene_g3159,0,0,0,0,0,0,0,0,1,0,0
Montipora_capitata_PredGene_g47563,173,344,587,130,193,182,114,177,381,257,338
Montipora_capitata_PredGene_g24002,1,0,4,0,1,1,1,1,0,0,0
Montipora_capitata_PredGene_g24003,0,0,0,0,0,0,0,0,0,0,7
Montipora_capitata_PredGene_g24000,3,0,0,0,4,0,1,0,0,4,1
Montipora_capitata_PredGene_g24001,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g24006,0,0,2,1,0,0,2,2,0,0,1
Montipora_capitata_PredGene_g24007,0,0,0,0,0,0,0,2,1,0,0
Montipora_capitata_PredGene_g24004,1,0,0,1,1,0,1,1,2,0,1
Montipora_capitata_PredGene_g24005,2,0,2,4,2,1,8,8,3,3,11
Montipora_capitata_PredGene_g39585,0,0,1,1,1,0,0,0,0,1,0
Montipora_capitata_PredGene_g39584,0,0,0,0,1,1,1,1,0,0,1
Montipora_capitata_PredGene_g39587,1,2,2,4,0,0,0,2,2,4,0
Montipora_capitata_PredGene_g24009,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g39581,1,1,0,1,1,0,0,0,0,0,0
Montipora_capitata_PredGene_g39580,0,0,0,0,0,1,0,1,0,0,1
Montipora_capitata_PredGene_adi2mcaRNA16012_R0,0,5,5,0,3,0,4,4,4,5,4
Montipora_capitata_PredGene_g39582,0,0,0,0,1,0,1,0,0,0,0
Montipora_capitata_PredGene_g27264,1,2,0,1,1,0,0,2,0,1,0
Montipora_capitata_PredGene_g27263,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g40968,0,16,0,0,0,8,452,172,55,18,13
Montipora_capitata_PredGene_g40967,0,9,0,0,0,0,0,3,0,7,8
Montipora_capitata_PredGene_g40966,13,24,14,0,10,9,15,14,12,17,26
Montipora_capitata_PredGene_g47365,1,2,10,0,1,1,1,1,9,1,4
Montipora_capitata_PredGene_adi2mcaRNA566_R1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g27269,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g27268,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g21988,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g21989,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g50856,0,0,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g21986,1,0,0,0,3,3,2,2,0,3,0
Montipora_capitata_PredGene_g21987,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA16471_R0,92,184,283,83,150,82,112,108,71,119,167
Montipora_capitata_PredGene_adi2mcaRNA24856_R2,1,4,16,4,4,3,5,6,0,3,21
Montipora_capitata_PredGene_g47568,0,0,0,1,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g70098,23,43,71,15,30,24,21,25,38,15,63
Montipora_capitata_PredGene_g47569,1,0,1,1,0,0,1,1,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA22887_R0,15,20,25,19,0,15,15,32,18,17,12
Montipora_capitata_PredGene_g2207,93,221,247,77,94,62,106,127,161,116,225
Montipora_capitata_PredGene_g2206,69,142,143,36,68,45,69,71,122,74,172
Montipora_capitata_PredGene_g2205,45,99,113,52,48,36,49,73,97,63,117
Montipora_capitata_PredGene_g2204,15,8,0,26,4,4,34,29,13,17,36
Montipora_capitata_PredGene_g2203,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g2201,111,215,251,71,103,112,121,105,131,159,279
Montipora_capitata_PredGene_g2200,0,2,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA17426_R0,25,63,61,21,37,16,14,22,30,39,37
Montipora_capitata_PredGene_g2209,138,184,633,63,150,120,70,77,586,61,546
Montipora_capitata_PredGene_g2208,4,15,36,9,17,12,8,0,19,10,21
Montipora_capitata_PredGene_g59356,11,28,3,3,4,2,5,4,8,11,21
Montipora_capitata_PredGene_g36056,0,0,0,0,0,1,0,0,0,1,0
Montipora_capitata_PredGene_g36057,0,0,0,1,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g36054,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g36055,3,2,1,1,2,1,1,1,1,2,3
Montipora_capitata_PredGene_g31004,68,158,224,52,73,78,70,73,113,73,272
Montipora_capitata_PredGene_g31005,6,0,5,2,2,0,2,3,3,0,0
Montipora_capitata_PredGene_g31006,5,7,9,5,8,0,4,6,0,5,9
Montipora_capitata_PredGene_g31007,3,0,10,6,4,0,4,5,0,0,0
Montipora_capitata_PredGene_g43434,12,26,28,8,21,8,18,20,24,15,44
Montipora_capitata_PredGene_g31009,87,73,63,43,32,22,48,81,31,60,43
Montipora_capitata_PredGene_g43436,325,767,777,180,355,356,194,305,480,509,817
Montipora_capitata_PredGene_g43437,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g43430,68,105,119,39,52,33,61,64,48,59,87
Montipora_capitata_PredGene_g43432,28,43,60,35,36,26,30,55,19,39,31
Montipora_capitata_PredGene_g36059,9912,18954,29686,5612,9631,10463,4867,8527,16839,12309,13974
Montipora_capitata_PredGene_adi2mcaRNA4581_R0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20589,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20588,0,0,0,1,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g39631,289,623,999,168,311,240,167,307,724,393,579
Montipora_capitata_PredGene_g39630,245,507,453,154,226,153,221,220,249,273,702
Montipora_capitata_PredGene_adi2mcaRNA17412_R0,2,0,0,0,0,0,0,0,0,13,0
Montipora_capitata_PredGene_g20586,10,0,27,14,21,15,39,20,44,15,155
Montipora_capitata_PredGene_g20585,3,5,4,2,2,0,2,2,0,4,5
Montipora_capitata_PredGene_g39638,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g17807,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g35837,4,9,0,0,0,0,0,0,0,5,0
Montipora_capitata_PredGene_g23906,0,0,0,1,0,0,1,0,0,1,2
Montipora_capitata_PredGene_g27232,243,367,379,143,214,159,219,210,204,236,517
Montipora_capitata_PredGene_g8988,3,4,1,3,1,1,3,2,4,5,14
Montipora_capitata_PredGene_g8989,3,9,4,3,1,1,3,2,21,6,24
Montipora_capitata_PredGene_g8983,137,374,374,101,122,109,133,140,146,147,317
Montipora_capitata_PredGene_g8981,40,60,62,21,27,18,21,27,49,42,61
Montipora_capitata_PredGene_g50857,0,0,0,1,0,1,1,1,0,1,0
Montipora_capitata_PredGene_g71428,30,19,1441,27,700,560,15,11,56,46,53
Montipora_capitata_PredGene_g34749,0,0,0,1,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g2786,0,0,0,0,0,3,0,0,0,0,0
Montipora_capitata_PredGene_g34740,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34741,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34742,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34745,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34746,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g34747,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA38197_R1,1,3,3,1,2,2,1,1,1,2,5
Montipora_capitata_PredGene_g71429,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g33071,0,0,0,1,0,1,1,0,0,0,0
Montipora_capitata_PredGene_g49173,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA9704_R0,1,0,0,0,0,1,0,1,0,0,0
Montipora_capitata_PredGene_g69589,12,23,24,4,19,8,3,5,20,19,8
Montipora_capitata_PredGene_g49177,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g49174,2,1,0,1,1,1,2,2,0,1,3
Montipora_capitata_PredGene_g59353,1,0,1,1,0,0,1,1,0,1,0
Montipora_capitata_PredGene_g31265,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g41367,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA25230_R0,1,0,0,1,1,1,2,1,0,1,0
Montipora_capitata_PredGene_adi2mcaRNA25230_R6,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA31713_R0,1,2,0,0,1,1,0,0,0,2,3
Montipora_capitata_PredGene_adi2mcaRNA31713_R2,0,3,3,0,3,0,1,2,0,1,0
Montipora_capitata_PredGene_adi2mcaRNA25230_R8,2,7,8,2,3,2,3,4,7,3,6
Montipora_capitata_PredGene_adi2mcaRNA25230_R9,4,0,0,0,0,0,3,0,0,0,0
Montipora_capitata_PredGene_g41368,31,74,60,35,16,16,67,58,54,31,63
Montipora_capitata_PredGene_g41369,0,0,0,0,0,0,0,0,0,0,0
