gene_id,18_T33_Of_VLL.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_T33_Ac_WK.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_T12_Mc_PWC.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,21_T33_Mc_EOU.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,24_T12_Ac_FM.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,26_T12_Of_WCL.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,29_T23_Mc_PND.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,30_T23_Of_RPG.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,31_T22_Ac_UV.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_T22_Of_EVR.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,33_T43_Mc_RFV.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,34_T22_Mc_SVS.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_T43_Ac_MT.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_T43_Of_JJN.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_T13_Ac_ML.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_T23_Ac_IN.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_T13_Mc_FJE.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,40_T13_Of_GWS.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_T31_Ac_JB.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,48_T31_Of_JNO.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,49_T31_Mc_SWQ.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,50_T21_Of_YZB.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,51_T42_Of_UOF.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,52_T11_Ac_II.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,53_T21_Ac_NH.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,54_T42_Ac_JQ.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,55_T32_Mc_TWP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,56_T42_Mc_JAW.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,57_T32_Ac_NM.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,58_T21_Mc_EAH.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,59_T11_Of_TQP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,60_T32_Of_WXY.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,61_T11_Mc_RAP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Acerv_evm.TU.Segkk487_pilon.5,1,133,2,0,2,0,0,0,68,1,2,2,130,1,111,259,3,2,180,2,1,1,2,102,34,114,2,0,77,3,1,4,3
Acerv_evm.TU.Segkk1684_pilon.9,0,30,0,0,0,0,0,0,16,0,0,0,20,0,18,18,0,0,14,0,0,0,0,13,7,36,0,0,7,0,0,0,0
Acerv_evm.model.Segkk2898_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2898_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2898_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2898_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2898_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3927_pilon.1,0,19,0,0,0,0,0,0,15,0,0,0,29,0,9,25,0,0,13,0,0,0,0,12,12,25,0,0,4,0,0,0,0
Acerv_evm.TU.Segkk1040_pilon.16,0,12,1,0,0,0,0,0,10,2,0,0,19,0,14,15,1,0,15,0,0,0,0,11,2,15,0,0,5,0,1,0,0
Acerv_evm.TU.Segkk1040_pilon.17,0,377,0,0,0,0,0,0,255,0,0,0,513,0,239,348,0,0,271,0,0,0,0,364,209,435,0,0,190,0,0,0,0
Acerv_evm.TU.Segkk1040_pilon.14,0,176,0,14,0,11,13,0,155,9,19,0,291,0,86,147,14,0,63,0,7,0,6,42,87,214,0,0,37,0,0,16,22
Acerv_evm.TU.Segkk1040_pilon.15,0,243,0,0,0,0,0,0,124,0,0,0,226,0,104,160,0,0,193,0,0,0,0,69,72,146,0,0,105,0,0,0,0
Acerv_evm.TU.Segkk1040_pilon.12,0,118,0,0,0,0,0,0,80,0,0,0,134,0,85,69,0,0,65,0,0,0,0,98,55,120,0,0,41,0,0,0,0
Acerv_evm.model.Segkk1887_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1887_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1887_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1887_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3330_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1040_pilon.18,0,3,0,0,0,0,0,0,1,0,0,0,2,0,6,19,0,0,1,0,1,0,0,7,0,8,1,0,3,0,0,0,0
Acerv_evm.TU.Segkk670_pilon.2,0,21,0,0,0,0,0,0,17,0,0,0,19,0,11,13,0,0,19,0,0,0,0,11,11,18,0,0,8,0,0,0,0
Acerv_evm.TU.Segkk670_pilon.1,1,8,0,0,0,0,0,0,4,0,0,0,4,0,10,6,0,0,4,0,0,0,0,4,2,8,0,0,6,0,0,0,0
Acerv_evm.TU.Segkk328_pilon.1,0,82,0,0,0,0,0,0,42,0,0,0,81,0,39,86,0,0,74,0,0,0,0,45,32,82,0,0,24,0,0,0,0
Acerv_evm.TU.Segkk670_pilon.6,0,79,0,0,0,0,0,0,61,0,0,0,122,0,58,59,0,0,30,0,0,0,0,45,54,86,0,0,37,0,0,0,0
Acerv_evm.TU.Segkk670_pilon.5,0,438,0,0,3,3,11,0,258,0,0,0,582,0,220,378,0,3,193,2,0,0,0,202,208,569,0,0,119,0,0,0,0
Acerv_evm.TU.Segkk328_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4316_pilon.10,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk515_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4208_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk132_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk515_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3518_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk515_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2219_pilon.42,0,270,0,0,0,0,0,0,224,0,0,0,373,0,191,203,0,15,133,0,0,0,0,131,169,392,0,0,118,0,25,12,0
Acerv_evm.model.Segkk515_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2219_pilon.41,0,984,6,0,0,0,2,0,657,0,0,0,1161,0,639,843,0,0,584,0,0,0,0,666,463,1276,0,0,357,0,0,3,0
Acerv_evm.model.Segkk3518_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4267_pilon.22,0,11,0,0,0,0,0,0,9,0,0,0,12,0,10,15,0,0,12,0,0,0,0,14,4,17,0,0,5,0,0,0,0
Acerv_evm.model.Segkk515_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1028_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1028_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4267_pilon.20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,18,0,0,0,0,20,0,16,0,0,0,0,6,0,0
Acerv_evm.TU.Segkk1028_pilon.3,0,394,0,0,0,0,0,0,248,0,0,0,449,0,282,228,0,0,197,0,0,0,0,243,204,490,0,0,172,0,0,0,0
Acerv_evm.TU.Segkk1028_pilon.1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,2,0,0,2,1,1,1,0,2,1,0,0,0
Acerv_evm.TU.Segkk3935_pilon.53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
Acerv_evm.TU.Segkk3935_pilon.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3935_pilon.57,0,0,14,1,2,0,0,0,0,3,4,3,0,1,0,0,6,0,0,0,18,0,2,0,0,0,10,6,0,14,0,3,4
Acerv_evm.TU.Segkk30_pilon.17,0,139,0,0,0,0,0,0,34,0,0,0,64,0,41,24,0,0,20,0,0,0,0,25,58,54,0,0,15,0,0,0,0
Acerv_evm.TU.Segkk30_pilon.14,0,23,0,0,0,0,0,0,19,0,0,0,16,0,28,17,0,0,11,0,0,0,0,20,12,31,0,0,13,0,0,0,0
Acerv_evm.TU.Segkk30_pilon.15,0,17,1,0,1,0,0,1,16,0,1,0,16,0,26,19,1,1,14,0,1,1,0,23,15,30,1,1,18,1,1,1,0
Acerv_evm.model.Segkk3712_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3712_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk30_pilon.11,0,136,1,0,1,0,0,0,59,0,0,1,98,0,70,70,0,0,93,0,0,0,0,69,37,82,0,0,56,0,0,0,0
Acerv_evm.model.Segkk4037_pilon.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4037_pilon.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4037_pilon.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4037_pilon.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4037_pilon.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4037_pilon.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1075_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk567_pilon.7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,3,1,3,1,0,1,1,0,0,0
Acerv_evm.model.Segkk1075_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3179_pilon.28,0,350,0,1,0,0,0,0,204,1,0,0,462,0,153,431,0,0,445,0,0,0,0,177,134,620,0,0,156,0,0,0,0
Acerv_evm.TU.Segkk3179_pilon.25,0,139,0,0,2,0,0,0,96,0,0,0,142,0,131,146,0,0,133,0,0,0,0,157,57,161,0,0,77,0,0,0,0
Acerv_evm.TU.Segkk3179_pilon.23,0,12,0,0,0,0,0,0,12,0,0,0,10,0,12,10,0,0,8,0,0,1,0,21,4,24,0,0,10,0,0,0,0
Acerv_evm.TU.Segkk3179_pilon.21,0,228,5,4,0,3,6,0,188,7,6,1,279,4,138,155,3,2,92,0,2,0,0,106,156,271,3,6,84,3,0,5,3
Acerv_evm.TU.Segkk4106_pilon.16,0,161,4,3,4,2,2,0,124,1,2,4,200,0,84,73,4,1,71,3,2,1,2,49,59,189,3,2,30,2,3,1,2
Acerv_evm.TU.Segkk3730_pilon.17,0,48,0,0,0,0,0,0,35,0,0,0,57,0,34,30,0,0,29,0,0,0,0,29,19,45,0,0,18,0,0,0,0
Acerv_evm.TU.Segkk4106_pilon.14,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3730_pilon.15,0,72,0,0,0,0,0,0,39,0,0,0,68,0,36,40,0,0,35,0,0,0,0,32,30,57,0,0,23,0,0,0,0
Acerv_evm.TU.Segkk4106_pilon.12,0,798,0,0,0,0,0,0,509,0,0,0,896,0,501,489,0,0,423,0,0,0,0,417,310,1047,0,0,304,0,0,0,0
Acerv_evm.TU.Segkk3730_pilon.13,0,157,0,0,0,0,10,0,119,0,5,2,219,0,103,175,3,0,101,0,0,0,0,113,85,204,0,4,71,0,10,0,0
Acerv_evm.TU.Segkk4106_pilon.10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3730_pilon.11,0,61,0,0,0,0,0,0,52,0,0,0,89,0,53,66,0,0,57,0,0,0,0,63,56,99,0,0,31,0,0,0,0
Acerv_evm.TU.Segkk64_pilon.1,0,7,0,0,0,0,0,0,6,0,0,0,12,0,0,38,0,0,16,0,0,0,0,1,4,9,1,0,0,0,0,6,0
Acerv_evm.TU.Segkk4_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1087_pilon.2,0,16,0,0,0,0,0,0,17,0,0,0,18,0,9,33,0,0,14,0,0,0,0,8,10,24,0,0,11,0,0,1,0
Acerv_evm.TU.Segkk1087_pilon.1,0,318,0,0,0,0,0,0,219,0,0,0,400,13,215,254,0,0,172,0,0,0,0,240,191,418,0,0,133,0,0,0,0
Acerv_evm.model.Segkk2832_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2832_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2832_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2832_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2832_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3424_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3424_pilon.2,6,14,6,4,9,4,2,4,8,5,8,5,24,13,9,11,10,7,17,6,3,9,4,8,6,10,14,7,4,14,11,5,3
Acerv_evm.TU.Segkk3424_pilon.3,5,8,1,0,1,0,2,0,8,1,3,2,15,4,6,5,3,4,13,0,2,2,0,8,5,8,4,3,7,5,4,3,2
Acerv_evm.TU.Segkk3424_pilon.4,0,21,0,0,0,0,0,0,15,0,0,0,28,0,16,10,0,0,18,0,1,0,0,11,11,21,0,0,14,0,0,0,0
Acerv_evm.TU.Segkk2165_pilon.31,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1
Acerv_evm.TU.Segkk2165_pilon.30,0,6,0,0,0,0,0,0,9,0,0,0,8,0,7,13,0,0,4,0,0,0,0,5,11,29,0,0,8,0,0,0,0
Acerv_evm.model.Segkk3176_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3176_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3176_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3176_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4343_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1645_pilon.1,0,64,1,0,0,0,0,0,0,0,0,0,93,0,0,710,0,0,408,0,0,0,0,0,0,48,0,0,26,0,0,0,0
Acerv_evm.TU.Segkk3973_pilon.9,0,116,0,0,0,0,0,0,70,0,0,0,136,0,69,80,0,5,60,0,0,0,5,70,51,118,0,0,37,0,0,0,0
Acerv_evm.model.Segkk632_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3973_pilon.2,0,303,0,0,0,0,0,0,175,0,0,0,335,0,170,227,0,0,138,0,0,0,0,218,145,320,0,0,107,0,0,0,0
Acerv_evm.TU.Segkk3973_pilon.5,0,554,0,0,0,0,0,0,322,0,0,0,576,0,371,524,0,0,330,0,0,0,0,335,285,641,0,0,218,0,0,0,0
Acerv_evm.TU.Segkk3973_pilon.4,0,510,10,0,0,0,0,0,373,0,0,0,836,0,347,423,0,0,236,0,0,0,22,229,271,772,0,0,150,0,0,0,0
Acerv_evm.TU.Segkk3973_pilon.7,0,319,0,0,0,0,0,0,256,0,0,0,419,0,295,326,0,0,247,0,0,0,0,340,140,445,0,0,179,0,0,0,0
Acerv_evm.TU.Segkk1075_pilon.23,0,70,0,0,0,0,0,0,44,0,0,0,101,0,23,22,0,0,11,0,0,0,0,33,43,48,0,0,16,0,0,0,0
Acerv_evm.TU.Segkk1075_pilon.22,0,779,0,0,0,0,0,0,448,0,0,0,797,0,538,348,0,0,348,0,0,0,0,423,314,1016,0,0,361,0,0,0,0
Acerv_evm.TU.Segkk1075_pilon.20,0,15,0,0,0,0,0,0,22,1,0,0,23,0,25,17,0,0,15,0,0,0,0,34,14,35,0,0,16,0,0,0,0
Acerv_evm.TU.Segkk1075_pilon.25,0,11,0,0,0,0,0,0,0,0,0,0,26,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Ala_285,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
Ala_280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Acerv_evm.TU.Segkk3324_pilon.11,16,384,0,13,24,40,0,14,226,24,0,7,485,22,212,201,10,42,156,33,0,22,26,171,210,487,0,12,135,18,46,41,0
Acerv_evm.model.Segkk3221_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3221_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3221_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3221_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3221_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3221_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3221_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3093_pilon.9,0,52,2,1,1,2,0,2,53,1,2,1,64,0,36,28,1,2,25,0,3,0,0,32,25,78,2,1,19,2,0,0,3
Acerv_evm.TU.Segkk3319_pilon.15,0,172,0,0,0,0,0,0,132,0,0,0,228,0,134,134,0,0,90,0,0,0,0,82,80,241,0,0,63,0,0,0,0
Acerv_evm.TU.Segkk3319_pilon.14,0,6,1,1,0,0,0,0,2,0,0,1,6,0,4,1,0,0,2,0,1,0,0,1,3,4,0,0,3,0,0,0,0
Acerv_evm.TU.Segkk3319_pilon.13,0,4,1,0,0,1,1,0,4,1,0,0,7,0,6,2,0,0,4,0,1,0,0,1,2,2,1,1,2,2,0,1,0
Acerv_evm.TU.Segkk3319_pilon.11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Acerv_evm.model.Segkk352_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1868_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ala_134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ala_135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acerv_evm.model.Segkk2751_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2751_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2660_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1414_pilon.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk236_pilon.33,0,14,2,0,2,0,3,0,7,0,0,1,13,2,7,6,2,2,2,2,0,1,2,1,4,10,0,1,2,1,3,2,2
Acerv_evm.TU.Segkk236_pilon.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk236_pilon.31,0,48,0,0,0,0,0,0,27,0,0,0,45,0,20,32,0,0,28,0,0,0,0,13,0,44,0,0,15,0,0,0,0
Acerv_evm.TU.Segkk236_pilon.30,0,601,0,0,0,0,0,0,397,0,0,0,793,0,303,282,0,0,182,0,0,0,0,154,248,712,0,0,149,0,0,0,0
Acerv_evm.TU.Segkk236_pilon.36,9,0,4,0,3,1,0,0,0,5,0,1,0,30,0,0,2,6,0,3,8,33,2,0,1,0,2,8,0,7,36,6,0
Acerv_evm.TU.Segkk236_pilon.35,0,332,0,0,0,0,0,0,205,0,0,0,332,0,210,279,0,0,173,0,0,0,0,261,137,359,0,0,150,0,0,0,0
