"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"plut2.m8.15368",60.8160946556371,-0.0606322344343039,0.40570640350363,-0.149448551737639,0.881199703114982,0.978348729570269,"MidvsHigh"
"plut2.m8.15367",668.274495693164,0.321044088778359,0.13311128037669,2.41184734959982,0.0158719252411513,0.423639173016497,"MidvsHigh"
"plut2.m8.17736",36.5457841086484,-0.0806114789122659,0.313985677562779,-0.256736165604714,0.797382450937594,0.964811645553201,"MidvsHigh"
"plut2.m8.18507",59.0080789500927,-0.163070063446663,0.269788100097278,-0.604437569291843,0.54555276428449,0.90699544482287,"MidvsHigh"
"plut2.m8.17732",38.8074819946565,-0.128269042992759,0.3333051070469,-0.384839716766504,0.70035617135116,0.944977636106095,"MidvsHigh"
"plut2.m8.17730",33.623998915915,-0.632240687726811,0.384819015186537,-1.64295594234172,0.100392049155217,0.660981326964699,"MidvsHigh"
"plut2.m8.18508",16.7244529623873,-0.324104219449185,0.549093005857046,-0.590253774846959,0.555020524888415,NA,"MidvsHigh"
"plut2.m8.18509",480.244222809411,0.021913393344187,0.138910001487444,0.157752452015975,0.874651867186736,0.976327781824038,"MidvsHigh"
"plut2.m8.17738",156.439918088023,-0.0164054069175456,0.152263635421662,-0.107743433762857,0.914199214871932,0.983023440735972,"MidvsHigh"
"plut2.m8.17739",29.6428945936579,-0.127695412952955,0.364385992362231,-0.350439961001616,0.726008540842134,0.951683735215606,"MidvsHigh"
"jamg1.TU.Sc0000133.27",68.8279951061182,-0.404965886251894,0.87487762466473,-0.462882893372756,0.64344830994609,0.931876647189943,"MidvsHigh"
"plut2.m8.15864",116.822002762408,-0.324400811074741,0.20184363521498,-1.60718870688802,0.108012978597495,0.666565224636115,"MidvsHigh"
"plut2.m8.17880",144.18242558275,-0.134857320254867,0.186564405318973,-0.722845925643204,0.469774548333497,0.890990631045033,"MidvsHigh"
"plut2.m8.17882",18.6641486508545,-0.887040336550682,0.480284421654513,-1.84690632582867,0.0647607177773364,NA,"MidvsHigh"
"plut2.m8.17885",121.270541244858,0.202847797633623,0.168606700510338,1.20308265934654,0.2289443350625,0.774544282889318,"MidvsHigh"
"plut2.m8.17886",204.823540479118,-0.158660085235904,0.179258570231006,-0.8850906544186,0.376107739511557,0.85428580227756,"MidvsHigh"
"plut2.m8.24836",368.115255352689,0.118146554436024,0.182800707021585,0.646313443536479,0.518076383291532,0.900975099460266,"MidvsHigh"
"plut2.m8.24832",64.4265457267442,0.625034403196541,0.369665757025313,1.69080957951359,0.0908731770017012,0.649610753537353,"MidvsHigh"
"plut2.m8.24830",51.7491170335368,0.14908453072165,0.239930080238564,0.621366568849617,0.534358463164811,0.902964330868001,"MidvsHigh"
"plut2.m8.14285",38.3325810010548,0.108439558384602,0.308991787476022,0.350946409515875,0.72562855330644,0.951549070660763,"MidvsHigh"
"plut2.m8.19676",117.097368216076,0.464460221471348,0.261496932674406,1.77615934810851,0.0757066565301019,0.62666944529627,"MidvsHigh"
"plut2.m8.14283",96.9431368702882,0.204546355031746,0.23108806445428,0.885144611491671,0.376078641180442,0.85428580227756,"MidvsHigh"
"plut2.m8.14281",103.973229057104,-0.316262288695957,0.281204519576572,-1.1246700059166,0.260728896309933,0.798288242952948,"MidvsHigh"
"plut2.m8.19679",33.0430015330126,-0.210427692739083,0.348929179740888,-0.603067054739719,0.546464082103118,0.907696769005833,"MidvsHigh"
"plut2.m8.19678",93.1920315955494,0.468148140557013,0.321593463718561,1.45571410296668,0.145471669604721,0.713129812363625,"MidvsHigh"
"plut2.m8.17733",41.5681864835591,-0.602695204215865,0.285488135494924,-2.1111042081347,0.0347633558205811,0.521489566980208,"MidvsHigh"
"plut2.m8.17731",92.2234353393385,-0.918002737201745,0.892429467137251,-1.02865578850341,0.303641452296338,0.816228969198337,"MidvsHigh"
"plut2.m8.30166",59.1371048687011,-1.03146412532193,0.512190240043343,-2.0138301058502,0.0440273737430398,0.54695743879284,"MidvsHigh"
"plut2.m8.30167",46.3569416629122,-0.19276120728622,0.311320683112042,-0.619172505210154,0.535802722677468,0.902964330868001,"MidvsHigh"
"plut2.m8.30168",87.2309188404767,0.0751558454135606,0.25243012138859,0.297729308214632,0.765909772561509,0.961493696525446,"MidvsHigh"
"plut2.m8.30169",81.5320443539407,0.125421517324543,0.216329395506183,0.579771034033873,0.562069033511968,0.911913276342814,"MidvsHigh"
"plut2.m8.31690",321.524820176681,0.00232871636380879,0.180675973674576,0.0128889099997499,0.989716422431252,0.997598839973052,"MidvsHigh"
"plut2.m8.21715",193.551923451145,0.187646571389562,0.208539693521327,0.899812252626963,0.368220172748085,0.849774291989104,"MidvsHigh"
"plut2.m8.21714",59.6088113773887,0.29422307927034,0.248231356528337,1.18527765140241,0.235907686704992,0.777161645977428,"MidvsHigh"
"plut2.m8.21716",25.5825396935293,0.289429178468646,0.314111039424395,0.921423134312699,0.356829555116836,0.845032996226318,"MidvsHigh"
"plut2.m8.21711",54.2197567720558,-0.195653789656546,0.230234228158651,-0.849803225269023,0.395434496196665,0.8636582176656,"MidvsHigh"
"plut2.m8.21710",293.091112624368,-0.136837716518344,0.167091925273474,-0.818936739728061,0.412822507043024,0.870337010244362,"MidvsHigh"
"plut2.m8.21713",101.955411349518,0.343024733464452,0.222524796176372,1.54151240382475,0.123192126443304,0.685805173339707,"MidvsHigh"
"plut2.m8.21712",174.865321161485,0.058356508163477,0.224531281873582,0.259903687702337,0.794938066629468,0.964425164183643,"MidvsHigh"
"plut2.m8.21718",110.379384787259,0.110312650162229,0.242773356418848,0.454385323782857,0.649551513711567,0.933240531210831,"MidvsHigh"
"plut2.m8.27719",106.506470620439,-0.214658830845148,0.292607917572473,-0.733605681712224,0.46318909711253,0.887947242998614,"MidvsHigh"
"plut2.m8.27717",21.7133266030341,-0.0818763837598641,0.369353962997306,-0.221674577674591,0.824567221834958,NA,"MidvsHigh"
"plut2.m8.27716",80.6130733256978,0.383503477307101,0.234070545204614,1.63840980919603,0.101336234274035,0.66261031100664,"MidvsHigh"
"plut2.m8.27715",209.110914166943,0.0100927480131111,0.18415849959045,0.0548046820296449,0.956294070290518,0.990708800057209,"MidvsHigh"
