"","gene_id","GO.ID"
"1","LOC113664124","GO:0004930"
"2","LOC113664124","GO:0007186"
"3","LOC113664124","GO:0016021"
"4","LOC113664124","GO:0016021"
"5","LOC113664139","GO:0006486"
"6","LOC113664139","GO:0016020"
"7","LOC113664141","GO:0007154"
"8","LOC113664141","GO:0016020"
"9","LOC113664150","GO:0007154"
"10","LOC113664150","GO:0016020"
"11","LOC113664234","GO:0005525"
"12","LOC113664234","GO:0003924"
"13","LOC113664234","GO:0005525"
"14","LOC113664336","GO:0006820"
"15","LOC113664336","GO:0008509"
"16","LOC113664336","GO:0016021"
"17","LOC113664336","GO:0006820"
"18","LOC113664336","GO:0016021"
"19","LOC113664336","GO:0005452"
"20","LOC113664336","GO:0006820"
"21","LOC113664336","GO:0016020"
"22","LOC113664340","GO:0003676"
"23","LOC113664349","GO:0003700"
"24","LOC113664349","GO:0006355"
"25","LOC113664349","GO:0003677"
"26","LOC113664349","GO:0003700"
"27","LOC113664349","GO:0006355"
"28","LOC113664349","GO:0003677"
"29","LOC113664349","GO:0003700"
"30","LOC113664349","GO:0006355"
"31","LOC113664349","GO:0003700"
"32","LOC113664349","GO:0006355"
"33","LOC113664349","GO:0003677"
"34","LOC113664349","GO:0003700"
"35","LOC113664349","GO:0006355"
"36","LOC113664349","GO:0003677"
"37","LOC113664349","GO:0003700"
"38","LOC113664349","GO:0006355"
"39","LOC113664349","GO:0003700"
"40","LOC113664349","GO:0006355"
"41","LOC113664349","GO:0003700"
"42","LOC113664349","GO:0006355"
"43","LOC113664349","GO:0003700"
"44","LOC113664349","GO:0006355"
"45","LOC113664349","GO:0003677"
"46","LOC113664349","GO:0003700"
"47","LOC113664349","GO:0006355"
"48","LOC113664401","GO:0003700"
"49","LOC113664401","GO:0006355"
"50","LOC113664439","GO:0005515"
"51","LOC113664448","GO:0005515"
"52","LOC113664448","GO:0008270"
"53","LOC113664448","GO:0046872"
"54","LOC113664491","GO:0016021"
"55","LOC113664491","GO:0004930"
"56","LOC113664491","GO:0007186"
"57","LOC113664491","GO:0016021"
"58","LOC113664618","GO:0003676"
"59","LOC113664618","GO:0003723"
"60","LOC113664618","GO:0005634"
"61","LOC113664618","GO:0006397"
"62","LOC113664632","GO:0005247"
"63","LOC113664632","GO:0006821"
"64","LOC113664632","GO:0016020"
"65","LOC113664632","GO:0055085"
"66","LOC113664651","GO:0005515"
"67","LOC113664651","GO:0007165"
"68","LOC113664669","GO:0005515"
"69","LOC113664685","GO:0016021"
"70","LOC113664742","GO:0005509"
"71","LOC113664769","GO:0005515"
"72","LOC113664769","GO:0005515"
"73","LOC113664778","GO:0016787"
"74","LOC113664778","GO:0070573"
"75","LOC113664778","GO:0016787"
"76","LOC113664778","GO:0016787"
"77","LOC113664778","GO:0070573"
"78","LOC113664893","GO:0005576"
"79","LOC113664893","GO:0008061"
"80","LOC113664893","GO:0008061"
"81","LOC113664893","GO:0004888"
"82","LOC113664893","GO:0007166"
"83","LOC113664893","GO:0016021"
"84","LOC113664893","GO:0004930"
"85","LOC113664893","GO:0007186"
"86","LOC113664893","GO:0016021"
"87","LOC113664893","GO:0004930"
"88","LOC113664893","GO:0007186"
"89","LOC113664907","GO:0005515"
"90","LOC113664907","GO:0008270"
"91","LOC113664907","GO:0008270"
"92","LOC113664907","GO:0005515"
"93","LOC113664948","GO:0005102"
"94","LOC113664948","GO:0005576"
"95","LOC113664948","GO:0007275"
"96","LOC113664948","GO:0016055"
"97","LOC113664961","GO:0005102"
"98","LOC113664961","GO:0005576"
"99","LOC113664961","GO:0007275"
"100","LOC113664961","GO:0016055"
"101","LOC113665132","GO:0005515"
"102","LOC113665188","GO:0016811"
"103","LOC113665188","GO:0006807"
"104","LOC113665266","GO:0007021"
"105","LOC113665266","GO:0007023"
"106","LOC113665266","GO:0048487"
"107","LOC113665371","GO:0003676"
"108","LOC113665371","GO:0016787"
"109","LOC113665371","GO:0046872"
"110","LOC113665451","GO:0000166"
"111","LOC113665451","GO:0004812"
"112","LOC113665451","GO:0005524"
"113","LOC113665451","GO:0006418"
"114","LOC113665451","GO:0004817"
"115","LOC113665451","GO:0005524"
"116","LOC113665451","GO:0006423"
"117","LOC113665493","GO:0004674"
"118","LOC113665493","GO:0005524"
"119","LOC113665493","GO:0006468"
"120","LOC113665493","GO:0005524"
"121","LOC113665493","GO:0004674"
"122","LOC113665493","GO:0006468"
"123","LOC113665493","GO:0007165"
"124","LOC113665493","GO:0004674"
"125","LOC113665493","GO:0005524"
"126","LOC113665493","GO:0006468"
"127","LOC113665493","GO:0004672"
"128","LOC113665493","GO:0005524"
"129","LOC113665493","GO:0006468"
"130","LOC113665493","GO:0005524"
"131","LOC113665493","GO:0004674"
"132","LOC113665493","GO:0006468"
"133","LOC113665493","GO:0007165"
"134","LOC113665493","GO:0004672"
"135","LOC113665493","GO:0006468"
"136","LOC113665493","GO:0004672"
"137","LOC113665493","GO:0005524"
"138","LOC113665493","GO:0006468"
"139","LOC113665493","GO:0004672"
"140","LOC113665493","GO:0006468"
"141","LOC113665605","GO:0055114"
"142","LOC113665670","GO:0005515"
"143","LOC113665670","GO:0042981"
"144","LOC113665670","GO:0005515"
"145","LOC113665701","GO:0004672"
"146","LOC113665701","GO:0006468"
"147","LOC113665701","GO:0005524"
"148","LOC113665701","GO:0004672"
"149","LOC113665701","GO:0005524"
"150","LOC113665701","GO:0006468"
"151","LOC113665701","GO:0004713"
"152","LOC113665701","GO:0006468"
"153","LOC113665702","GO:0004713"
"154","LOC113665702","GO:0006468"
"155","LOC113665702","GO:0004672"
"156","LOC113665702","GO:0005524"
"157","LOC113665702","GO:0006468"
"158","LOC113665702","GO:0004672"
"159","LOC113665702","GO:0006468"
"160","LOC113665823","GO:0005515"
"161","LOC113665832","GO:0003824"
"162","LOC113666052","GO:0017183"
"163","LOC113666117","GO:0008270"
"164","LOC113666137","GO:0005515"
"165","LOC113666187","GO:0003676"
"166","LOC113666187","GO:0003676"
"167","LOC113666259","GO:0003868"
"168","LOC113666259","GO:0009072"
"169","LOC113666259","GO:0016701"
"170","LOC113666259","GO:0055114"
"171","LOC113666334","GO:0004044"
"172","LOC113666334","GO:0009113"
"173","LOC113666334","GO:0009116"
"174","LOC113666378","GO:0004499"
"175","LOC113666378","GO:0050660"
"176","LOC113666378","GO:0050661"
"177","LOC113666378","GO:0055114"
"178","LOC113666378","GO:0050660"
"179","LOC113666378","GO:0050661"
"180","LOC113666378","GO:0055114"
"181","LOC113666401","GO:0006486"
"182","LOC113666401","GO:0016020"
"183","LOC113666479","GO:0003676"
"184","LOC113666479","GO:0008270"
"185","LOC113666479","GO:0003676"
"186","LOC113666479","GO:0005634"
"187","LOC113666479","GO:0008270"
"188","LOC113666479","GO:0008270"
"189","LOC113666479","GO:0000387"
"190","LOC113666479","GO:0000398"
"191","LOC113666479","GO:0005685"
"192","LOC113666586","GO:0004089"
"193","LOC113666586","GO:0008270"
"194","LOC113666660","GO:0005576"
"195","LOC113666660","GO:0006869"
"196","LOC113666660","GO:0008289"
"197","LOC113666660","GO:0042157"
"198","LOC113666760","GO:0005887"
"199","LOC113666760","GO:0032217"
"200","LOC113666760","GO:0032218"
"201","LOC113666770","GO:0016702"
"202","LOC113666770","GO:0046872"
"203","LOC113666770","GO:0055114"
"204","LOC113666855","GO:0005525"
"205","LOC113666855","GO:0003924"
"206","LOC113666862","GO:0003700"
"207","LOC113666862","GO:0006355"
"208","LOC113666862","GO:0043565"
"209","LOC113666891","GO:0005515"
"210","LOC113666995","GO:0016638"
"211","LOC113666995","GO:0055114"
"212","LOC113666995","GO:0004733"
"213","LOC113666995","GO:0008615"
"214","LOC113666995","GO:0010181"
"215","LOC113667052","GO:0005794"
"216","LOC113667052","GO:0016192"
"217","LOC113667052","GO:0030121"
"218","LOC113667052","GO:0006886"
"219","LOC113667052","GO:0016192"
"220","LOC113667052","GO:0006886"
"221","LOC113667052","GO:0016192"
"222","LOC113667052","GO:0030117"
"223","LOC113667133","GO:0005515"
"224","LOC113667213","GO:0003676"
"225","LOC113667213","GO:0005524"
"226","LOC113667213","GO:0003676"
