"","gene_id","prot","GO_term","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"1","LOC113664124","XP_027035528.1","GO:0004930,GO:0007186,GO:0016021",27,20,20,5,21,15,16,31,21,6,34,15
"2","LOC113664124","XP_027035528.1","GO:0016021",27,20,20,5,21,15,16,31,21,6,34,15
"3","LOC113664139","XP_027035537.1","GO:0006486,GO:0016020",16,75,9,7,13,13,7,110,5,6,231,14
"4","LOC113664141","XP_027035539.1","GO:0007154,GO:0016020",233,353,79,116,218,259,335,234,227,140,426,342
"5","LOC113664150","XP_027035546.1","GO:0007154,GO:0016020",458,152,4,63,226,290,121,16,130,113,241,95
"6","LOC113664234","XP_027035633.1","GO:0005525",73,30,215,208,74,79,75,67,238,250,108,56
"7","LOC113664234","XP_027035633.1","GO:0003924,GO:0005525",73,30,215,208,74,79,75,67,238,250,108,56
"8","LOC113664336","XP_027035733.1","GO:0006820,GO:0008509,GO:0016021",218,133,777,744,402,327,167,178,744,933,378,282
"9","LOC113664336","XP_027035733.1","GO:0006820,GO:0016021",218,133,777,744,402,327,167,178,744,933,378,282
"10","LOC113664336","XP_027035733.1","GO:0005452,GO:0006820,GO:0016020",218,133,777,744,402,327,167,178,744,933,378,282
"11","LOC113664340","XP_027035736.1","GO:0003676",29,17,115,185,26,34,37,32,128,96,45,37
"12","LOC113664349","XP_027035763.1","GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"13","LOC113664349","XP_027035763.1","GO:0003677,GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"14","LOC113664349","XP_027035770.1","GO:0003677,GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"15","LOC113664349","XP_027035777.1","GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"16","LOC113664349","XP_027035757.1","GO:0003677,GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"17","LOC113664349","XP_027035749.1","GO:0003677,GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"18","LOC113664349","XP_027035757.1","GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"19","LOC113664349","XP_027035749.1","GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"20","LOC113664349","XP_027035770.1","GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"21","LOC113664349","XP_027035777.1","GO:0003677,GO:0003700,GO:0006355",4475,1623,3039,3345,3044,3378,5427,6069,1143,3258,3054,1247
"22","LOC113664401","XP_027035799.1","GO:0003700,GO:0006355",47297,110592,4742,15618,77733,62370,61573,62264,4714,2417,82870,56243
"23","LOC113664439","XP_027035840.1","GO:0005515",462,332,111,327,521,488,376,445,15,111,582,379
"24","LOC113664448","XP_027035843.1","GO:0005515",22,15,20,3,20,22,23,26,23,27,27,22
"25","LOC113664448","XP_027035843.1","GO:0008270",22,15,20,3,20,22,23,26,23,27,27,22
"26","LOC113664448","XP_027035843.1","GO:0046872",22,15,20,3,20,22,23,26,23,27,27,22
"27","LOC113664491","XP_027035899.1","GO:0016021",14,34,19,5,26,23,32,23,10,17,35,25
"28","LOC113664491","XP_027035899.1","GO:0004930,GO:0007186,GO:0016021",14,34,19,5,26,23,32,23,10,17,35,25
"29","LOC113664618","XP_027036042.1","GO:0003676",107,133,461,457,66,287,340,210,450,607,159,142
"30","LOC113664618","XP_027036042.1","GO:0003723,GO:0005634,GO:0006397",107,133,461,457,66,287,340,210,450,607,159,142
"31","LOC113664632","XP_027036060.1","GO:0005247,GO:0006821,GO:0016020,GO:0055085",53,75,336,494,90,165,35,318,564,401,20,38
"32","LOC113664651","XP_027036089.1","GO:0005515,GO:0007165",47,12,129,122,35,46,40,59,154,148,45,26
"33","LOC113664669","XP_027036102.1","GO:0005515",14,21,16,13,37,23,11,38,43,13,45,26
"34","LOC113664685","XP_027036113.1","GO:0016021",840,758,533,1578,867,1232,1099,819,549,525,1128,873
"35","LOC113664742","XP_027036167.1","GO:0005509",198,97,1131,719,123,226,138,144,948,1152,263,131
"36","LOC113664769","XP_027036196.1","GO:0005515",571,477,289,143,586,523,510,654,261,825,729,473
"37","LOC113664769","XP_027036197.1","GO:0005515",571,477,289,143,586,523,510,654,261,825,729,473
"38","LOC113664778","XP_027036205.1","GO:0016787",10,9,460,495,6,21,20,22,588,670,19,10
"39","LOC113664778","XP_027036203.1","GO:0070573",10,9,460,495,6,21,20,22,588,670,19,10
"40","LOC113664778","XP_027036203.1","GO:0016787",10,9,460,495,6,21,20,22,588,670,19,10
"41","LOC113664778","XP_027036204.1","GO:0016787",10,9,460,495,6,21,20,22,588,670,19,10
"42","LOC113664778","XP_027036204.1","GO:0070573",10,9,460,495,6,21,20,22,588,670,19,10
"43","LOC113664893","XP_027036313.1","GO:0005576,GO:0008061",91,60,69,45,64,76,57,39,43,56,85,44
"44","LOC113664893","XP_027036313.1","GO:0008061",91,60,69,45,64,76,57,39,43,56,85,44
"45","LOC113664893","XP_027036313.1","GO:0004888,GO:0007166,GO:0016021",91,60,69,45,64,76,57,39,43,56,85,44
"46","LOC113664893","XP_027036313.1","GO:0004930,GO:0007186,GO:0016021",91,60,69,45,64,76,57,39,43,56,85,44
"47","LOC113664893","XP_027036313.1","GO:0004930,GO:0007186",91,60,69,45,64,76,57,39,43,56,85,44
"48","LOC113664907","XP_027036329.1","GO:0005515",1423,842,5229,5619,1974,1834,1653,1316,4480,4382,2290,1607
"49","LOC113664907","XP_027036329.1","GO:0008270",1423,842,5229,5619,1974,1834,1653,1316,4480,4382,2290,1607
"50","LOC113664907","XP_027036338.1","GO:0008270",1423,842,5229,5619,1974,1834,1653,1316,4480,4382,2290,1607
"51","LOC113664907","XP_027036338.1","GO:0005515",1423,842,5229,5619,1974,1834,1653,1316,4480,4382,2290,1607
"52","LOC113664948","XP_027036377.1","GO:0005102,GO:0005576,GO:0007275,GO:0016055",198,400,34,256,115,291,894,425,240,81,189,90
"53","LOC113664961","XP_027036394.1","GO:0005102,GO:0005576,GO:0007275,GO:0016055",161,100,152,238,90,241,232,269,237,317,212,97
"54","LOC113665132","XP_027036584.1","GO:0005515",832,342,3208,2492,623,422,806,346,2641,2193,1249,741
"55","LOC113665188","XP_027036653.1","GO:0016811",82,30,138,378,32,43,27,31,357,431,103,43
"56","LOC113665188","XP_027036653.1","GO:0006807",82,30,138,378,32,43,27,31,357,431,103,43
"57","LOC113665266","XP_027036743.1","GO:0007021,GO:0007023,GO:0048487",236,41,7,13,123,307,186,305,7,15,237,202
"58","LOC113665371","XP_027036843.1","GO:0003676,GO:0016787,GO:0046872",42,34,34,22,27,61,32,57,24,29,58,25
"59","LOC113665451","XP_027036942.1","GO:0000166,GO:0004812,GO:0005524,GO:0006418",270,168,187,467,228,419,303,385,350,374,357,265
"60","LOC113665451","XP_027036942.1","GO:0004817,GO:0005524,GO:0006423",270,168,187,467,228,419,303,385,350,374,357,265
"61","LOC113665493","XP_027036997.1","GO:0004674,GO:0005524,GO:0006468",580,132,1257,959,425,449,277,328,1328,1344,545,368
"62","LOC113665493","XP_027036996.1","GO:0005524",580,132,1257,959,425,449,277,328,1328,1344,545,368
"63","LOC113665493","XP_027036996.1","GO:0004674,GO:0006468,GO:0007165",580,132,1257,959,425,449,277,328,1328,1344,545,368
"64","LOC113665493","XP_027036996.1","GO:0004674,GO:0005524,GO:0006468",580,132,1257,959,425,449,277,328,1328,1344,545,368
"65","LOC113665493","XP_027036996.1","GO:0004672,GO:0005524,GO:0006468",580,132,1257,959,425,449,277,328,1328,1344,545,368
"66","LOC113665493","XP_027036997.1","GO:0005524",580,132,1257,959,425,449,277,328,1328,1344,545,368
"67","LOC113665493","XP_027036997.1","GO:0004674,GO:0006468,GO:0007165",580,132,1257,959,425,449,277,328,1328,1344,545,368
"68","LOC113665493","XP_027036996.1","GO:0004672,GO:0006468",580,132,1257,959,425,449,277,328,1328,1344,545,368
"69","LOC113665493","XP_027036997.1","GO:0004672,GO:0005524,GO:0006468",580,132,1257,959,425,449,277,328,1328,1344,545,368
"70","LOC113665493","XP_027036997.1","GO:0004672,GO:0006468",580,132,1257,959,425,449,277,328,1328,1344,545,368
"71","LOC113665605","XP_027037125.1","GO:0055114",126,34,498,515,108,149,52,88,360,436,173,116
"72","LOC113665670","XP_027037189.1","GO:0005515,GO:0042981",143,45,66,58,71,97,147,201,39,61,128,93
"73","LOC113665670","XP_027037189.1","GO:0005515",143,45,66,58,71,97,147,201,39,61,128,93
"74","LOC113665701","XP_027037229.1","GO:0004672,GO:0006468",56,49,38,29,28,58,46,87,31,38,41,25
"75","LOC113665701","XP_027037229.1","GO:0005524",56,49,38,29,28,58,46,87,31,38,41,25
"76","LOC113665701","XP_027037229.1","GO:0004672,GO:0005524,GO:0006468",56,49,38,29,28,58,46,87,31,38,41,25
"77","LOC113665701","XP_027037229.1","GO:0004713,GO:0006468",56,49,38,29,28,58,46,87,31,38,41,25
"78","LOC113665702","XP_027037230.1","GO:0004713,GO:0006468",68,117,49,81,52,83,75,82,108,71,89,39
"79","LOC113665702","XP_027037230.1","GO:0004672,GO:0005524,GO:0006468",68,117,49,81,52,83,75,82,108,71,89,39
"80","LOC113665702","XP_027037230.1","GO:0004672,GO:0006468",68,117,49,81,52,83,75,82,108,71,89,39
"81","LOC113665823","XP_027037345.1","GO:0005515",34,10,78,84,12,32,21,33,93,124,34,17
"82","LOC113665832","XP_027037357.1","GO:0003824",227,94,231,235,171,317,214,248,325,344,274,169
"83","LOC113666052","XP_027037606.1","GO:0017183",65,44,72,104,60,112,82,104,80,136,74,60
"84","LOC113666117","XP_027037679.1","GO:0008270",14,8,6,4,7,11,24,10,11,7,14,8
"85","LOC113666137","XP_027037702.1","GO:0005515",17,31,16,20,14,19,17,66,3,23,54,14
"86","LOC113666187","XP_027037751.1","GO:0003676",12,3,89,91,13,38,20,32,209,230,12,6
"87","LOC113666187","XP_027037750.1","GO:0003676",12,3,89,91,13,38,20,32,209,230,12,6
"88","LOC113666259","XP_027037822.1","GO:0003868,GO:0009072,GO:0016701,GO:0055114",131,115,235,200,117,212,264,253,386,309,174,120
"89","LOC113666334","XP_027037910.1","GO:0004044,GO:0009113",250,77,652,592,217,244,213,192,557,661,277,161
"90","LOC113666334","XP_027037910.1","GO:0009116",250,77,652,592,217,244,213,192,557,661,277,161
"91","LOC113666378","XP_027037956.1","GO:0004499,GO:0050660,GO:0050661,GO:0055114",50,24,129,127,64,57,30,48,154,155,100,43
"92","LOC113666378","XP_027037956.1","GO:0050660,GO:0050661,GO:0055114",50,24,129,127,64,57,30,48,154,155,100,43
"93","LOC113666401","XP_027037980.1","GO:0006486,GO:0016020",39,7,15,7,13,57,18,38,19,31,49,13
"94","LOC113666479","XP_027038072.1","GO:0003676,GO:0008270",158,214,47,10,220,252,192,195,23,58,258,116
"95","LOC113666479","XP_027038072.1","GO:0003676,GO:0005634,GO:0008270",158,214,47,10,220,252,192,195,23,58,258,116
"96","LOC113666479","XP_027038072.1","GO:0008270",158,214,47,10,220,252,192,195,23,58,258,116
"97","LOC113666479","XP_027038072.1","GO:0000387,GO:0000398,GO:0005685",158,214,47,10,220,252,192,195,23,58,258,116
"98","LOC113666586","XP_027038180.1","GO:0004089,GO:0008270",75,25,191,267,51,87,58,85,228,434,123,110
"99","LOC113666660","XP_027038253.1","GO:0005576,GO:0006869,GO:0008289,GO:0042157",467,180,136,382,589,520,356,450,285,200,522,227
"100","LOC113666760","XP_027038348.1","GO:0005887,GO:0032217,GO:0032218",52,7,152,143,9,37,25,44,155,166,47,29
"101","LOC113666770","XP_027038362.1","GO:0016702,GO:0046872,GO:0055114",1864,538,334,1538,1238,972,1083,2313,689,972,2272,476
"102","LOC113666855","XP_027038452.1","GO:0005525",1613,564,2653,3157,1716,855,1014,1517,3605,3518,1959,1321
"103","LOC113666855","XP_027038452.1","GO:0003924",1613,564,2653,3157,1716,855,1014,1517,3605,3518,1959,1321
"104","LOC113666862","XP_027038460.1","GO:0003700,GO:0006355,GO:0043565",32,13,40,40,84,28,26,18,53,41,70,74
"105","LOC113666891","XP_027038494.1","GO:0005515",140,76,50,66,48,115,93,191,79,121,112,63
"106","LOC113666995","XP_027038588.1","GO:0016638,GO:0055114",207,72,773,1091,172,210,148,150,671,670,262,180
"107","LOC113666995","XP_027038588.1","GO:0004733,GO:0008615,GO:0010181",207,72,773,1091,172,210,148,150,671,670,262,180
"108","LOC113667052","XP_027038649.1","GO:0005794,GO:0016192,GO:0030121",165,82,167,101,92,190,181,292,264,193,225,85
"109","LOC113667052","XP_027038649.1","GO:0006886,GO:0016192",165,82,167,101,92,190,181,292,264,193,225,85
"110","LOC113667052","XP_027038649.1","GO:0006886,GO:0016192,GO:0030117",165,82,167,101,92,190,181,292,264,193,225,85
"111","LOC113667133","XP_027038720.1","GO:0005515",154,70,168,70,104,106,120,217,125,129,129,86
"112","LOC113667213","XP_027038813.1","GO:0003676,GO:0005524",214,100,518,535,180,203,132,200,536,588,235,168
"113","LOC113667213","XP_027038813.1","GO:0003676",214,100,518,535,180,203,132,200,536,588,235,168
"114","LOC113667213","XP_027038813.1","GO:0004386",214,100,518,535,180,203,132,200,536,588,235,168
"115","LOC113667213","XP_027038813.1","GO:0003723,GO:0004386,GO:0005524",214,100,518,535,180,203,132,200,536,588,235,168
"116","LOC113667471","XP_027039089.1","GO:0022857",294,181,237,293,362,366,249,420,396,569,422,300
"117","LOC113667471","XP_027039089.1","GO:0016021,GO:0022857,GO:0055085",294,181,237,293,362,366,249,420,396,569,422,300
"118","LOC113667488","XP_027039107.1","GO:0005975",25,104,180,156,19,60,42,122,202,238,63,22
"119","LOC113667899","XP_027039560.1","GO:0016021,GO:0022857,GO:0055085",201,82,10,4,95,13,259,15,8,6,243,178
"120","LOC113667899","XP_027039560.1","GO:0022857",201,82,10,4,95,13,259,15,8,6,243,178
"121","LOC113667989","XP_027039669.1","GO:0006511,GO:0031464",53,7,803,966,19,729,94,352,972,1236,55,44
"122","LOC113668014","XP_027039698.1","GO:0008113,GO:0055114",499,111,1568,2024,389,550,459,401,1404,1581,894,627
"123","LOC113668080","XP_027039760.1","GO:0055114",20,24,402,936,7,89,274,135,504,723,52,109
"124","LOC113668080","XP_027039760.1","GO:0016491",20,24,402,936,7,89,274,135,504,723,52,109
"125","LOC113668150","XP_027039827.1","GO:0003723,GO:0005515",974,1112,59,214,355,842,796,930,197,381,1090,328
"126","LOC113668150","XP_027039827.1","GO:0005515",974,1112,59,214,355,842,796,930,197,381,1090,328
"127","LOC113668150","XP_027039825.1","GO:0003723,GO:0005515",974,1112,59,214,355,842,796,930,197,381,1090,328
"128","LOC113668150","XP_027039825.1","GO:0005515",974,1112,59,214,355,842,796,930,197,381,1090,328
"129","LOC113668150","XP_027039826.1","GO:0003723,GO:0005515",974,1112,59,214,355,842,796,930,197,381,1090,328
"130","LOC113668150","XP_027039826.1","GO:0005515",974,1112,59,214,355,842,796,930,197,381,1090,328
"131","LOC113668167","XP_027039842.1","GO:0016787",338,244,1307,1822,358,346,297,253,1242,1208,593,481
"132","LOC113668440","XP_027040141.1","GO:0005515",518,207,54,69,440,506,499,468,130,136,616,317
"133","LOC113668461","XP_027040161.1","GO:0015267,GO:0016020,GO:0055085",25,17,25,14,22,26,13,17,29,26,38,27
"134","LOC113668481","XP_027040178.1","GO:0003677",802,171,381,218,216,166,165,147,288,264,197,438
"135","LOC113668481","XP_027040178.1","GO:0003677,GO:0006355",802,171,381,218,216,166,165,147,288,264,197,438
"136","LOC113668481","XP_027040178.1","GO:0000981,GO:0006355",802,171,381,218,216,166,165,147,288,264,197,438
"137","LOC113668481","XP_027040179.1","GO:0003677,GO:0006355",802,171,381,218,216,166,165,147,288,264,197,438
"138","LOC113668481","XP_027040179.1","GO:0003677",802,171,381,218,216,166,165,147,288,264,197,438
"139","LOC113668481","XP_027040179.1","GO:0000981,GO:0006355",802,171,381,218,216,166,165,147,288,264,197,438
"140","LOC113668931","XP_027040711.1","GO:0004421,GO:0008299",139,57,399,403,114,169,120,153,538,456,163,118
"141","LOC113668931","XP_027040711.1","GO:0016746",139,57,399,403,114,169,120,153,538,456,163,118
"142","LOC113669015","XP_027040802.1","GO:0006508",279,358,324,316,504,686,267,515,565,337,711,170
"143","LOC113669015","XP_027040802.1","GO:0008237",279,358,324,316,504,686,267,515,565,337,711,170
"144","LOC113669015","XP_027040802.1","GO:0004222,GO:0006508",279,358,324,316,504,686,267,515,565,337,711,170
"145","LOC113669015","XP_027040803.1","GO:0008237",279,358,324,316,504,686,267,515,565,337,711,170
"146","LOC113669015","XP_027040803.1","GO:0004222,GO:0006508",279,358,324,316,504,686,267,515,565,337,711,170
"147","LOC113669015","XP_027040803.1","GO:0006508",279,358,324,316,504,686,267,515,565,337,711,170
"148","LOC113669063","XP_027040854.1","GO:0016020,GO:0030001,GO:0046873,GO:0055085",9,13,627,778,33,8,156,15,892,533,64,23
"149","LOC113669105","XP_027040901.1","GO:0005524,GO:0016887",296,156,254,192,159,298,256,288,284,104,236,147
"150","LOC113669355","XP_027041170.1","GO:0003950",94,83,63,69,137,85,69,118,92,47,110,76
"151","LOC113669355","XP_027041169.1","GO:0003950",94,83,63,69,137,85,69,118,92,47,110,76
"152","LOC113669444","XP_027041275.1","GO:0003950",179,147,228,121,250,161,159,229,224,148,235,130
"153","LOC113669449","XP_027041281.1","GO:0003950",60,72,49,9,67,21,27,76,29,59,145,35
"154","LOC113669493","XP_027041331.1","GO:0008146",85,34,37,26,95,114,16,64,23,29,103,117
"155","LOC113669646","XP_027041519.1","GO:0016755",41,10,33,5,49,81,8,11,23,7,18,65
"156","LOC113669770","XP_027041649.1","GO:0005509",77,111,103,33,77,113,104,90,76,61,116,91
"157","LOC113669782","XP_027041661.1","GO:0005515",96,55,29,32,62,69,102,117,31,20,70,38
"158","LOC113669820","XP_027041699.1","GO:0005515",572,363,109,87,445,967,380,526,80,147,970,327
"159","LOC113669920","XP_027041806.1","GO:0005515",362,178,296,368,305,264,340,426,366,470,337,389
"160","LOC113669920","XP_027041805.1","GO:0005515",362,178,296,368,305,264,340,426,366,470,337,389
"161","LOC113669947","XP_027041829.1","GO:0005515",238,21,83,136,175,91,306,322,76,160,257,178
"162","LOC113670042","XP_027041927.1","GO:0004930,GO:0007186,GO:0016021",23,48,18,35,25,17,54,45,41,38,33,40
"163","LOC113670042","XP_027041927.1","GO:0004888,GO:0007166,GO:0016021",23,48,18,35,25,17,54,45,41,38,33,40
"164","LOC113670052","XP_027041940.1","GO:0006508",99,23,50,33,51,93,71,75,60,47,75,61
"165","LOC113670052","XP_027041940.1","GO:0008237,GO:0008270",99,23,50,33,51,93,71,75,60,47,75,61
"166","LOC113670059","XP_027041943.1","GO:0005509",499,225,429,465,323,937,652,475,724,608,661,297
"167","LOC113670157","XP_027042054.1","GO:0005515",20,13,580,526,17,292,83,0,393,485,27,7
"168","LOC113670163","XP_027042060.1","GO:0006811,GO:0015377,GO:0016021",278,116,662,402,305,254,154,223,709,938,373,296
"169","LOC113670163","XP_027042060.1","GO:0006811,GO:0016020,GO:0022857",278,116,662,402,305,254,154,223,709,938,373,296
"170","LOC113670163","XP_027042060.1","GO:0016020,GO:0055085",278,116,662,402,305,254,154,223,709,938,373,296
"171","LOC113670165","XP_027042062.1","GO:0005874,GO:0007017",71,111,68,85,108,87,141,102,132,91,111,94
"172","LOC113670165","XP_027042062.1","GO:0003924",71,111,68,85,108,87,141,102,132,91,111,94
"173","LOC113670165","XP_027042062.1","GO:0005200,GO:0005525,GO:0005874,GO:0007017",71,111,68,85,108,87,141,102,132,91,111,94
"174","LOC113670165","XP_027042062.1","GO:0005525,GO:0005874,GO:0007017",71,111,68,85,108,87,141,102,132,91,111,94
"175","LOC113670198","XP_027042097.1","GO:0016311,GO:0016791",174,60,439,704,140,211,144,149,515,511,275,158
"176","LOC113670198","XP_027042097.1","GO:0008138,GO:0016311",174,60,439,704,140,211,144,149,515,511,275,158
"177","LOC113670198","XP_027042097.1","GO:0004725,GO:0016311",174,60,439,704,140,211,144,149,515,511,275,158
"178","LOC113670198","XP_027042097.1","GO:0006470,GO:0008138",174,60,439,704,140,211,144,149,515,511,275,158
"179","LOC113670218","XP_027042125.1","GO:0005524",92,16,24,25,46,71,7,97,14,26,71,43
"180","LOC113670218","XP_027042125.1","GO:0004672,GO:0006468",92,16,24,25,46,71,7,97,14,26,71,43
"181","LOC113670244","XP_027042153.1","GO:0004672,GO:0005524,GO:0006468",62,46,4,15,40,88,42,115,25,59,41,56
"182","LOC113670244","XP_027042153.1","GO:0005524",62,46,4,15,40,88,42,115,25,59,41,56
"183","LOC113670244","XP_027042153.1","GO:0005515",62,46,4,15,40,88,42,115,25,59,41,56
"184","LOC113670244","XP_027042153.1","GO:0004672,GO:0006468",62,46,4,15,40,88,42,115,25,59,41,56
"185","LOC113670425","XP_027042365.1","GO:0003677",21,52,17,29,32,42,48,31,56,47,26,37
"186","LOC113670425","XP_027042365.1","GO:0003677,GO:0006310,GO:0015074",21,52,17,29,32,42,48,31,56,47,26,37
"187","LOC113670426","XP_027042367.1","GO:0004713,GO:0006468",109,0,8,14,28,88,47,140,7,43,110,65
"188","LOC113670426","XP_027042368.1","GO:0004713,GO:0006468",109,0,8,14,28,88,47,140,7,43,110,65
"189","LOC113670426","XP_027042368.1","GO:0005524",109,0,8,14,28,88,47,140,7,43,110,65
"190","LOC113670426","XP_027042367.1","GO:0005524",109,0,8,14,28,88,47,140,7,43,110,65
"191","LOC113670426","XP_027042367.1","GO:0004672,GO:0006468",109,0,8,14,28,88,47,140,7,43,110,65
"192","LOC113670426","XP_027042367.1","GO:0004672,GO:0005524,GO:0006468",109,0,8,14,28,88,47,140,7,43,110,65
"193","LOC113670426","XP_027042368.1","GO:0004672,GO:0006468",109,0,8,14,28,88,47,140,7,43,110,65
"194","LOC113670426","XP_027042368.1","GO:0004672,GO:0005524,GO:0006468",109,0,8,14,28,88,47,140,7,43,110,65
"195","LOC113670459","XP_027042403.1","GO:0005515",76,25,354,499,57,165,113,98,510,653,127,70
"196","LOC113670459","XP_027042403.1","GO:0004045",76,25,354,499,57,165,113,98,510,653,127,70
"197","LOC113670557","XP_027042517.1","GO:0004525,GO:0006396",39,13,29,12,29,33,34,39,16,6,31,18
"198","LOC113670771","XP_027042764.1","GO:0004553,GO:0005975",37,14,3,17,31,15,13,48,13,17,15,76
"199","LOC113670989","XP_027043000.1","GO:0005509",98,161,44,76,47,92,193,78,61,33,100,79
"200","LOC113671029","XP_027043033.1","GO:0004930,GO:0007186,GO:0016021",40,36,25,17,9,25,44,34,24,8,28,45
"201","LOC113671029","XP_027043033.1","GO:0016021",40,36,25,17,9,25,44,34,24,8,28,45
"202","LOC113671094","XP_027043110.1","GO:0005515",233,157,87,113,166,115,274,284,133,226,228,141
"203","LOC113671094","XP_027043110.1","GO:0004867",233,157,87,113,166,115,274,284,133,226,228,141
"204","LOC113671171","XP_027043187.1","GO:0005515",117,100,57,37,75,51,43,59,66,41,122,25
"205","LOC113671244","XP_027043247.1","GO:0005634",598,1157,639,630,469,682,608,884,766,752,362,406
"206","LOC113671440","XP_027043435.1","GO:0003735,GO:0005840,GO:0006412",2183,1078,10192,13926,5374,4102,3124,2078,11578,12265,3482,2639
"207","LOC113671459","XP_027043464.1","GO:0016020",30,11,15,25,36,45,17,35,16,19,36,25
"208","LOC113671494","XP_027043507.1","GO:0003924,GO:0005525",385,215,946,858,291,412,365,406,1067,1044,493,360
"209","LOC113671494","XP_027043507.1","GO:0005525",385,215,946,858,291,412,365,406,1067,1044,493,360
"210","LOC113671517","XP_027043534.1","GO:0005515",111,235,100,99,132,151,159,149,21,146,100,144
"211","LOC113671529","XP_027043550.1","GO:0022857,GO:0055085",58,59,11,42,19,30,46,23,18,17,23,72
"212","LOC113671529","XP_027043550.1","GO:0022857",58,59,11,42,19,30,46,23,18,17,23,72
"213","LOC113671529","XP_027043551.1","GO:0022857",58,59,11,42,19,30,46,23,18,17,23,72
"214","LOC113671529","XP_027043551.1","GO:0022857,GO:0055085",58,59,11,42,19,30,46,23,18,17,23,72
"215","LOC113671529","XP_027043549.1","GO:0022857,GO:0055085",58,59,11,42,19,30,46,23,18,17,23,72
"216","LOC113671529","XP_027043549.1","GO:0022857",58,59,11,42,19,30,46,23,18,17,23,72
"217","LOC113671656","XP_027043702.1","GO:0003824",145,81,109,105,126,218,172,157,166,144,144,83
"218","LOC113671742","XP_027043796.1","GO:0016021",107,57,301,409,96,139,92,110,381,398,122,84
"219","LOC113671849","XP_027043909.1","GO:0005524",146,79,339,397,132,132,76,115,389,455,216,129
"220","LOC113672221","XP_027044306.1","GO:0016787",228,88,604,656,252,232,185,161,637,976,330,258
"221","LOC113672358","XP_027044440.1","GO:0003676,GO:0008270",30,8,232,222,15,17,24,34,348,129,15,0
"222","LOC113672368","XP_027044450.1","GO:0005515",31,32,26,46,29,75,25,46,56,44,27,19
"223","LOC113672368","XP_027044450.1","GO:0006355,GO:0043565",31,32,26,46,29,75,25,46,56,44,27,19
"224","LOC113672378","XP_027044460.1","GO:0046856",173,102,776,631,87,391,209,452,826,684,178,176
"225","LOC113672378","XP_027044459.1","GO:0046856",173,102,776,631,87,391,209,452,826,684,178,176
"226","LOC113672564","XP_027044668.1","GO:0005515,GO:0007165",261,158,777,1082,222,171,152,158,575,683,256,242
"227","LOC113672621","XP_027044730.1","GO:0004672,GO:0006468",121,78,79,25,79,98,92,209,91,39,170,12
"228","LOC113672621","XP_027044730.1","GO:0004672,GO:0005524,GO:0006468",121,78,79,25,79,98,92,209,91,39,170,12
"229","LOC113672624","XP_027044733.1","GO:0000122,GO:0003700,GO:0005634,GO:0005737,GO:0048869",88,46,51,14,46,76,62,62,78,32,59,31
"230","LOC113672624","XP_027044733.1","GO:0005515",88,46,51,14,46,76,62,62,78,32,59,31
"231","LOC113672662","XP_027044782.1","GO:0006355,GO:0008270",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"232","LOC113672662","XP_027044781.1","GO:0003700,GO:0006355,GO:0008270,GO:0043565",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"233","LOC113672662","XP_027044784.1","GO:0006355,GO:0008270",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"234","LOC113672662","XP_027044783.1","GO:0006355,GO:0008270",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"235","LOC113672662","XP_027044783.1","GO:0003700,GO:0006355,GO:0008270,GO:0043565",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"236","LOC113672662","XP_027044784.1","GO:0003700,GO:0006355,GO:0008270,GO:0043565",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"237","LOC113672662","XP_027044781.1","GO:0006355,GO:0008270",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"238","LOC113672662","XP_027044782.1","GO:0003700,GO:0006355,GO:0008270,GO:0043565",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"239","LOC113672765","XP_027044905.1","GO:0005739,GO:0005747",39,19,34,59,115,98,48,92,3,64,77,117
"240","LOC113672776","XP_027044926.1","GO:0005515",28,10,10,1,11,14,22,26,11,13,20,12
"241","LOC113672798","XP_027044945.1","GO:0007154,GO:0016021",249,148,218,334,136,292,501,276,223,341,176,201
"242","LOC113672798","XP_027044946.1","GO:0007154,GO:0016021",249,148,218,334,136,292,501,276,223,341,176,201
