"","gene_id","prot","GO_term","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"563","LOC113684236","XP_027057378.1","GO:0006915",99,43,101,152,115,195,130,119,116,155,172,154
"564","LOC113684275","XP_027057424.1","GO:0018193",43,30,28,42,58,43,38,49,45,63,57,39
"565","LOC113684387","XP_027057551.1","GO:0005201",704,494,122,67,662,326,548,96,59,14,773,139
"566","LOC113684482","XP_027057661.1","GO:0001534,GO:0060271,GO:0060294",338,221,87,125,30,49,331,391,78,138,47,178
"567","LOC113684534","XP_027057731.1","GO:0016021",18,6,25,15,26,38,21,28,20,24,40,24
"568","LOC113684534","XP_027057731.1","GO:0004930,GO:0007186,GO:0016021",18,6,25,15,26,38,21,28,20,24,40,24
"569","LOC113684634","XP_027057830.1","GO:0004672,GO:0006468",10,4,14,10,14,17,12,14,7,17,13,32
"570","LOC113684634","XP_027057830.1","GO:0004672,GO:0005524,GO:0006468",10,4,14,10,14,17,12,14,7,17,13,32
"571","LOC113684657","XP_027057852.1","GO:0008376,GO:0032580",48,20,124,202,58,62,32,39,185,237,89,50
"572","LOC113685002","XP_027058243.1","GO:0008376,GO:0032580",155,106,124,223,215,206,149,184,240,172,203,119
"573","LOC113685074","XP_027058339.1","GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0006915",25,30,705,430,180,39,164,38,1145,653,360,26
"574","LOC113685074","XP_027058338.1","GO:0003700,GO:0006355",25,30,705,430,180,39,164,38,1145,653,360,26
"575","LOC113685074","XP_027058338.1","GO:0000976",25,30,705,430,180,39,164,38,1145,653,360,26
"576","LOC113685074","XP_027058338.1","GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0006915",25,30,705,430,180,39,164,38,1145,653,360,26
"577","LOC113685074","XP_027058339.1","GO:0000976",25,30,705,430,180,39,164,38,1145,653,360,26
"578","LOC113685074","XP_027058339.1","GO:0003677,GO:0003700,GO:0005634,GO:0006355",25,30,705,430,180,39,164,38,1145,653,360,26
"579","LOC113685074","XP_027058338.1","GO:0003677,GO:0003700,GO:0005634,GO:0006355",25,30,705,430,180,39,164,38,1145,653,360,26
"580","LOC113685074","XP_027058339.1","GO:0003700,GO:0006355",25,30,705,430,180,39,164,38,1145,653,360,26
"581","LOC113685434","XP_027058749.1","GO:0004930,GO:0007186,GO:0016021",52,27,50,45,64,66,54,46,46,36,57,34
"582","LOC113685434","XP_027058749.1","GO:0016021",52,27,50,45,64,66,54,46,46,36,57,34
"583","LOC113685434","XP_027058750.1","GO:0016021",52,27,50,45,64,66,54,46,46,36,57,34
"584","LOC113685434","XP_027058750.1","GO:0004930,GO:0007186,GO:0016021",52,27,50,45,64,66,54,46,46,36,57,34
"585","LOC113686086","XP_027059482.1","GO:0005509",195,167,149,171,155,195,196,146,102,192,198,179
"586","LOC113686179","XP_027059573.1","GO:0004930,GO:0007186,GO:0016021",17,10,7,7,11,25,19,24,18,3,12,9
"587","LOC113686179","XP_027059573.1","GO:0004888,GO:0007166,GO:0016021",17,10,7,7,11,25,19,24,18,3,12,9
"588","LOC113686210","XP_027059605.1","GO:0016702,GO:0055114",124,214,173,132,121,199,217,235,314,262,188,133
"589","LOC113686341","XP_027059752.1","GO:0005509",82,224,28,16,40,124,164,66,68,26,178,82
"590","LOC113686351","XP_027059765.1","GO:0005515",37,50,5,42,20,32,34,44,7,9,41,44
"591","LOC113686389","XP_027059808.1","GO:0005515",15,8,5,10,12,14,13,17,8,10,16,8
"592","LOC113686438","XP_027059858.1","GO:0016020",272,70,725,549,363,321,210,234,826,797,376,242
"593","LOC113686444","XP_027059868.1","GO:0005515",67,35,27,33,56,30,50,88,15,15,55,51
"594","LOC113686478","XP_027059901.1","GO:0003700,GO:0006355",2114,1013,10697,13219,2111,1259,2158,296,14894,10807,8701,2602
"595","LOC113686485","XP_027059907.1","GO:0005515",119,29,378,406,100,151,77,73,344,320,197,92
"596","LOC113686627","XP_027060077.1","GO:0006629",24,20,22,31,27,41,45,37,58,41,50,34
"597","LOC113686913","XP_027060397.1","GO:0008239",153,101,119,151,108,188,117,79,134,121,170,99
"598","LOC113686913","XP_027060397.1","GO:0016787",153,101,119,151,108,188,117,79,134,121,170,99
"599","LOC113687093","XP_027060601.1","GO:0008270",103,33,51,65,78,141,110,135,77,88,113,71
"600","LOC113687093","XP_027060601.1","GO:0005515",103,33,51,65,78,141,110,135,77,88,113,71
"601","LOC113687128","XP_027060632.1","GO:0004672,GO:0006468",30,26,18,21,23,22,37,29,22,42,29,23
"602","LOC113687128","XP_027060632.1","GO:0005524",30,26,18,21,23,22,37,29,22,42,29,23
"603","LOC113687128","XP_027060632.1","GO:0004713,GO:0006468",30,26,18,21,23,22,37,29,22,42,29,23
"604","LOC113687128","XP_027060632.1","GO:0004672,GO:0005524,GO:0006468",30,26,18,21,23,22,37,29,22,42,29,23
"605","LOC113687133","XP_027060637.1","GO:0003676",55,52,56,77,65,71,49,128,93,82,81,38
