Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0012642	plut2.m8.19050.m1	Mcavernosa02272-RA
OG0012643	plut2.m8.18647.m1	Mcavernosa27367-RA
OG0012644	plut2.m8.18642.m1	Mcavernosa27368-RA
OG0012645	plut2.m8.18708.m1	Mcavernosa01990-RA
OG0012647	plut2.m8.6463.m1	Mcavernosa17183-RA
OG0012648	plut2.m8.6462.m1	Mcavernosa17181-RA
OG0012649	plut2.m8.6464.m1	Mcavernosa17185-RA
OG0012651	plut2.m8.6460.m1	Mcavernosa17184-RA
OG0012652	plut2.m8.3362.m1	Mcavernosa18320-RA
OG0012653	plut2.m8.12507.m1	Mcavernosa18326-RA
OG0012654	plut2.m8.20764.m1	Mcavernosa30854-RA
OG0012655	plut2.m8.20765.m1	Mcavernosa30853-RA
OG0012656	plut2.m8.24535.m1	Mcavernosa05734-RA
OG0012657	plut2.m8.28305.m1	Mcavernosa31542-RA
OG0012659	plut2.m8.28308.m1	Mcavernosa31535-RA, Mcavernosa31536-RA
OG0012660	plut2.m8.28310.m1	Mcavernosa31537-RA
OG0012661	plut2.m8.28307.m1	Mcavernosa31530-RA
OG0012662	plut2.m8.28311.m1	Mcavernosa31541-RA
OG0012663	plut2.m8.10767.m1	Mcavernosa11121-RA
OG0012664	plut2.m8.11484.m1	Mcavernosa06526-RA
OG0012665	plut2.m8.11453.m1	Mcavernosa34841-RA
OG0012666	plut2.m8.23052.m1	Mcavernosa01272-RA
OG0012667	plut2.m8.23055.m1	Mcavernosa01271-RA
OG0012668	jamg1.model.Sc0000504.13	Mcavernosa01273-RA
OG0012669	plut2.m8.11499.m1	Mcavernosa06531-RA
OG0012670	plut2.m8.11487.m1	Mcavernosa06525-RA
OG0012671	plut2.m8.11450.m1	Mcavernosa34842-RA
OG0012672	plut2.m8.11446.m1	Mcavernosa04846-RA
OG0012673	plut2.m8.8997.m1	Mcavernosa04011-RA
OG0012674	plut2.m8.8994.m1	Mcavernosa05329-RA
OG0012675	plut2.m8.9005.m1	Mcavernosa04010-RA
OG0012677	plut2.m8.16624.m1	Mcavernosa17230-RA
OG0012678	plut2.m8.16630.m1	Mcavernosa17229-RA
OG0012680	plut2.m8.16178.m1	Mcavernosa09675-RA
OG0012681	plut2.m8.16179.m1	Mcavernosa09674-RA
OG0012682	plut2.m8.14205.m1	Mcavernosa11823-RA
OG0012684	plut2.m8.5681.m1	Mcavernosa03670-RA
OG0012686	plut2.m8.5677.m1	Mcavernosa03672-RA
OG0012687	plut2.m8.5676.m1	Mcavernosa03673-RA
OG0012688	plut2.m8.5670.m1	Mcavernosa03675-RA
OG0012689	plut2.m8.5666.m1	Mcavernosa03680-RA
OG0012690	plut2.m8.5122.m1	Mcavernosa08037-RA
OG0012691	plut2.m8.12365.m1	Mcavernosa02391-RA
OG0012692	plut2.m8.13018.m1	Mcavernosa01101-RA
OG0012693	plut2.m8.21363.m1	Mcavernosa15718-RA
OG0012694	plut2.m8.15766.m1	Mcavernosa15715-RA
OG0012695	plut2.m8.21366.m1	Mcavernosa07498-RA
OG0012696	plut2.m8.21353.m1	Mcavernosa07497-RA
OG0012697	plut2.m8.13020.m1	Mcavernosa01093-RA
OG0012698	plut2.m8.13019.m1	Mcavernosa01100-RA
OG0012699	plut2.m8.21365.m1	Mcavernosa07495-RA
OG0012701	plut2.m8.5622.m1	Mcavernosa01259-RA
OG0012702	plut2.m8.5623.m1	Mcavernosa01262-RA
OG0012703	plut2.m8.2426.m1	Mcavernosa18701-RA
OG0012704	plut2.m8.2407.m1	Mcavernosa34781-RA
OG0012705	plut2.m8.4203.m1	Mcavernosa22607-RA
OG0012706	plut2.m8.15044.m1	Mcavernosa18875-RA
OG0012707	plut2.m8.7581.m1	Mcavernosa03043-RA
OG0012708	plut2.m8.15051.m1	Mcavernosa18867-RA
OG0012709	plut2.m8.14318.m1	Mcavernosa07083-RA
OG0012711	plut2.m8.24593.m1	Mcavernosa06721-RA
OG0012712	plut2.m8.23804.m1	Mcavernosa14562-RA
OG0012713	plut2.m8.1968.m1	Mcavernosa18358-RA
OG0012714	plut2.m8.1957.m1	Mcavernosa18360-RA
OG0012715	plut2.m8.1959.m1	Mcavernosa18368-RA
OG0012716	plut2.m8.1950.m1	Mcavernosa19318-RA
OG0012717	plut2.m8.4558.m1	Mcavernosa02706-RA
OG0012718	plut2.m8.4556.m1	Mcavernosa02708-RA
OG0012719	plut2.m8.4559.m1	Mcavernosa02713-RA
OG0012720	plut2.m8.4600.m1	Mcavernosa02705-RA
OG0012725	plut2.m8.4809.m1	Mcavernosa14480-RA
OG0012726	plut2.m8.10730.m1	Mcavernosa07767-RA
OG0012727	plut2.m8.10735.m1	Mcavernosa11264-RA
OG0012729	plut2.m8.10740.m1	Mcavernosa11263-RA
OG0012731	plut2.m8.10722.m1	Mcavernosa07766-RA
OG0012732	plut2.m8.8031.m1	Mcavernosa03164-RA
OG0012733	plut2.m8.8021.m1	Mcavernosa06445-RA
OG0012734	plut2.m8.8037.m1	Mcavernosa32130-RA
OG0012736	plut2.m8.11883.m1	Mcavernosa10563-RA
OG0012737	plut2.m8.28599.m1	Mcavernosa03111-RA
OG0012738	plut2.m8.16527.m1	Mcavernosa12710-RA
OG0012739	plut2.m8.16526.m1	Mcavernosa12706-RA
OG0012740	plut2.m8.4742.m1	Mcavernosa31758-RA
OG0012741	plut2.m8.4753.m1	Mcavernosa31752-RA
OG0012742	plut2.m8.4741.m1	Mcavernosa31756-RA
OG0012745	plut2.m8.12310.m1	Mcavernosa21138-RA
OG0012746	plut2.m8.32408.m1	Mcavernosa26284-RA
OG0012747	plut2.m8.32414.m1	Mcavernosa26281-RA
OG0012748	plut2.m8.11562.m1	Mcavernosa07488-RA
OG0012749	plut2.m8.11564.m1	Mcavernosa07489-RA
OG0012750	plut2.m8.11559.m1	Mcavernosa07490-RA
OG0012751	plut2.m8.11571.m1	Mcavernosa23755-RA
OG0012752	plut2.m8.11577.m1	Mcavernosa23754-RA
OG0012753	plut2.m8.11580.m1	Mcavernosa07479-RA
OG0012754	plut2.m8.1582.m1	Mcavernosa15829-RA
OG0012755	plut2.m8.5419.m1	Mcavernosa23074-RA
OG0012756	jamg1.model.Sc0000011.118	Mcavernosa15828-RA
OG0012757	plut2.m8.5387.m1	Mcavernosa18161-RA
OG0012758	plut2.m8.5384.m1	Mcavernosa18165-RA
OG0012759	plut2.m8.29150.m1	Mcavernosa13991-RA
OG0012760	plut2.m8.22009.m1	Mcavernosa26202-RA
OG0012761	plut2.m8.12807.m1	Mcavernosa25366-RA
OG0012762	plut2.m8.12804.m1	Mcavernosa09085-RA
OG0012763	plut2.m8.12805.m1	Mcavernosa09083-RA
OG0012764	plut2.m8.12809.m1	Mcavernosa25367-RA
OG0012765	plut2.m8.13039.m1	Mcavernosa30905-RA
OG0012766	plut2.m8.13045.m1	Mcavernosa30907-RA
OG0012767	plut2.m8.22049.m1	Mcavernosa15941-RA
OG0012768	plut2.m8.22050.m1	Mcavernosa15939-RA
OG0012769	plut2.m8.21582.m1	Mcavernosa11214-RA
OG0012770	plut2.m8.751.m1	Mcavernosa06641-RA
OG0012771	jamg1.model.xpSc0007419.2, plut2.m8.9351.m1, jamg1.model.Sc0000106.50	Mcavernosa23319-RA
OG0012772	plut2.m8.31856.m1	Mcavernosa18213-RA
OG0012773	jamg1.model.Sc0000696.2	Mcavernosa32932-RA
OG0012773	plut2.m8.25396.m1	Mcavernosa18225-RA
OG0012774	plut2.m8.25397.m1	Mcavernosa18220-RA
OG0012775	plut2.m8.17982.m1	Mcavernosa18206-RA
OG0012776	plut2.m8.17989.m1	Mcavernosa18198-RA
OG0012777	plut2.m8.17986.m1	Mcavernosa18197-RA
OG0012778	jamg1.model.Sc0000567.9	Mcavernosa15687-RA
OG0012779	plut2.m8.24024.m1	Mcavernosa21220-RA
OG0012781	plut2.m8.14730.m1	Mcavernosa23178-RA
OG0012782	plut2.m8.25376.m1	Mcavernosa18583-RA
OG0012783	plut2.m8.25370.m1	Mcavernosa18581-RA
OG0012784	plut2.m8.18190.m1	Mcavernosa31935-RA
OG0012785	plut2.m8.18180.m1	Mcavernosa31936-RA
OG0012786	plut2.m8.25378.m1	Mcavernosa18580-RA
OG0012788	plut2.m8.23786.m1	Mcavernosa17934-RA
OG0012789	plut2.m8.23787.m1	Mcavernosa28490-RA
OG0012790	plut2.m8.18024.m1	Mcavernosa22634-RA
OG0012792	plut2.m8.14741.m1	Mcavernosa22636-RA
OG0012793	plut2.m8.18023.m1	Mcavernosa22635-RA
OG0012794	plut2.m8.3648.m1	Mcavernosa20868-RA
OG0012795	plut2.m8.19430.m1	Mcavernosa03550-RA
OG0012796	plut2.m8.19423.m1	Mcavernosa26171-RA
OG0012797	plut2.m8.19750.m1	Mcavernosa09152-RA
OG0012798	plut2.m8.19756.m1	Mcavernosa09151-RA
OG0012799	plut2.m8.19736.m1	Mcavernosa09137-RA
OG0012800	plut2.m8.19743.m1	Mcavernosa09133-RA
OG0012801	plut2.m8.19753.m1	Mcavernosa09153-RA
OG0012803	plut2.m8.4592.m1	Mcavernosa02703-RA
OG0012805	plut2.m8.20055.m1	Mcavernosa00115-RA
OG0012806	plut2.m8.20067.m1	Mcavernosa00117-RA
OG0012807	plut2.m8.20054.m1	Mcavernosa00119-RA
OG0012808	plut2.m8.32831.m1	Mcavernosa14227-RA
OG0012809	plut2.m8.30692.m1	Mcavernosa14216-RA
OG0012810	plut2.m8.30693.m1	Mcavernosa14220-RA
OG0012811	plut2.m8.1551.m1	Mcavernosa02164-RA
OG0012812	plut2.m8.1552.m1	Mcavernosa02162-RA
OG0012813	plut2.m8.3255.m1	Mcavernosa07303-RA
OG0012814	plut2.m8.3247.m1	Mcavernosa31245-RA
OG0012815	plut2.m8.10786.m1	Mcavernosa00959-RA
OG0012816	plut2.m8.10784.m1	Mcavernosa00961-RA
OG0012819	plut2.m8.6850.m1	Mcavernosa15122-RA
OG0012821	plut2.m8.23784.m1	Mcavernosa24099-RA
OG0012822	jamg1.model.Sc0000069.97	Mcavernosa21011-RA
OG0012823	plut2.m8.7052.m1	Mcavernosa21003-RA
OG0012825	plut2.m8.2047.m1	Mcavernosa05463-RA
OG0012826	plut2.m8.2044.m1	Mcavernosa05461-RA
OG0012827	plut2.m8.7062.m1	Mcavernosa21016-RA
OG0012828	plut2.m8.27831.m1	Mcavernosa23326-RA
OG0012829	plut2.m8.7064.m1	Mcavernosa21015-RA
OG0012830	plut2.m8.7067.m1	Mcavernosa05476-RA
OG0012832	plut2.m8.24136.m1	Mcavernosa25961-RA
OG0012833	plut2.m8.24131.m1	Mcavernosa25963-RA
OG0012834	plut2.m8.28846.m1	Mcavernosa04716-RA
OG0012835	plut2.m8.28853.m1	Mcavernosa04708-RA
OG0012836	plut2.m8.28854.m1	Mcavernosa04702-RA
OG0012837	plut2.m8.28856.m1	Mcavernosa04704-RA
OG0012838	plut2.m8.28845.m1	Mcavernosa04712-RA
OG0012839	plut2.m8.20139.m1	Mcavernosa04924-RA
OG0012841	plut2.m8.9544.m1	Mcavernosa11205-RA
OG0012842	plut2.m8.9542.m1	Mcavernosa11199-RA
OG0012843	plut2.m8.9541.m1	Mcavernosa11197-RA
OG0012844	plut2.m8.9545.m1	Mcavernosa11202-RA
OG0012846	plut2.m8.30181.m1	Mcavernosa32033-RA
OG0012848	plut2.m8.11431.m1	Mcavernosa24363-RA
OG0012849	plut2.m8.11438.m1	Mcavernosa24375-RA
OG0012850	plut2.m8.11434.m1	Mcavernosa24374-RA
OG0012851	plut2.m8.21016.m1	Mcavernosa15466-RA
OG0012852	plut2.m8.21025.m1	Mcavernosa08783-RA
OG0012854	plut2.m8.32865.m1	Mcavernosa21604-RA
OG0012855	plut2.m8.9279.m1	Mcavernosa06656-RA
OG0012856	plut2.m8.32866.m1	Mcavernosa21601-RA
OG0012857	plut2.m8.16393.m1	Mcavernosa04926-RA
OG0012858	plut2.m8.9264.m1	Mcavernosa03664-RA
OG0012859	plut2.m8.12434.m1	Mcavernosa16931-RA
OG0012860	plut2.m8.30175.m1	Mcavernosa25651-RA
OG0012861	plut2.m8.1865.m1	Mcavernosa29682-RA
OG0012863	plut2.m8.6015.m1	Mcavernosa24980-RA
OG0012864	plut2.m8.15136.m1	Mcavernosa06918-RA
OG0012865	plut2.m8.27312.m1	Mcavernosa25086-RA
OG0012866	plut2.m8.27315.m1	Mcavernosa25070-RA
OG0012867	plut2.m8.27316.m1	Mcavernosa25068-RA
OG0012868	plut2.m8.24119.m1	Mcavernosa27794-RA
OG0012869	plut2.m8.24107.m1	Mcavernosa01631-RA
OG0012870	plut2.m8.2154.m1	Mcavernosa23584-RA
OG0012871	plut2.m8.2150.m1	Mcavernosa23586-RA
OG0012873	plut2.m8.24120.m1	Mcavernosa27791-RA
OG0012874	plut2.m8.24108.m1	Mcavernosa27792-RA
OG0012875	plut2.m8.22569.m1	Mcavernosa27793-RA
OG0012876	plut2.m8.442.m1	Mcavernosa19888-RA
OG0012877	plut2.m8.453.m1	Mcavernosa33015-RA, Mcavernosa19891-RA
OG0012878	plut2.m8.463.m1	Mcavernosa20104-RA
OG0012880	plut2.m8.8761.m1	Mcavernosa18001-RA
OG0012881	plut2.m8.8770.m1	Mcavernosa17546-RA
OG0012882	plut2.m8.7573.m1	Mcavernosa18714-RA
OG0012883	plut2.m8.7578.m1	Mcavernosa03051-RA, Mcavernosa03048-RA
OG0012884	plut2.m8.7569.m1	Mcavernosa18712-RA
OG0012887	plut2.m8.31583.m1	Mcavernosa19107-RA
OG0012888	plut2.m8.24255.m1	Mcavernosa32008-RA
OG0012889	plut2.m8.26598.m1	Mcavernosa08284-RA
OG0012890	plut2.m8.7579.m1	Mcavernosa03052-RA
OG0012891	plut2.m8.18109.m1	Mcavernosa28252-RA
OG0012892	plut2.m8.55.m1	Mcavernosa07059-RA
OG0012893	plut2.m8.54.m1	Mcavernosa07058-RA
OG0012894	plut2.m8.65.m1	Mcavernosa28816-RA
OG0012895	plut2.m8.12587.m1	Mcavernosa11325-RA
OG0012896	plut2.m8.12588.m1	Mcavernosa11327-RA
OG0012897	plut2.m8.12583.m1	Mcavernosa11328-RA
OG0012898	plut2.m8.12584.m1	Mcavernosa11329-RA
OG0012899	plut2.m8.12579.m1	Mcavernosa11320-RA
OG0012900	plut2.m8.12572.m1	Mcavernosa11319-RA
OG0012901	plut2.m8.11635.m1	Mcavernosa18937-RA
OG0012903	plut2.m8.10682.m1	Mcavernosa07708-RA
OG0012904	plut2.m8.18126.m1	Mcavernosa07666-RA
OG0012905	plut2.m8.18131.m1	Mcavernosa07665-RA
OG0012906	plut2.m8.17710.m1	Mcavernosa07687-RA
OG0012907	plut2.m8.17711.m1	Mcavernosa07686-RA
OG0012908	plut2.m8.21587.m1	Mcavernosa11384-RA
OG0012909	plut2.m8.15764.m1	Mcavernosa04952-RA
OG0012910	plut2.m8.23732.m1, plut2.m8.17390.m1	Mcavernosa27028-RA
OG0012911	plut2.m8.15765.m1	Mcavernosa04955-RA
OG0012912	plut2.m8.25562.m1	Mcavernosa26208-RA
OG0012913	plut2.m8.4013.m1	Mcavernosa09413-RA
OG0012914	plut2.m8.26801.m1	Mcavernosa20511-RA
OG0012915	plut2.m8.16939.m1	Mcavernosa18947-RA
OG0012916	plut2.m8.13299.m1	Mcavernosa30964-RA
OG0012917	jamg1.model.Sc0000178.35	Mcavernosa30965-RA
OG0012918	plut2.m8.31713.m1	Mcavernosa18944-RA
OG0012919	jamg1.model.Sc0000008.6	Mcavernosa23595-RA
OG0012920	plut2.m8.1128.m1	Mcavernosa23597-RA
OG0012921	plut2.m8.1231.m1	Mcavernosa13954-RA
OG0012922	plut2.m8.1219.m1	Mcavernosa13971-RA
OG0012923	plut2.m8.1207.m1	Mcavernosa13972-RA
OG0012924	plut2.m8.1209.m1	Mcavernosa13974-RA
OG0012925	plut2.m8.1212.m1	Mcavernosa13976-RA
OG0012926	plut2.m8.1208.m1	Mcavernosa13977-RA
OG0012928	plut2.m8.6589.m1	Mcavernosa14393-RA
OG0012929	plut2.m8.13950.m1	Mcavernosa00058-RA
OG0012930	plut2.m8.8698.m1	Mcavernosa26627-RA
OG0012932	plut2.m8.28883.m1	Mcavernosa21147-RA
OG0012934	plut2.m8.4390.m1	Mcavernosa20961-RA
OG0012935	jamg1.model.Sc0000521.7	Mcavernosa20949-RA
OG0012936	plut2.m8.23325.m1	Mcavernosa20950-RA
OG0012937	plut2.m8.23334.m1	Mcavernosa20953-RA
OG0012939	plut2.m8.23330.m1	Mcavernosa27170-RA
OG0012940	plut2.m8.24169.m1	Mcavernosa12750-RA
OG0012941	jamg1.model.Sc0000552.4	Mcavernosa32823-RA
OG0012942	plut2.m8.16833.m1	Mcavernosa17809-RA
OG0012943	plut2.m8.16840.m1	Mcavernosa17808-RA
OG0012944	plut2.m8.16830.m1	Mcavernosa17807-RA
OG0012945	plut2.m8.16834.m1	Mcavernosa17805-RA
OG0012946	plut2.m8.10653.m1	Mcavernosa32190-RA
OG0012947	plut2.m8.23769.m1	Mcavernosa12749-RA
OG0012948	plut2.m8.24175.m1	Mcavernosa12760-RA
OG0012949	plut2.m8.24168.m1	Mcavernosa12756-RA
OG0012950	plut2.m8.24181.m1	Mcavernosa12759-RA
OG0012951	plut2.m8.24170.m1	Mcavernosa12757-RA
OG0012952	plut2.m8.16837.m1	Mcavernosa16171-RA
OG0012954	plut2.m8.1313.m1	Mcavernosa10998-RA
OG0012955	plut2.m8.1315.m1	Mcavernosa10996-RA
OG0012956	plut2.m8.1273.m1	Mcavernosa07107-RA
OG0012957	plut2.m8.1320.m1	Mcavernosa11009-RA
OG0012958	jamg1.model.Sc0000009.101	Mcavernosa11003-RA
OG0012959	plut2.m8.1312.m1	Mcavernosa11000-RA
OG0012960	jamg1.model.Sc0000009.100	Mcavernosa11002-RA
OG0012961	plut2.m8.1337.m1	Mcavernosa06800-RA
OG0012962	plut2.m8.1284.m1	Mcavernosa11978-RA
OG0012963	plut2.m8.1291.m1	Mcavernosa22764-RA
OG0012964	plut2.m8.1293.m1	Mcavernosa22769-RA
OG0012966	plut2.m8.1290.m1	Mcavernosa22762-RA
OG0012968	plut2.m8.11296.m1	Mcavernosa25606-RA
OG0012969	plut2.m8.22199.m1	Mcavernosa19734-RA
OG0012971	plut2.m8.22200.m1	Mcavernosa19736-RA
OG0012972	plut2.m8.22194.m1	Mcavernosa19738-RA
OG0012973	plut2.m8.22195.m1	Mcavernosa19740-RA
OG0012974	plut2.m8.13412.m1	Mcavernosa26309-RA
OG0012975	plut2.m8.13411.m1	Mcavernosa26310-RA
OG0012976	plut2.m8.1401.m1	Mcavernosa13354-RA
OG0012977	jamg1.model.Sc0000010.60, plut2.m8.1402.m1	Mcavernosa13353-RA
OG0012978	plut2.m8.20477.m1	Mcavernosa19914-RA
OG0012979	plut2.m8.15281.m1	Mcavernosa13436-RA
OG0012980	plut2.m8.18012.m1	Mcavernosa23181-RA
OG0012981	plut2.m8.16225.m1	Mcavernosa17015-RA
OG0012982	plut2.m8.16229.m1	Mcavernosa17016-RA
OG0012984	plut2.m8.16234.m1	Mcavernosa17006-RA
OG0012985	plut2.m8.16236.m1	Mcavernosa17003-RA
OG0012987	plut2.m8.7126.m1	Mcavernosa06986-RA
OG0012988	plut2.m8.17939.m1	Mcavernosa01351-RA
OG0012989	plut2.m8.7127.m1	Mcavernosa06987-RA
OG0012990	plut2.m8.17933.m1	Mcavernosa01353-RA
OG0012991	plut2.m8.7117.m1	Mcavernosa07007-RA
OG0012992	plut2.m8.7106.m1	Mcavernosa07020-RA
OG0012993	plut2.m8.7108.m1	Mcavernosa07012-RA, Mcavernosa07022-RA
OG0012994	plut2.m8.7128.m1	Mcavernosa06984-RA
OG0012996	plut2.m8.17684.m1	Mcavernosa01022-RA
OG0012997	plut2.m8.17682.m1	Mcavernosa01019-RA
OG0012998	jamg1.model.Sc0000280.37	Mcavernosa01027-RA
OG0012999	plut2.m8.9096.m1	Mcavernosa05381-RA
OG0013000	plut2.m8.7622.m1	Mcavernosa28099-RA
OG0013001	plut2.m8.7623.m1	Mcavernosa28098-RA
OG0013002	plut2.m8.18098.m1	Mcavernosa28100-RA
OG0013003	plut2.m8.22048.m1	Mcavernosa15952-RA
OG0013004	plut2.m8.32449.m1	Mcavernosa09282-RA
OG0013005	plut2.m8.15832.m1	Mcavernosa22469-RA
OG0013006	plut2.m8.727.m1	Mcavernosa23723-RA
OG0013007	plut2.m8.731.m1	Mcavernosa23720-RA
OG0013008	plut2.m8.15961.m1	Mcavernosa35205-RA
OG0013009	plut2.m8.21066.m1	Mcavernosa25150-RA
OG0013010	plut2.m8.22767.m1	Mcavernosa25144-RA
OG0013012	plut2.m8.18556.m1	Mcavernosa03485-RA
OG0013014	plut2.m8.21748.m1	Mcavernosa06735-RA
OG0013015	plut2.m8.21755.m1	Mcavernosa06738-RA
OG0013016	plut2.m8.26084.m1	Mcavernosa06749-RA
OG0013017	plut2.m8.21762.m1	Mcavernosa06748-RA
OG0013018	plut2.m8.21759.m1	Mcavernosa06747-RA
OG0013019	plut2.m8.30041.m1	Mcavernosa06753-RA
OG0013020	plut2.m8.21761.m1	Mcavernosa06741-RA
OG0013021	plut2.m8.27427.m1	Mcavernosa02337-RA
OG0013022	plut2.m8.3495.m1	Mcavernosa09577-RA
OG0013023	plut2.m8.3492.m1	Mcavernosa09579-RA
OG0013024	plut2.m8.3490.m1	Mcavernosa09578-RA
OG0013025	plut2.m8.10439.m1	Mcavernosa07195-RA
OG0013026	plut2.m8.19588.m1	Mcavernosa29080-RA
OG0013027	plut2.m8.19585.m1	Mcavernosa19664-RA
OG0013028	plut2.m8.19580.m1	Mcavernosa09868-RA
OG0013029	plut2.m8.19579.m1	Mcavernosa09869-RA
OG0013030	plut2.m8.10719.m1	Mcavernosa07759-RA
OG0013031	plut2.m8.12930.m1	Mcavernosa11195-RA
OG0013033	plut2.m8.7526.m1	Mcavernosa06959-RA
OG0013034	plut2.m8.2741.m1	Mcavernosa21306-RA
OG0013035	plut2.m8.2740.m1	Mcavernosa21308-RA
OG0013036	plut2.m8.12207.m1	Mcavernosa01039-RA
OG0013037	jamg1.model.Sc0000157.64	Mcavernosa01038-RA
OG0013038	plut2.m8.12204.m1	Mcavernosa01037-RA
OG0013039	plut2.m8.12180.m1	Mcavernosa01058-RA
OG0013040	plut2.m8.12177.m1	Mcavernosa01055-RA
OG0013041	plut2.m8.12209.m1	Mcavernosa01032-RA
OG0013042	plut2.m8.12182.m1	Mcavernosa01057-RA
OG0013043	plut2.m8.12172.m1	Mcavernosa01051-RA
OG0013044	plut2.m8.12170.m1	Mcavernosa01049-RA
OG0013045	plut2.m8.12174.m1	Mcavernosa01047-RA
OG0013046	plut2.m8.12175.m1	Mcavernosa01045-RA
OG0013047	plut2.m8.12178.m1	Mcavernosa01052-RA
OG0013048	plut2.m8.19618.m1	Mcavernosa03301-RA
OG0013049	plut2.m8.15554.m1	Mcavernosa03292-RA
OG0013050	plut2.m8.10891.m1	Mcavernosa26672-RA
OG0013052	plut2.m8.13314.m1	Mcavernosa08789-RA
OG0013053	plut2.m8.13319.m1	Mcavernosa08788-RA
OG0013055	jamg1.model.Sc0000178.60	Mcavernosa08785-RA
OG0013056	plut2.m8.10897.m1	Mcavernosa32584-RA
OG0013059	plut2.m8.212.m1	Mcavernosa12587-RA
OG0013060	plut2.m8.14123.m1	Mcavernosa02656-RA
OG0013061	plut2.m8.14119.m1	Mcavernosa02655-RA
OG0013062	plut2.m8.32418.m1	Mcavernosa26273-RA
OG0013063	plut2.m8.32417.m1	Mcavernosa26274-RA
OG0013064	plut2.m8.32425.m1	Mcavernosa13595-RA
OG0013066	plut2.m8.5628.m1	Mcavernosa01263-RA
OG0013067	plut2.m8.5624.m1	Mcavernosa01417-RA
OG0013068	plut2.m8.26585.m1	Mcavernosa10811-RA
OG0013069	plut2.m8.9730.m1	Mcavernosa02779-RA
OG0013070	plut2.m8.9728.m1	Mcavernosa02780-RA
OG0013071	plut2.m8.11212.m1	Mcavernosa01905-RA
OG0013072	plut2.m8.11078.m1	Mcavernosa16219-RA
OG0013073	plut2.m8.3234.m1	Mcavernosa07150-RA
OG0013074	plut2.m8.23908.m1	Mcavernosa13876-RA
OG0013075	plut2.m8.1645.m1	Mcavernosa11855-RA
OG0013076	plut2.m8.14294.m1	Mcavernosa20914-RA
OG0013077	plut2.m8.14292.m1	Mcavernosa23030-RA
OG0013078	plut2.m8.14296.m1	Mcavernosa20913-RA
OG0013080	plut2.m8.14953.m1	Mcavernosa19038-RA
OG0013081	plut2.m8.14535.m1	Mcavernosa25289-RA
OG0013082	plut2.m8.32771.m1	Mcavernosa29513-RA
OG0013083	plut2.m8.861.m1	Mcavernosa10077-RA
OG0013084	plut2.m8.2269.m1	Mcavernosa07601-RA
OG0013085	plut2.m8.2254.m1	Mcavernosa07598-RA
OG0013086	plut2.m8.2262.m1	Mcavernosa07602-RA
OG0013088	plut2.m8.18241.m1	Mcavernosa29671-RA
OG0013091	plut2.m8.23451.m1	Mcavernosa13124-RA
OG0013092	plut2.m8.23449.m1	Mcavernosa13136-RA
OG0013094	plut2.m8.15885.m1	Mcavernosa26476-RA
OG0013095	plut2.m8.11570.m1	Mcavernosa07483-RA
OG0013096	plut2.m8.18530.m1	Mcavernosa10307-RA
OG0013097	plut2.m8.18532.m1	Mcavernosa10308-RA
OG0013098	plut2.m8.9121.m1	Mcavernosa23341-RA
OG0013099	plut2.m8.9114.m1	Mcavernosa27160-RA
OG0013100	plut2.m8.14279.m1	Mcavernosa00509-RA
OG0013101	plut2.m8.14284.m1	Mcavernosa27383-RA
OG0013102	jamg1.model.Sc0000280.10	Mcavernosa01119-RA
OG0013104	plut2.m8.6429.m1	Mcavernosa20367-RA
OG0013105	plut2.m8.6439.m1	Mcavernosa17155-RA
OG0013106	plut2.m8.6436.m1	Mcavernosa17162-RA
OG0013107	plut2.m8.6440.m1	Mcavernosa17167-RA
OG0013108	plut2.m8.6445.m1	Mcavernosa17163-RA
OG0013109	plut2.m8.6428.m1	Mcavernosa20368-RA
OG0013110	plut2.m8.17327.m1, plut2.m8.17328.m1	Mcavernosa31909-RA
OG0013111	plut2.m8.23801.m1	Mcavernosa26303-RA
OG0013112	plut2.m8.2338.m1	Mcavernosa29698-RA
OG0013113	plut2.m8.17261.m1	Mcavernosa21900-RA
OG0013114	plut2.m8.12480.m1	Mcavernosa13839-RA
OG0013115	plut2.m8.12477.m1	Mcavernosa13838-RA
OG0013116	plut2.m8.12485.m1	Mcavernosa13843-RA
OG0013117	plut2.m8.6574.m1	Mcavernosa14403-RA
OG0013118	plut2.m8.6576.m1	Mcavernosa14400-RA
OG0013119	plut2.m8.6584.m1	Mcavernosa14395-RA
OG0013120	plut2.m8.6580.m1	Mcavernosa14398-RA
OG0013121	plut2.m8.21209.m1	Mcavernosa03092-RA
OG0013122	plut2.m8.21211.m1	Mcavernosa03091-RA
OG0013123	plut2.m8.21226.m1	Mcavernosa18838-RA
OG0013124	plut2.m8.21415.m1, plut2.m8.7932.m1	Mcavernosa18842-RA
OG0013125	plut2.m8.15077.m1	Mcavernosa03070-RA
OG0013126	plut2.m8.21213.m1	Mcavernosa03072-RA
OG0013127	plut2.m8.17266.m1	Mcavernosa05383-RA
OG0013128	plut2.m8.21207.m1	Mcavernosa03076-RA
OG0013129	plut2.m8.21210.m1	Mcavernosa03075-RA
OG0013130	plut2.m8.21203.m1	Mcavernosa03074-RA
OG0013131	plut2.m8.17781.m1	Mcavernosa23866-RA
OG0013132	plut2.m8.17786.m1	Mcavernosa15700-RA
OG0013133	plut2.m8.11575.m1	Mcavernosa23756-RA
OG0013134	plut2.m8.17867.m1	Mcavernosa35006-RA
