Orthogroup	Acerv_assembly_v1.0.protein	Montipora_capitata_HIv2.genes.pep
OG0000123	Acerv_evm.model.Segkk2752_pilon.38	Montipora_capitata_PredGene_adi2mcaRNA36860_R4.t1
OG0000124	Acerv_evm.model.Segkk3363_pilon.33, Acerv_evm.model.Segkk2569_pilon.6, Acerv_evm.model.Segkk1730_pilon.4, Acerv_evm.model.Segkk2569_pilon.5, Acerv_evm.model.Segkk3363_pilon.30, Acerv_evm.model.Segkk3363_pilon.36, Acerv_evm.model.Segkk2569_pilon.3, Acerv_evm.model.Segkk1769_pilon.2, Acerv_evm.model.Segkk2569_pilon.7, Acerv_evm.model.Segkk1730_pilon.5, Acerv_evm.model.Segkk2569_pilon.2, Acerv_evm.model.Segkk2569_pilon.4, Acerv_evm.model.Segkk1769_pilon.1, Acerv_evm.model.Segkk3363_pilon.34, Acerv_evm.model.Segkk3363_pilon.31, Acerv_evm.model.Segkk1769_pilon.3	Montipora_capitata_PredGene_g18401.t1, Montipora_capitata_PredGene_g42857.t1, Montipora_capitata_PredGene_adi2mcaRNA26674_R4.t1
OG0000126	Acerv_evm.model.Segkk300_pilon.6	Montipora_capitata_PredGene_g32869.t1, Montipora_capitata_PredGene_g69771.t1, Montipora_capitata_PredGene_g48427.t1
OG0000126	Acerv_evm.model.Segkk399_pilon.1	Montipora_capitata_PredGene_g13176.t1
OG0000126	Acerv_evm.model.Segkk657_pilon.8	Montipora_capitata_PredGene_g41658.t1, Montipora_capitata_PredGene_g25470.t1, Montipora_capitata_PredGene_g50334.t1
OG0000126	Acerv_evm.model.Segkk3857_pilon.11	Montipora_capitata_PredGene_g12111.t1, Montipora_capitata_PredGene_g54405.t1, Montipora_capitata_PredGene_g33283.t1, Montipora_capitata_PredGene_adi2mcaRNA36405_R3.t1
OG0000126	Acerv_evm.model.Segkk327_pilon.24, Acerv_evm.model.Segkk601_pilon.8, Acerv_evm.model.Segkk109_pilon.6	Montipora_capitata_PredGene_g63997.t1, Montipora_capitata_PredGene_g11778.t1, Montipora_capitata_PredGene_g59444.t1, Montipora_capitata_PredGene_g28056.t1
OG0000126	Acerv_evm.model.Segkk3628_pilon.1	Montipora_capitata_PredGene_g5788.t1
OG0000126	Acerv_evm.model.Segkk2582_pilon.9, Acerv_evm.model.Segkk916_pilon.3, Acerv_evm.model.Segkk3102_pilon.15	Montipora_capitata_PredGene_g35767.t1, Montipora_capitata_PredGene_g11777.t1
OG0000127	Acerv_evm.model.Segkk4047_pilon.16	Montipora_capitata_PredGene_g15119.t1, Montipora_capitata_PredGene_g63081.t1
OG0000127	Acerv_evm.model.Segkk2537_pilon.1	Montipora_capitata_PredGene_g39009.t1
OG0000128	Acerv_evm.model.Segkk2578_pilon.49, Acerv_evm.model.Segkk2878_pilon.7, Acerv_evm.model.Segkk2195_pilon.32	Montipora_capitata_PredGene_adi2mcaRNA35060_R6.t1
OG0000128	Acerv_evm.model.Segkk2878_pilon.8	Montipora_capitata_PredGene_g61713.t1, Montipora_capitata_PredGene_g61537.t1
OG0000128	Acerv_evm.model.Segkk1987_pilon.5, Acerv_evm.model.Segkk833_pilon.1	Montipora_capitata_PredGene_g9348.t1
OG0000128	Acerv_evm.model.Segkk1400_pilon.14, Acerv_evm.model.Segkk2798_pilon.1	Montipora_capitata_PredGene_g33763.t1, Montipora_capitata_PredGene_g9604.t1, Montipora_capitata_PredGene_g9593.t1
OG0000130	Acerv_evm.model.Segkk1863_pilon.19	Montipora_capitata_PredGene_g63800.t1, Montipora_capitata_PredGene_g63799.t1, Montipora_capitata_PredGene_adi2mcaRNA16360_R3.t1, Montipora_capitata_PredGene_g63798.t1
OG0000130	Acerv_evm.model.Segkk255_pilon.16, Acerv_evm.model.Segkk255_pilon.13, Acerv_evm.model.Segkk255_pilon.14	Montipora_capitata_PredGene_g43795.t1, Montipora_capitata_PredGene_g43792.t1, Montipora_capitata_PredGene_g43794.t1, Montipora_capitata_PredGene_g43798.t1, Montipora_capitata_PredGene_g43789.t1, Montipora_capitata_PredGene_g43787.t1, Montipora_capitata_PredGene_adi2mcaRNA15294_R8.t1
OG0000131	Acerv_evm.model.Segkk1302_pilon.12	Montipora_capitata_PredGene_g51331.t1, Montipora_capitata_PredGene_g68009.t1, Montipora_capitata_PredGene_adi2mcaRNA18026_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA18026_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA18026_R1.t1
OG0000131	Acerv_evm.model.Segkk1050_pilon.29	Montipora_capitata_PredGene_g30498.t1, Montipora_capitata_PredGene_g43479.t1, Montipora_capitata_PredGene_g65093.t1, Montipora_capitata_PredGene_adi2mcaRNA15668_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA15668_R4.t1, Montipora_capitata_PredGene_g4109.t1, Montipora_capitata_PredGene_g54768.t1, Montipora_capitata_PredGene_g64823.t1, Montipora_capitata_PredGene_g184.t1, Montipora_capitata_PredGene_g14032.t1, Montipora_capitata_PredGene_g65981.t1, Montipora_capitata_PredGene_g41561.t1, Montipora_capitata_PredGene_adi2mcaRNA15668_R7.t1, Montipora_capitata_PredGene_g1727.t1, Montipora_capitata_PredGene_g63352.t1, Montipora_capitata_PredGene_g39148.t1, Montipora_capitata_PredGene_g50277.t1
OG0000131	Acerv_evm.model.Segkk1029_pilon.10	Montipora_capitata_PredGene_g22220.t1, Montipora_capitata_PredGene_g27170.t1, Montipora_capitata_PredGene_g15104.t1, Montipora_capitata_PredGene_adi2mcaRNA15668_R1.t1
OG0000131	Acerv_evm.model.Segkk2540_pilon.3	Montipora_capitata_PredGene_g58853.t1, Montipora_capitata_PredGene_g9796.t1, Montipora_capitata_PredGene_g65982.t1
OG0000131	Acerv_evm.model.Segkk2113_pilon.13, Acerv_evm.model.Segkk670_pilon.12	Montipora_capitata_PredGene_g35309.t1
OG0000132	Acerv_evm.model.Segkk2780_pilon.9, Acerv_evm.model.Segkk3213_pilon.10	Montipora_capitata_PredGene_g53177.t1, Montipora_capitata_PredGene_g36754.t1
OG0000132	Acerv_evm.model.Segkk3698_pilon.6	Montipora_capitata_PredGene_g55517.t1
OG0000132	Acerv_evm.model.Segkk3013_pilon.3	Montipora_capitata_PredGene_g54786.t1, Montipora_capitata_PredGene_g61078.t1, Montipora_capitata_PredGene_g15023.t1, Montipora_capitata_PredGene_g1788.t1, Montipora_capitata_PredGene_g63174.t1
OG0000132	Acerv_evm.model.Segkk1160_pilon.1, Acerv_evm.model.Segkk1388_pilon.2, Acerv_evm.model.Segkk3904_pilon.23	Montipora_capitata_PredGene_adi2mcaRNA37473_R9.t1
OG0000133	Acerv_evm.model.Segkk1288_pilon.43	Montipora_capitata_PredGene_g27984.t1, Montipora_capitata_PredGene_g53699.t1, Montipora_capitata_PredGene_g33381.t1, Montipora_capitata_PredGene_g70761.t1, Montipora_capitata_PredGene_g42083.t1, Montipora_capitata_PredGene_g44074.t1, Montipora_capitata_PredGene_g59673.t1, Montipora_capitata_PredGene_g46739.t1, Montipora_capitata_PredGene_g46740.t1
OG0000133	Acerv_evm.model.Segkk527_pilon.3	Montipora_capitata_PredGene_g31251.t1, Montipora_capitata_PredGene_g36619.t1, Montipora_capitata_PredGene_g40256.t1, Montipora_capitata_PredGene_g3842.t1, Montipora_capitata_PredGene_adi2mcaRNA25756_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA25756_R0.t1
OG0000133	Acerv_evm.model.Segkk584_pilon.3, Acerv_evm.model.Segkk581_pilon.27, Acerv_evm.model.Segkk2611_pilon.26, Acerv_evm.model.Segkk2978_pilon.14, Acerv_evm.model.Segkk3857_pilon.34, Acerv_evm.model.Segkk16_pilon.19, Acerv_evm.model.Segkk2780_pilon.5, Acerv_evm.model.Segkk4359_pilon.1, Acerv_evm.model.Segkk2347_pilon.2, Acerv_evm.model.Segkk2347_pilon.3, Acerv_evm.model.Segkk4346_pilon.4, Acerv_evm.model.Segkk3503_pilon.2, Acerv_evm.model.Segkk3503_pilon.1	Montipora_capitata_PredGene_g70868.t1, Montipora_capitata_PredGene_g43677.t1, Montipora_capitata_PredGene_g4263.t1, Montipora_capitata_PredGene_g61251.t1, Montipora_capitata_PredGene_g37707.t1, Montipora_capitata_PredGene_g27588.t1, Montipora_capitata_PredGene_g42197.t1, Montipora_capitata_PredGene_g61153.t1, Montipora_capitata_PredGene_g53804.t1, Montipora_capitata_PredGene_g57784.t1, Montipora_capitata_PredGene_g5445.t1, Montipora_capitata_PredGene_g16281.t1
OG0000134	Acerv_evm.model.Segkk3286_pilon.3, Acerv_evm.model.Segkk1030_pilon.2, Acerv_evm.model.Segkk3633_pilon.3, Acerv_evm.model.Segkk2183_pilon.6, Acerv_evm.model.Segkk3286_pilon.2, Acerv_evm.model.Segkk362_pilon.2, Acerv_evm.model.Segkk2149_pilon.1, Acerv_evm.model.Segkk3408_pilon.13, Acerv_evm.model.Segkk1728_pilon.44, Acerv_evm.model.Segkk1456_pilon.4	Montipora_capitata_PredGene_g20525.t1
OG0000134	Acerv_evm.model.Segkk469_pilon.66	Montipora_capitata_PredGene_adi2mcaRNA21424_R0.t1, Montipora_capitata_PredGene_g29786.t1, Montipora_capitata_PredGene_adi2mcaRNA21424_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA21424_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA33852_R9.t1, Montipora_capitata_PredGene_g42360.t1, Montipora_capitata_PredGene_adi2mcaRNA33852_R7.t1, Montipora_capitata_PredGene_g12366.t1, Montipora_capitata_PredGene_g15528.t1, Montipora_capitata_PredGene_g27221.t1, Montipora_capitata_PredGene_g51983.t1, Montipora_capitata_PredGene_g63529.t1, Montipora_capitata_PredGene_g51965.t1, Montipora_capitata_PredGene_g59430.t1, Montipora_capitata_PredGene_g46502.t1, Montipora_capitata_PredGene_g44505.t1, Montipora_capitata_PredGene_g34281.t1, Montipora_capitata_PredGene_g1066.t1, Montipora_capitata_PredGene_g1078.t1, Montipora_capitata_PredGene_adi2mcaRNA5317_R0.t1
OG0000134	Acerv_evm.model.Segkk1003_pilon.19	Montipora_capitata_PredGene_g16285.t1
OG0000134	Acerv_evm.model.Segkk1400_pilon.4, Acerv_evm.model.Segkk2464_pilon.9	Montipora_capitata_PredGene_g41104.t1
OG0000134	Acerv_evm.model.Segkk133_pilon.2, Acerv_evm.model.Segkk1122_pilon.1, Acerv_evm.model.Segkk1608_pilon.14, Acerv_evm.model.Segkk20_pilon.20	Montipora_capitata_PredGene_g64929.t1, Montipora_capitata_PredGene_adi2mcaRNA14548_R3.t1, Montipora_capitata_PredGene_g62753.t1
OG0000135	Acerv_evm.model.Segkk3987_pilon.5	Montipora_capitata_PredGene_g54963.t1
OG0000135	Acerv_evm.model.Segkk2634_pilon.20, Acerv_evm.model.Segkk2634_pilon.14	Montipora_capitata_PredGene_adi2mcaRNA36878_R3.t1
OG0000135	Acerv_evm.model.Segkk2387_pilon.1, Acerv_evm.model.Segkk3648_pilon.3	Montipora_capitata_PredGene_g46222.t1
OG0000135	Acerv_evm.model.Segkk3648_pilon.2	Montipora_capitata_PredGene_g46223.t1, Montipora_capitata_PredGene_g46224.t1
OG0000135	Acerv_evm.model.Segkk2632_pilon.18, Acerv_evm.model.Segkk2632_pilon.17, Acerv_evm.model.Segkk2632_pilon.15	Montipora_capitata_PredGene_g9252.t1
OG0000136	Acerv_evm.model.Segkk2073_pilon.3, Acerv_evm.model.Segkk2553_pilon.1, Acerv_evm.model.Segkk2219_pilon.10, Acerv_evm.model.Segkk2073_pilon.2, Acerv_evm.model.Segkk2219_pilon.11, Acerv_evm.model.Segkk323_pilon.3, Acerv_evm.model.Segkk323_pilon.1	Montipora_capitata_PredGene_g20124.t1, Montipora_capitata_PredGene_g38084.t1, Montipora_capitata_PredGene_g38076.t1
OG0000137	Acerv_evm.model.Segkk1880_pilon.3	Montipora_capitata_PredGene_g47432.t1
OG0000137	Acerv_evm.model.Segkk1880_pilon.13	Montipora_capitata_PredGene_adi2mcaRNA36917_R4.t1, Montipora_capitata_PredGene_g48350.t1
OG0000137	Acerv_evm.model.Segkk351_pilon.1	Montipora_capitata_PredGene_g48347.t1
OG0000137	Acerv_evm.model.Segkk4227_pilon.1	Montipora_capitata_PredGene_g31973.t1
OG0000137	Acerv_evm.model.Segkk999_pilon.16, Acerv_evm.model.Segkk2765_pilon.15, Acerv_evm.model.Segkk999_pilon.14	Montipora_capitata_PredGene_g31971.t1
OG0000137	Acerv_evm.model.Segkk3379_pilon.9, Acerv_evm.model.Segkk2201_pilon.18	Montipora_capitata_PredGene_g31964.t1, Montipora_capitata_PredGene_g31965.t1, Montipora_capitata_PredGene_adi2mcaRNA4397_R3.t1, Montipora_capitata_PredGene_g58457.t1
OG0000138	Acerv_evm.model.Segkk3416_pilon.1, Acerv_evm.model.Segkk3416_pilon.8, Acerv_evm.model.Segkk3538_pilon.3, Acerv_evm.model.Segkk598_pilon.3	Montipora_capitata_PredGene_g38327.t1
OG0000138	Acerv_evm.model.Segkk1736_pilon.2, Acerv_evm.model.Segkk3777_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA36295_R0.t1
OG0000139	Acerv_evm.model.Segkk1292_pilon.12	Montipora_capitata_PredGene_g13164.t1
OG0000139	Acerv_evm.model.Segkk2885_pilon.6	Montipora_capitata_PredGene_g38911.t1
OG0000139	Acerv_evm.model.Segkk3935_pilon.61	Montipora_capitata_PredGene_g16277.t1, Montipora_capitata_PredGene_g27297.t1, Montipora_capitata_PredGene_g36693.t1, Montipora_capitata_PredGene_g33510.t1
OG0000139	Acerv_evm.model.Segkk971_pilon.22	Montipora_capitata_PredGene_g26705.t1
OG0000139	Acerv_evm.model.Segkk1987_pilon.6	Montipora_capitata_PredGene_g49381.t1, Montipora_capitata_PredGene_g67717.t1, Montipora_capitata_PredGene_g58824.t1, Montipora_capitata_PredGene_g14067.t1, Montipora_capitata_PredGene_g68872.t1, Montipora_capitata_PredGene_g66706.t1, Montipora_capitata_PredGene_g4564.t1, Montipora_capitata_PredGene_g39302.t1, Montipora_capitata_PredGene_g13141.t1, Montipora_capitata_PredGene_g12917.t1, Montipora_capitata_PredGene_g4412.t1, Montipora_capitata_PredGene_g58626.t1, Montipora_capitata_PredGene_g68507.t1, Montipora_capitata_PredGene_g52777.t1
OG0000139	Acerv_evm.model.Segkk2818_pilon.7, Acerv_evm.model.Segkk2885_pilon.18	Montipora_capitata_PredGene_g34916.t1, Montipora_capitata_PredGene_g49106.t1
OG0000140	Acerv_evm.model.Segkk4221_pilon.11	Montipora_capitata_PredGene_g6808.t1
OG0000140	Acerv_evm.model.Segkk2386_pilon.23	Montipora_capitata_PredGene_g12668.t1
OG0000140	Acerv_evm.model.Segkk2386_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA36181_R9.t1
OG0000140	Acerv_evm.model.Segkk1293_pilon.1, Acerv_evm.model.Segkk3009_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA36181_R4.t1
OG0000140	Acerv_evm.model.Segkk1776_pilon.4	Montipora_capitata_PredGene_g15804.t1
OG0000141	Acerv_evm.model.Segkk252_pilon.24	Montipora_capitata_PredGene_g49095.t1, Montipora_capitata_PredGene_g52996.t1
OG0000141	Acerv_evm.model.Segkk1728_pilon.37	Montipora_capitata_PredGene_g41711.t1, Montipora_capitata_PredGene_g26158.t1, Montipora_capitata_PredGene_g29698.t1, Montipora_capitata_PredGene_g23682.t1, Montipora_capitata_PredGene_g59664.t1, Montipora_capitata_PredGene_g34211.t1, Montipora_capitata_PredGene_g54270.t1
OG0000141	Acerv_evm.model.Segkk3341_pilon.3	Montipora_capitata_PredGene_g37738.t1, Montipora_capitata_PredGene_g65999.t1
OG0000141	Acerv_evm.model.Segkk1316_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA26916_R0.t1
OG0000141	Acerv_evm.model.Segkk3121_pilon.2, Acerv_evm.model.Segkk1282_pilon.17	Montipora_capitata_PredGene_g61454.t1
OG0000141	Acerv_evm.model.Segkk2386_pilon.2	Montipora_capitata_PredGene_g8708.t1
OG0000141	Acerv_evm.model.Segkk252_pilon.25	Montipora_capitata_PredGene_g2776.t1, Montipora_capitata_PredGene_g37576.t1, Montipora_capitata_PredGene_g26108.t1, Montipora_capitata_PredGene_g15901.t1, Montipora_capitata_PredGene_g50792.t1
OG0000141	Acerv_evm.model.Segkk2859_pilon.1, Acerv_evm.model.Segkk3143_pilon.2	Montipora_capitata_PredGene_g47324.t1
OG0000142	Acerv_evm.model.Segkk389_pilon.13	Montipora_capitata_PredGene_g51232.t1, Montipora_capitata_PredGene_g61690.t1
OG0000142	Acerv_evm.model.Segkk4128_pilon.8, Acerv_evm.model.Segkk962_pilon.20	Montipora_capitata_PredGene_adi2mcaRNA27782_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA27782_R3.t1, Montipora_capitata_PredGene_g27328.t1
OG0000142	Acerv_evm.model.Segkk962_pilon.19, Acerv_evm.model.Segkk4128_pilon.9	Montipora_capitata_PredGene_adi2mcaRNA27782_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA27782_R0.t1
OG0000142	Acerv_evm.model.Segkk650_pilon.21	Montipora_capitata_PredGene_adi2mcaRNA27782_R7.t1
OG0000142	Acerv_evm.model.Segkk2879_pilon.6, Acerv_evm.model.Segkk3976_pilon.28	Montipora_capitata_PredGene_g51886.t1, Montipora_capitata_PredGene_g332.t1, Montipora_capitata_PredGene_g57931.t1, Montipora_capitata_PredGene_g5352.t1, Montipora_capitata_PredGene_g65184.t1, Montipora_capitata_PredGene_g65183.t1, Montipora_capitata_PredGene_g65182.t1
OG0000142	Acerv_evm.model.Segkk3976_pilon.27	Montipora_capitata_PredGene_g38805.t1
OG0000143	Acerv_evm.model.Segkk3407_pilon.2	Montipora_capitata_PredGene_g7260.t1, Montipora_capitata_PredGene_g12711.t1, Montipora_capitata_PredGene_g26879.t1, Montipora_capitata_PredGene_g1469.t1, Montipora_capitata_PredGene_g40021.t1, Montipora_capitata_PredGene_g1483.t1, Montipora_capitata_PredGene_g68622.t1, Montipora_capitata_PredGene_g31802.t1, Montipora_capitata_PredGene_g1966.t1
OG0000143	Acerv_evm.model.Segkk1838_pilon.6	Montipora_capitata_PredGene_adi2mcaRNA41351_R1.t1
OG0000143	Acerv_evm.model.Segkk971_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA41351_R6.t1, Montipora_capitata_PredGene_g38707.t1, Montipora_capitata_PredGene_g59166.t1
OG0000143	Acerv_evm.model.Segkk469_pilon.60	Montipora_capitata_PredGene_g53273.t1
OG0000144	Acerv_evm.model.Segkk1003_pilon.61	Montipora_capitata_PredGene_g29611.t1, Montipora_capitata_PredGene_g54505.t1
OG0000144	Acerv_evm.model.Segkk2886_pilon.2	Montipora_capitata_PredGene_g24597.t1, Montipora_capitata_PredGene_g49505.t1, Montipora_capitata_PredGene_g41001.t1, Montipora_capitata_PredGene_g47318.t1, Montipora_capitata_PredGene_g24434.t1, Montipora_capitata_PredGene_g36587.t1, Montipora_capitata_PredGene_g42065.t1
OG0000144	Acerv_evm.model.Segkk2411_pilon.1, Acerv_evm.model.Segkk3786_pilon.9	Montipora_capitata_PredGene_g69748.t1, Montipora_capitata_PredGene_g43361.t1, Montipora_capitata_PredGene_g48776.t1, Montipora_capitata_PredGene_g47317.t1, Montipora_capitata_PredGene_g57406.t1, Montipora_capitata_PredGene_g49771.t1, Montipora_capitata_PredGene_g10570.t1, Montipora_capitata_PredGene_g17727.t1, Montipora_capitata_PredGene_g52140.t1, Montipora_capitata_PredGene_g64008.t1
OG0000146	Acerv_evm.model.Segkk2666_pilon.22	Montipora_capitata_PredGene_g71205.t1, Montipora_capitata_PredGene_g48996.t1
OG0000146	Acerv_evm.model.Segkk2481_pilon.119	Montipora_capitata_PredGene_g37532.t1
OG0000146	Acerv_evm.model.Segkk3257_pilon.8	Montipora_capitata_PredGene_g59817.t1
OG0000146	Acerv_evm.model.Segkk3233_pilon.32	Montipora_capitata_PredGene_g54665.t1, Montipora_capitata_PredGene_adi2mcaRNA29913_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA29913_R6.t1, Montipora_capitata_PredGene_g29138.t1, Montipora_capitata_PredGene_g64570.t1
OG0000146	Acerv_evm.model.Segkk1653_pilon.8	Montipora_capitata_PredGene_g6362.t1
OG0000146	Acerv_evm.model.Segkk2310_pilon.20	Montipora_capitata_PredGene_g6364.t1, Montipora_capitata_PredGene_g47895.t1
OG0000146	Acerv_evm.model.Segkk2056_pilon.22	Montipora_capitata_PredGene_g64571.t1, Montipora_capitata_PredGene_g54666.t1
OG0000146	Acerv_evm.model.Segkk3534_pilon.5	Montipora_capitata_PredGene_g29139.t1
OG0000147	Acerv_evm.model.Segkk1573_pilon.5, Acerv_evm.model.Segkk971_pilon.72, Acerv_evm.model.Segkk3611_pilon.2, Acerv_evm.model.Segkk3609_pilon.3, Acerv_evm.model.Segkk1821_pilon.29, Acerv_evm.model.Segkk1158_pilon.49, Acerv_evm.model.Segkk3378_pilon.3, Acerv_evm.model.Segkk2481_pilon.48	Montipora_capitata_PredGene_g47973.t1
OG0000147	Acerv_evm.model.Segkk2253_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA33159_R7.t1
OG0000147	Acerv_evm.model.Segkk3454_pilon.37	Montipora_capitata_PredGene_adi2mcaRNA2076_R2.t1, Montipora_capitata_PredGene_g62459.t1
OG0000147	Acerv_evm.model.Segkk1212_pilon.1	Montipora_capitata_PredGene_g40520.t1, Montipora_capitata_PredGene_g24003.t1
OG0000147	Acerv_evm.model.Segkk4132_pilon.4	Montipora_capitata_PredGene_g53664.t1, Montipora_capitata_PredGene_g25606.t1, Montipora_capitata_PredGene_adi2mcaRNA1478_R5.t1, Montipora_capitata_PredGene_g5646.t1
OG0000147	Acerv_evm.model.Segkk2020_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA3358_R2.t1, Montipora_capitata_PredGene_g13243.t1, Montipora_capitata_PredGene_g12885.t1, Montipora_capitata_PredGene_g39511.t1
OG0000148	Acerv_evm.model.Segkk2220_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA40382_R0.t1
OG0000149	Acerv_evm.model.Segkk3112_pilon.20	Montipora_capitata_PredGene_g50328.t1
OG0000149	Acerv_evm.model.Segkk3112_pilon.19	Montipora_capitata_PredGene_g59930.t1
OG0000149	Acerv_evm.model.Segkk2354_pilon.13, Acerv_evm.model.Segkk1445_pilon.3, Acerv_evm.model.Segkk1445_pilon.2	Montipora_capitata_PredGene_g60009.t1
OG0000149	Acerv_evm.model.Segkk735_pilon.34	Montipora_capitata_PredGene_g6233.t1, Montipora_capitata_PredGene_g6756.t1
OG0000149	Acerv_evm.model.Segkk1036_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA22260_R7.t1, Montipora_capitata_PredGene_g12115.t1, Montipora_capitata_PredGene_g62372.t1, Montipora_capitata_PredGene_adi2mcaRNA22260_R8.t1, Montipora_capitata_PredGene_g42080.t1, Montipora_capitata_PredGene_adi2mcaRNA22260_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA22260_R9.t1, Montipora_capitata_PredGene_g68699.t1
OG0000149	Acerv_evm.model.Segkk1036_pilon.6, Acerv_evm.model.Segkk2748_pilon.6	Montipora_capitata_PredGene_g23227.t1
OG0000149	Acerv_evm.model.Segkk1821_pilon.14	Montipora_capitata_PredGene_g26680.t1
OG0000149	Acerv_evm.model.Segkk1288_pilon.36	Montipora_capitata_PredGene_g41251.t1, Montipora_capitata_PredGene_g51461.t1, Montipora_capitata_PredGene_g50633.t1, Montipora_capitata_PredGene_g37808.t1, Montipora_capitata_PredGene_g23603.t1, Montipora_capitata_PredGene_g14796.t1, Montipora_capitata_PredGene_g30058.t1, Montipora_capitata_PredGene_g66708.t1
OG0000149	Acerv_evm.model.Segkk817_pilon.14	Montipora_capitata_PredGene_g60839.t1
OG0000150	Acerv_evm.model.Segkk1182_pilon.2, Acerv_evm.model.Segkk1022_pilon.1, Acerv_evm.model.Segkk600_pilon.3, Acerv_evm.model.Segkk1818_pilon.1, Acerv_evm.model.Segkk315_pilon.1, Acerv_evm.model.Segkk3303_pilon.3, Acerv_evm.model.Segkk4204_pilon.1, Acerv_evm.model.Segkk920_pilon.4, Acerv_evm.model.Segkk1785_pilon.1, Acerv_evm.model.Segkk1051_pilon.2, Acerv_evm.model.Segkk3542_pilon.1, Acerv_evm.model.Segkk3148_pilon.2, Acerv_evm.model.Segkk748_pilon.13, Acerv_evm.model.Segkk3232_pilon.2, Acerv_evm.model.Segkk1922_pilon.2, Acerv_evm.model.Segkk1051_pilon.6, Acerv_evm.model.Segkk920_pilon.1, Acerv_evm.model.Segkk3303_pilon.2, Acerv_evm.model.Segkk748_pilon.11, Acerv_evm.model.Segkk2926_pilon.1, Acerv_evm.model.Segkk4212_pilon.2, Acerv_evm.model.Segkk600_pilon.2, Acerv_evm.model.Segkk924_pilon.2, Acerv_evm.model.Segkk1922_pilon.1, Acerv_evm.model.Segkk1051_pilon.5, Acerv_evm.model.Segkk1619_pilon.1, Acerv_evm.model.Segkk3781_pilon.3, Acerv_evm.model.Segkk1243_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA18560_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA18562_R0.t1
OG0000151	Acerv_evm.model.Segkk1938_pilon.4	Montipora_capitata_PredGene_g63205.t1, Montipora_capitata_PredGene_g17737.t1, Montipora_capitata_PredGene_g47529.t1
OG0000151	Acerv_evm.model.Segkk2076_pilon.1	Montipora_capitata_PredGene_g44283.t1, Montipora_capitata_PredGene_adi2mcaRNA27524_R6.t1, Montipora_capitata_PredGene_g51496.t1
OG0000151	Acerv_evm.model.Segkk327_pilon.2	Montipora_capitata_PredGene_g39281.t1, Montipora_capitata_PredGene_g30833.t1, Montipora_capitata_PredGene_g7434.t1
