,gene_id,length
420147,LOC110062422,2083
420151,LOC110062423,2083
420163,LOC110062424,2531
420218,LOC110062433,45301
420238,LOC110062433,45301
420258,LOC110062433,45301
420277,LOC110062433,45301
420294,LOC110062433,45301
420314,LOC110062433,45301
420334,LOC110062433,45301
420353,LOC110062433,45301
420373,LOC110062433,45301
420393,LOC110062433,45301
420412,LOC110062433,45301
420429,LOC110062433,45301
420446,LOC110062433,31563
420467,LOC110062433,31563
420488,LOC110062433,31563
420506,LOC110062433,31563
420524,LOC110062433,31533
420543,LOC110062433,19856
420561,LOC110062437,72131
420579,LOC110062436,7895
420597,LOC110062436,7894
420618,LOC110062441,11800
420633,LOC110062432,19160
420663,LOC110062429,21423
420675,LOC110062428,6266
420695,LOC110062431,4493
420711,LOC110062430,9567
420731,LOC110062426,23902
420765,LOC110062425,29306
420830,LOC110062425,29306
420896,LOC110062427,10872
420925,LOC110062541,21902
420971,LOC110062487,6006
420979,LOC110062446,3634
420985,LOC110062488,1214
420993,LOC110062471,1827
421000,LOC110062490,1905
421009,LOC110062452,5457
421013,LOC110062454,3334
421017,LOC110062546,3361
421021,LOC110062492,1229
421027,LOC110062521,4238
421043,LOC110062445,2668
421051,LOC110062484,3857
421057,LOC110062485,3714
421070,LOC110062485,3540
421082,LOC110062486,2106
421092,LOC110062494,13908
421116,LOC110062520,3804
421126,LOC110062518,17567
421162,LOC110062542,3661
421168,LOC110062472,41418
421274,LOC110062472,41418
421380,LOC110062472,32501
421510,LOC110062482,57320
421527,LOC110062558,8506
421543,LOC110062557,20206
421569,LOC110062532,2349
421573,LOC110062531,17638
421629,LOC110062535,3793
421639,LOC110062536,12041
421649,LOC110062536,12021
421660,LOC110062536,11904
421671,LOC110062533,4509
421685,LOC110062533,3737
421700,LOC110062537,4804
421712,LOC110062534,4018
421728,LOC110062545,5748
421746,LOC110062544,7925
421762,LOC110062453,13121
421774,LOC110062495,2865
421782,LOC110062548,16156
421796,LOC110062515,7737
421812,LOC110062497,2872
421818,LOC110062514,8089
421832,LOC110062555,3535
421844,LOC110062525,3535
421856,LOC110062524,8525
421877,LOC110062498,6270
421891,LOC110062517,15640
421900,LOC110062517,14081
421908,LOC110062517,12570
421917,LOC110062552,5322
421927,LOC110062527,1241
421931,LOC110062528,16503
421954,LOC110062447,3501
421963,LOC110062456,15650
422014,LOC110062456,13998
422060,LOC110062457,14453
422088,LOC110062460,3705
422094,LOC110062459,3306
422101,LOC110062458,2323
422105,LOC110062442,7979
422113,LOC110062442,7578
422121,LOC110062499,6796
422143,LOC110062526,5367
422151,LOC110062500,2468
422155,LOC110062463,8950
422187,LOC110062501,11485
422227,LOC110062464,8905
422234,LOC110062464,8905
422240,LOC110062464,5451
422250,LOC110062465,2368
422260,LOC110062502,3052
422270,LOC110062478,3814
422276,LOC110062476,4249
422281,LOC110062477,3681
422286,LOC110062481,4930
422306,LOC110062479,25282
422366,LOC110062503,3660
422380,LOC110062504,3441
422390,LOC110062505,22840
422466,LOC110062475,1806
422470,LOC110062538,4922
422488,LOC110062540,3910
422498,LOC110062506,6653
422515,LOC110062461,4299
422526,LOC110062507,9818
422542,LOC110062553,6005
422554,LOC110062553,6005
422565,LOC110062553,6005
422576,LOC110062444,6657
422593,LOC110062444,6655
422608,LOC110062444,6655
422627,LOC110062444,6655
422647,LOC110062551,6108
422651,LOC110062508,2867
422659,LOC110062509,947
422669,LOC110062510,1764
422679,LOC110062511,15842
422737,LOC110062449,23635
422795,LOC110062451,5553
422813,LOC110062450,6317
422827,LOC110062523,16092
422844,LOC110062516,4233
422862,LOC110062512,14555
422894,LOC110062443,3604
422900,LOC110062443,3382
422907,LOC110062468,6617
422917,LOC110062468,4430
422927,LOC110062474,3574
422935,LOC110062455,2222
422939,LOC110062473,4474
422949,LOC110062513,1747
422957,LOC110062550,3963
422964,LOC110062549,4536
422973,LOC110062556,15250
422994,LOC110062556,14536
423030,LOC110062559,6501
423055,LOC110062575,1405
423059,LOC110062574,3958
423074,LOC110062564,1873
423078,LOC110062565,527
423087,LOC110062568,728
423091,LOC110062569,5605
423099,LOC110062570,8930
423111,LOC110062571,506
423115,LOC110062572,1138
423129,LOC110062623,999
423137,LOC110062622,1182
423141,LOC110062582,2000
423145,LOC110062589,6567
423151,LOC110062591,2676
423159,LOC110062621,1326
423163,LOC110062609,2498
423167,LOC110062629,1735
423171,LOC110062626,5105
423180,LOC110062625,21703
423237,LOC110062625,21702
423294,LOC110062625,21702
423352,LOC110062627,4280
423364,LOC110062610,37042
423470,LOC110062636,9808
423477,LOC110062636,6526
423485,LOC110062639,3775
423492,LOC110062638,4824
423499,LOC110062638,4823
423525,LOC110062634,8653
423563,LOC110062581,2085
423571,LOC110062605,11876
423584,LOC110062605,6923
423600,LOC110062606,10380
423634,LOC110062607,11441
423656,LOC110062611,4484
423660,LOC110062633,7914
423688,LOC110062608,14611
423706,LOC110062612,5978
423724,LOC110062597,3992
423732,LOC110062598,2882
423740,LOC110062592,8828
423764,LOC110062596,9999
423793,LOC110062596,9999
423823,LOC110062594,8504
423850,LOC110062594,8504
423876,LOC110062599,4239
423887,LOC110062599,2344
423897,LOC110062593,13658
423933,LOC110062595,7995
423966,LOC110062583,24900
424045,LOC110062583,24900
424125,LOC110062614,9502
424131,LOC110062601,2142
424135,LOC110062577,2282
424141,LOC110062615,4862
424152,LOC110062578,4748
424158,LOC110062631,9140
424174,LOC110062631,7686
424189,LOC110062631,7686
424203,LOC110062616,5333
424219,LOC110062576,1843
424230,LOC110062617,2704
424248,LOC110062588,9233
424284,LOC110062587,11905
424301,LOC110062603,26672
424311,LOC110062603,26672
424322,LOC110062603,23496
424333,LOC110062602,16648
424349,LOC110062602,16648
424364,LOC110062602,10997
424378,LOC110062602,10997
424393,LOC110062604,9982
424405,LOC110062604,9982
424418,LOC110062604,9982
424431,LOC110062604,9982
424444,LOC110062604,9982
424457,LOC110062620,8070
424475,LOC110062579,8394
424492,LOC110062579,8097
424508,LOC110062579,8096
424524,LOC110062579,8095
424538,LOC110062579,8094
424552,LOC110062579,8092
424567,LOC110062635,3415
424577,LOC110062635,3404
424603,LOC110062662,17391
424632,LOC110062662,17391
424688,LOC110062677,41971
424722,LOC110062678,770
424726,LOC110062659,32135
424752,LOC110062652,17140
424768,LOC110062654,4574
424785,LOC110062653,8865
424797,LOC110062653,6275
424809,LOC110062653,5812
424825,LOC110062656,1020
424831,LOC110062650,14957
424871,LOC110062651,25898
424907,LOC110062679,1755
424917,LOC110062658,2026
424925,LOC110062655,3753
424939,LOC110062680,11359
424965,LOC110062660,13046
424985,LOC110062681,7200
425004,LOC110062647,2931
425011,LOC110062647,2125
425023,LOC110062689,1120
425027,LOC110062645,1280
425031,LOC110062682,998
425035,LOC110062683,608
425142,LOC110062674,2017
425147,LOC110062685,35450
425173,LOC110062686,7661
425187,LOC110062687,7990
425209,LOC110062692,39392
425248,LOC110062692,35314
425287,LOC110062692,18985
425324,LOC110062692,18985
425364,LOC110062695,3289
425368,LOC110062694,5070
425372,LOC110062696,2591
425378,LOC110062640,3230
425383,LOC110062646,4254
425390,LOC110062665,37002
425458,LOC110062691,2334
425464,LOC110062641,2724
425468,LOC110062642,2037
425476,LOC110062672,5093
425490,LOC110062670,9753
425520,LOC110062671,9566
425539,LOC110062671,9514
425557,LOC110062671,8514
425574,LOC110062671,8514
425592,LOC110062698,17139
425628,LOC110062699,13411
425635,LOC110062699,13411
425690,LOC110062690,2364
425694,LOC110062676,17640
425700,LOC110062676,16533
425707,LOC110062643,3677
425711,LOC110062688,6420
425718,LOC110062688,6420
425736,LOC110062728,1385
425740,LOC110062738,4215
425746,LOC110062741,1289
425750,LOC110062740,10929
425756,LOC110062714,12114
425774,LOC110062742,10181
425810,LOC110062743,1374
425818,LOC110062745,23887
425853,LOC110062746,25135
425914,LOC110062736,2110
425922,LOC110062734,9485
425964,LOC110062747,15497
426000,LOC110062735,8174
426016,LOC110062707,8467
426031,LOC110062707,6341
426047,LOC110062708,10998
426062,LOC110062708,4623
426076,LOC110062748,21817
426125,LOC110062749,12912
426151,LOC110062709,1765
426159,LOC110062750,1774
426167,LOC110062704,11010
426191,LOC110062704,10526
426215,LOC110062705,9265
426233,LOC110062705,9265
426253,LOC110062705,8818
426271,LOC110062702,27292
426349,LOC110062729,10373
426361,LOC110062710,730
426365,LOC110062713,6505
426370,LOC110062701,2419
426376,LOC110062751,4652
426389,LOC110062739,10668
426401,LOC110062752,15859
426419,LOC110062737,8785
426427,LOC110062753,2702
426435,LOC110062758,4603
426445,LOC110062754,2021
426455,LOC110062727,12379
426471,LOC110062725,24059
426515,LOC110062726,6715
426533,LOC110062731,974
426539,LOC110062715,8624
426562,LOC110062715,8624
426584,LOC110062717,2353
426588,LOC110062756,3521
426602,LOC110062718,2353
426606,LOC110062723,3810
426622,LOC110062719,1957
426626,LOC110062757,23660
426667,LOC110062720,8285
426696,LOC110062720,6563
426722,LOC110062716,11291
426738,LOC110062721,7571
426757,LOC110062724,12997
426807,LOC110062761,3147
426812,LOC110062764,1182
426816,LOC110062765,1405
426822,LOC110062767,10150
426834,LOC110062762,10780
426852,LOC110062775,2748
426856,LOC110062788,6495
426878,LOC110062759,3560
426886,LOC110062768,26218
426945,LOC110062769,10628
426973,LOC110062770,1353
426984,LOC110062780,3795
426992,LOC110062786,20739
427032,LOC110062776,7966
427040,LOC110062776,3532
427048,LOC110062763,3981
427059,LOC110062783,9616
427081,LOC110062784,9717
427086,LOC110062771,42535
427194,LOC110062791,1273
427203,LOC110062785,11497
427225,LOC110062789,3608
427237,LOC110062772,8073
427251,LOC110062773,16142
427283,LOC110062774,6600
427297,LOC110062781,9814
427309,LOC110062781,7628
427326,LOC110062782,6227
427336,LOC110062795,1007
427342,LOC110062796,5275
427348,LOC110062797,1007
427354,LOC110062798,1007
427360,LOC110062800,605
427368,LOC110062793,630
427405,LOC110062801,13806
427415,LOC110062802,2833
427429,LOC110062803,16766
427447,LOC110062807,17002
427475,LOC110062804,2348
427493,LOC110062829,762
427497,LOC110062830,3448
427503,LOC110062828,12745
427511,LOC110062831,5149
427521,LOC110062813,5524
427527,LOC110062825,2474
427537,LOC110062826,5457
427547,LOC110062824,19794
427576,LOC110062824,19794
427603,LOC110062808,1820
427607,LOC110062821,4161
427645,LOC110062820,29437
427689,LOC110062814,1633
427702,LOC110062819,2829
427706,LOC110062812,2631
427716,LOC110062810,17514
427744,LOC110062809,9267
427763,LOC110062816,9356
427797,LOC110062817,3715
427805,LOC110062818,2941
427839,LOC110062841,21596
427863,LOC110062836,17699
427875,LOC110062836,5804
427887,LOC110062835,3231
427895,LOC110062845,19203
427901,LOC110062833,31999
427923,LOC110062833,16185
427946,LOC110062839,12058
427968,LOC110062838,1798
427972,LOC110062837,1820
427976,LOC110062840,20782
427997,LOC110062852,53110
428114,LOC110062853,13746
428141,LOC110062847,10219
428173,LOC110062849,6525
428189,LOC110062858,1706
428193,LOC110062850,821
428197,LOC110062857,21803
428206,LOC110062857,5674
428216,LOC110062846,11599
428236,LOC110062846,5749
428256,LOC110062846,5748
428276,LOC110062846,5747
428296,LOC110062846,5747
428317,LOC110062863,8147
428342,LOC110062856,8825
428360,LOC110062848,2096
428366,LOC110062855,18302
428386,LOC110062855,18302
428406,LOC110062855,18302
428431,LOC110062851,19974
428463,LOC110062862,9380
428481,LOC110062877,32797
428559,LOC110062876,5178
428579,LOC110062871,5617
428587,LOC110062872,6744
428595,LOC110062878,18044
428604,LOC110062878,18043
428614,LOC110062868,2628
428618,LOC110062882,5479
428624,LOC110062873,2762
428642,LOC110062866,4137
428649,LOC110062866,4137
428662,LOC110062874,5677
428673,LOC110062874,5673
428698,LOC110062869,20793
428712,LOC110062869,18785
428743,LOC110062883,1186
428749,LOC110062885,17679
428755,LOC110062886,16724
428761,LOC110062884,3095
428778,LOC110062925,1039
428784,LOC110062927,7353
428792,LOC110062904,8478
428804,LOC110062904,3686
428814,LOC110062958,23954
428847,LOC110062928,15330
428883,LOC110062929,30666
428906,LOC110062959,4727
428910,LOC110062960,4699
428928,LOC110062930,11089
428950,LOC110062931,5192
428962,LOC110062932,2421
428972,LOC110062933,32321
429070,LOC110062902,19871
429079,LOC110062902,18676
429089,LOC110062901,1481
429097,LOC110062903,4374
429104,LOC110062903,3453
429112,LOC110062936,848
429118,LOC110062898,2889
429130,LOC110062978,4810
429146,LOC110062979,23804
429154,LOC110062987,1164
429160,LOC110062938,13246
429182,LOC110062939,31920
429207,LOC110062986,12516
429219,LOC110062955,9803
429224,LOC110062955,5279
429228,LOC110062940,8148
429252,LOC110062941,23666
429332,LOC110062910,4563
429346,LOC110062982,1812
429352,LOC110062982,1811
429357,LOC110062942,11345
429365,LOC110062897,17398
429389,LOC110062889,5685
429402,LOC110062905,4050
429419,LOC110062906,2464
429429,LOC110062943,36028
429493,LOC110062887,22013
429509,LOC110062887,16511
429526,LOC110062965,31527
429545,LOC110062965,22831
429564,LOC110062965,9436
429584,LOC110062900,3064
429592,LOC110062913,22847
429596,LOC110062913,16898
429600,LOC110062913,4877
429605,LOC110062912,13849
429623,LOC110062914,3300
429633,LOC110062944,23094
429675,LOC110062911,3540
429683,LOC110062981,4071
429691,LOC110062984,5797
429696,LOC110062909,4656
429712,LOC110062983,4632
429720,LOC110062985,1438
429724,LOC110062888,15648
429740,LOC110062945,2958
429746,LOC110062946,19854
429822,LOC110062915,2693
429828,LOC110062947,971
429832,LOC110062920,12617
429864,LOC110062921,6280
429869,LOC110062976,2139
429875,LOC110062968,3956
429879,LOC110062969,21983
429901,LOC110062973,923
429907,LOC110062971,1005
429911,LOC110062972,1923
429915,LOC110062970,1474
429921,LOC110062967,8982
429949,LOC110062966,14550
429982,LOC110062966,14550
430020,LOC110062894,4334
430030,LOC110062948,21651
430098,LOC110062922,6029
430112,LOC110062956,27177
430178,LOC110062957,1503
430182,LOC110062890,41928
430221,LOC110062893,5244
430233,LOC110062891,6039
430249,LOC110062949,30043
430305,LOC110062950,710
430311,LOC110062961,17440
430330,LOC110062977,2546
430336,LOC110062951,20263
430366,LOC110062963,2473
430372,LOC110062962,35217
430385,LOC110062895,7826
430397,LOC110062952,11439
430411,LOC110062953,12015
430435,LOC110062896,8773
430450,LOC110062999,1330
430456,LOC110063009,14118
430494,LOC110063000,8997
430518,LOC110062993,11882
430530,LOC110062993,10267
430542,LOC110062993,10120
430554,LOC110062993,8435
430566,LOC110062998,8419
430593,LOC110062998,8363
430619,LOC110062995,2308
430623,LOC110062996,5252
430637,LOC110062996,4647
430652,LOC110062996,4529
430668,LOC110062994,6516
430680,LOC110063010,5213
430684,LOC110063010,5101
430689,LOC110063001,287
430693,LOC110063008,13046
430701,LOC110063002,7839
430709,LOC110062991,4166
430719,LOC110063003,939
430725,LOC110063004,16768
430745,LOC110062992,1271
430751,LOC110063005,4213
430757,LOC110063006,15368
430777,LOC110062989,6906
430790,LOC110062989,6906
430810,LOC110063042,980
430814,LOC110063043,5961
430829,LOC110063040,6690
430845,LOC110063054,12347
430856,LOC110063011,15720
430870,LOC110063012,2971
430882,LOC110063013,2473
430907,LOC110063015,916
430916,LOC110063016,555
430922,LOC110063017,716
430926,LOC110063035,2109
430930,LOC110063029,14646
430951,LOC110063036,7979
430960,LOC110063018,13948
430972,LOC110063020,4400
430984,LOC110063021,5294
431003,LOC110063034,4339
431008,LOC110063022,7077
431016,LOC110063033,1319
431020,LOC110063038,3816
431026,LOC110063039,7314
431044,LOC110063047,2522
431049,LOC110063047,2522
431056,LOC110063045,1487
431062,LOC110063044,3760
431066,LOC110063028,2405
431070,LOC110063025,20633
431138,LOC110063026,40861
431192,LOC110063023,10009
431204,LOC110063031,2556
431208,LOC110063024,5025
431226,LOC110063048,5586
431242,LOC110063050,6707
431250,LOC110063052,10147
431263,LOC110063052,10146
431281,LOC110063049,12393
431301,LOC110063027,2259
431305,LOC110063046,16318
431325,LOC110063032,4304
431341,LOC110063074,18972
431379,LOC110063102,4647
431394,LOC110063103,17213
431433,LOC110063100,20528
431479,LOC110063096,2778
431483,LOC110063101,3800
431493,LOC110063099,4625
431503,LOC110063095,13548
431551,LOC110063093,12381
431567,LOC110063097,4009
431571,LOC110063098,4128
431577,LOC110063098,4128
431583,LOC110063087,10931
431604,LOC110063086,4853
431610,LOC110063088,979
431614,LOC110063090,7793
431636,LOC110063090,7793
431657,LOC110063090,5241
431676,LOC110063089,9151
431708,LOC110063105,314
431712,LOC110063072,2320
431720,LOC110063073,5876
431734,LOC110063106,35588
431802,LOC110063091,12248
431821,LOC110063107,7184
431827,LOC110063085,18269
431865,LOC110063066,13375
431897,LOC110063065,24944
431937,LOC110063082,8501
431961,LOC110063083,6403
431977,LOC110063108,6003
431987,LOC110063109,8128
432013,LOC110063063,4029
432027,LOC110063110,9865
432035,LOC110063092,5235
432046,LOC110063078,6058
432053,LOC110063111,1700
432061,LOC110063080,24106
432115,LOC110063081,8598
432133,LOC110063081,8598
432152,LOC110063113,8991
432158,LOC110063114,558
432162,LOC110063076,1348
432166,LOC110063077,1746
432171,LOC110063077,1746
432177,LOC110063068,6571
432191,LOC110063069,4480
432201,LOC110063067,16470
432256,LOC110063067,16468
432318,LOC110063157,4811
432337,LOC110063153,3776
432345,LOC110063153,3776
432353,LOC110063154,4686
432359,LOC110063136,28592
432407,LOC110063141,25853
432471,LOC110063131,1296
432475,LOC110063140,31542
432517,LOC110063138,1255
432521,LOC110063137,10419
432531,LOC110063137,8577
432542,LOC110063137,8372
432553,LOC110063139,12937
432564,LOC110063139,8562
432574,LOC110063139,6308
432585,LOC110063144,10193
432599,LOC110063142,10433
432622,LOC110063142,10433
432646,LOC110063123,974
432650,LOC110063130,5280
432660,LOC110063143,7984
432671,LOC110063143,6910
432683,LOC110063133,2389
432687,LOC110063132,1965
432691,LOC110063134,1850
432695,LOC110063146,2126
432701,LOC110063147,1791
432707,LOC110063127,30525
432752,LOC110063127,29178
432810,LOC110063117,11843
432826,LOC110063116,2493
432836,LOC110063155,2831
432856,LOC110063125,1346
432862,LOC110063148,1504
432868,LOC110063121,2330
432877,LOC110063119,1911
432881,LOC110063159,8390
432886,LOC110063159,8390
432891,LOC110063156,40447
432952,LOC110063126,1111
432961,LOC110063150,3994
432977,LOC110063152,891
432981,LOC110063124,6324
432993,LOC110063120,8460
433010,LOC110063120,6844
433032,LOC110063171,3985
433040,LOC110063179,3565
433050,LOC110063178,3644
433062,LOC110063164,20384
433068,LOC110063163,3489
433072,LOC110063162,3371
433078,LOC110063180,3004
433084,LOC110063165,11308
433126,LOC110063167,9635
433150,LOC110063167,7283
433172,LOC110063166,6491
433188,LOC110063169,6533
433207,LOC110063169,6528
433227,LOC110063175,9959
433259,LOC110063172,2963
433269,LOC110063176,6187
433281,LOC110063176,6187
433293,LOC110063173,5227
433309,LOC110063174,8791
433330,LOC110063174,8791
433352,LOC110063161,11341
433371,LOC110063192,19500
433390,LOC110063182,28228
433452,LOC110063185,4950
433457,LOC110063185,4419
433463,LOC110063183,37747
433560,LOC110063186,14335
433582,LOC110063186,14335
433603,LOC110063186,14335
433624,LOC110063186,14335
433644,LOC110063186,14092
433665,LOC110063186,14092
433685,LOC110063186,11773
433713,LOC110063184,16234
433725,LOC110063196,3696
433733,LOC110063194,1090
433737,LOC110063191,7576
433742,LOC110063188,16081
433760,LOC110063190,2244
433764,LOC110063189,2631
433783,LOC110063197,1584
433789,LOC110063200,2727
433799,LOC110063201,761
433803,LOC110063202,485
433807,LOC110063211,1071
433826,LOC110063208,9858
433843,LOC110063208,9858
433859,LOC110063209,3044
433865,LOC110063204,22983
433876,LOC110063204,22982
433900,LOC110063213,7518
433910,LOC110063212,14036
433918,LOC110063215,1832
433928,LOC110063218,2570
433947,LOC110063219,1283
433954,LOC110063355,7085
433962,LOC110063220,3178
433967,LOC110063228,26083
434017,LOC110063228,26083
434067,LOC110063228,22049
434116,LOC110063229,5082
434132,LOC110063230,4256
434150,LOC110063258,8374
434175,LOC110063259,6062
434187,LOC110063260,14461
434201,LOC110063347,2395
434205,LOC110063317,15524
434246,LOC110063317,14943
434285,LOC110063354,10062
434290,LOC110063354,3812
434296,LOC110063321,1019
434300,LOC110063319,7772
434306,LOC110063318,7409
434312,LOC110063310,13005
434347,LOC110063310,13004
434383,LOC110063310,12632
434420,LOC110063313,4744
434436,LOC110063314,10307
434462,LOC110063309,3471
434472,LOC110063308,4977
434501,LOC110063308,4977
434529,LOC110063307,7387
434547,LOC110063261,2660
434559,LOC110063303,12836
434591,LOC110063305,14328
434623,LOC110063306,10746
434643,LOC110063222,6599
434653,LOC110063235,1558
434661,LOC110063257,14883
434671,LOC110063256,14603
434695,LOC110063255,5628
434703,LOC110063332,8426
434723,LOC110063236,8349
434729,LOC110063322,15237
434752,LOC110063322,15236
434776,LOC110063302,2613
434782,LOC110063301,33798
434795,LOC110063262,16120
434839,LOC110063250,10613
434865,LOC110063251,3766
434870,LOC110063254,5745
434890,LOC110063249,17613
434948,LOC110063252,3321
434952,LOC110063248,28824
435040,LOC110063299,15666
435088,LOC110063300,4769
435094,LOC110063290,24319
435122,LOC110063290,24316
435148,LOC110063290,7187
435172,LOC110063224,11770
435183,LOC110063224,11770
435193,LOC110063274,20310
435253,LOC110063275,8384
435281,LOC110063263,26771
435312,LOC110063276,2014
435324,LOC110063265,2297
435339,LOC110063226,3399
435343,LOC110063357,5074
435357,LOC110063231,19046
435398,LOC110063231,19044
435442,LOC110063232,11843
435478,LOC110063233,4068
435484,LOC110063221,2144
435488,LOC110063223,2144
435492,LOC110063244,7064
435520,LOC110063333,14357
435540,LOC110063334,5284
435544,LOC110063334,5279
435550,LOC110063243,838
435554,LOC110063266,9362
435562,LOC110063245,34310
435661,LOC110063338,2276
435671,LOC110063336,4272
435682,LOC110063315,12162
435711,LOC110063315,12162
435738,LOC110063315,12161
435764,LOC110063316,1520
435768,LOC110063247,52125
435917,LOC110063294,52446
435978,LOC110063294,47879
436040,LOC110063298,3900
436044,LOC110063297,6332
436054,LOC110063296,17555
436082,LOC110063324,2183
436090,LOC110063285,20592
436120,LOC110063267,3336
436136,LOC110063282,6198
436148,LOC110063283,21320
436173,LOC110063283,21320
436199,LOC110063283,14793
436224,LOC110063283,14793
436250,LOC110063286,849
436254,LOC110063284,5434
436263,LOC110063284,5427
436275,LOC110063288,5092
436289,LOC110063281,41924
436346,LOC110063281,41924
436404,LOC110063281,41084
436460,LOC110063291,3722
436470,LOC110063237,2183
436480,LOC110063238,18888
436490,LOC110063238,8576
436500,LOC110063238,8575
436515,LOC110063241,1498
436525,LOC110063240,5239
436533,LOC110063344,1584
436537,LOC110063345,13897
436542,LOC110063345,11224
436548,LOC110063326,7765
436553,LOC110063325,9125
436563,LOC110063268,12419
436571,LOC110063269,5716
436596,LOC110063342,1848
436606,LOC110063340,19491
436632,LOC110063341,3717
436645,LOC110063339,13173
436673,LOC110063350,23848
436745,LOC110063351,2457
436749,LOC110063352,9652
436768,LOC110063352,9612
436786,LOC110063349,35182
436852,LOC110063270,4149
436862,LOC110063277,9084
436879,LOC110063277,9083
436897,LOC110063278,5072
436909,LOC110063279,11831
436921,LOC110063292,6004
436933,LOC110063293,2212
436939,LOC110063304,25982
436949,LOC110063289,5251
436959,LOC110063331,23955
436985,LOC110063271,9766
436993,LOC110063273,853
436999,LOC110063329,57112
437056,LOC110063329,57111
437113,LOC110063329,56290
437170,LOC110063330,8932
437191,LOC110063353,6371
437215,LOC110063361,356
437219,LOC110063364,514
437223,LOC110063363,513
437227,LOC110063362,629
437234,LOC110063366,3103
437242,LOC110063365,3103
437253,LOC110063367,3157
437257,LOC110063372,1404
437263,LOC110063371,460
437267,LOC110063370,5368
437279,LOC110063368,1443
437294,LOC110063373,7214
437304,LOC110063373,7214
437316,LOC110063375,55998
437357,LOC110063375,55998
437402,LOC110063381,1523
437406,LOC110063377,2016
437412,LOC110063376,49750
437447,LOC110063380,25711
437460,LOC110063378,1231
437479,LOC110063394,18309
437499,LOC110063394,14506
437518,LOC110063394,14506
437538,LOC110063394,14506
437558,LOC110063394,14505
437578,LOC110063397,3860
437592,LOC110063399,2534
437596,LOC110063399,1329
437601,LOC110063398,1516
437607,LOC110063401,54754
437685,LOC110063400,3198
437691,LOC110063395,11116
437711,LOC110063383,3777
437719,LOC110063384,6737
437726,LOC110063391,13181
437744,LOC110063391,13181
437761,LOC110063391,11677
437781,LOC110063385,3465
437785,LOC110063389,4718
437794,LOC110063389,3599
437804,LOC110063386,19544
437834,LOC110063393,7825
437839,LOC110063393,7825
437845,LOC110063392,10442
437863,LOC110063382,3399
437868,LOC110063402,2468
437872,LOC110063387,7595
437890,LOC110063516,14211
437906,LOC110063516,7226
437923,LOC110063423,2011
437931,LOC110063429,14790
437947,LOC110063414,3191
437952,LOC110063430,26564
437992,LOC110063505,17013
437999,LOC110063431,7890
438017,LOC110063496,2173
438025,LOC110063497,2883
438033,LOC110063459,1826
438039,LOC110063488,50267
438149,LOC110063532,3612
438155,LOC110063543,3612
438161,LOC110063520,8926
438167,LOC110063519,31764
438203,LOC110063519,25544
438238,LOC110063518,2792
438244,LOC110063517,2792
438250,LOC110063432,19242
438306,LOC110063534,4131
438310,LOC110063534,4114
438316,LOC110063536,10175
438335,LOC110063536,10167
438354,LOC110063536,10167
438376,LOC110063535,19330
438429,LOC110063535,19157
438483,LOC110063433,2631
438489,LOC110063526,7582
438503,LOC110063435,21520
438519,LOC110063527,8841
438539,LOC110063528,20767
438567,LOC110063407,9054
438588,LOC110063407,9054
438609,LOC110063407,9054
438634,LOC110063407,9054
438660,LOC110063418,13672
438676,LOC110063417,12108
438722,LOC110063550,4134
438730,LOC110063530,7415
438750,LOC110063436,28361
438768,LOC110063437,33946
438813,LOC110063478,3812
438820,LOC110063478,3209
438828,LOC110063477,13154
438856,LOC110063525,5863
438867,LOC110063546,12167
438887,LOC110063415,11006
438895,LOC110063415,11006
438903,LOC110063545,1568
438913,LOC110063511,9943
438930,LOC110063512,4123
438948,LOC110063470,3523
438952,LOC110063404,1293
438956,LOC110063504,11425
438977,LOC110063504,11423
439001,LOC110063515,8698
439023,LOC110063474,1854
439029,LOC110063475,2216
439035,LOC110063476,1460
439039,LOC110063472,4079
439043,LOC110063438,15042
439079,LOC110063439,17149
439099,LOC110063513,931
439114,LOC110063492,13491
439134,LOC110063490,13121
439170,LOC110063491,6080
439184,LOC110063460,3266
439188,LOC110063481,12612
439193,LOC110063482,1555
439199,LOC110063485,31756
439258,LOC110063487,5041
439278,LOC110063486,18122
439284,LOC110063486,18122
439292,LOC110063486,5682
439299,LOC110063484,35413
439376,LOC110063484,35413
439453,LOC110063484,35412
439530,LOC110063484,35412
439608,LOC110063484,35412
439685,LOC110063484,35412
439760,LOC110063484,35411
439834,LOC110063440,4231
439843,LOC110063416,3638
439853,LOC110063441,12518
439873,LOC110063442,25856
439896,LOC110063522,2140
439902,LOC110063523,4404
439914,LOC110063531,6026
439930,LOC110063443,6583
439944,LOC110063408,2490
439956,LOC110063444,12809
439996,LOC110063427,28182
440009,LOC110063427,8034
440021,LOC110063425,10112
440031,LOC110063424,12566
440067,LOC110063467,3991
440073,LOC110063446,3193
440079,LOC110063447,10630
440107,LOC110063463,10550
440122,LOC110063463,10550
440137,LOC110063463,10549
440151,LOC110063463,7326
440165,LOC110063466,10359
440170,LOC110063466,4959
440176,LOC110063469,24787
440183,LOC110063469,9426
440190,LOC110063469,9425
440197,LOC110063468,5196
440203,LOC110063465,5145
440209,LOC110063524,3580
440215,LOC110063509,22678
440296,LOC110063541,14201
440330,LOC110063479,16886
440377,LOC110063479,16885
440425,LOC110063480,4025
440429,LOC110063448,10550
440463,LOC110063507,4575
440472,LOC110063507,2465
440484,LOC110063547,44672
440501,LOC110063547,44672
440520,LOC110063547,44672
