,gene_id,length
85415,LOC110042499,18650
85449,LOC110042549,3175
85461,LOC110042442,25085
85531,LOC110042444,1544
85535,LOC110042443,8319
85551,LOC110042443,7802
85567,LOC110042462,6670
85579,LOC110042464,3186
85583,LOC110042439,6876
85591,LOC110042501,24717
85647,LOC110042502,20640
85661,LOC110042503,5870
85673,LOC110042504,5414
85699,LOC110042473,6120
85709,LOC110042451,4175
85721,LOC110042450,9751
85726,LOC110042450,9748
85732,LOC110042394,3190
85744,LOC110042555,3867
85758,LOC110042505,3607
85770,LOC110042446,9924
85791,LOC110042446,9921
85813,LOC110042399,3926
85819,LOC110042397,30758
85896,LOC110042397,30758
85972,LOC110042400,2243
85976,LOC110042506,1322
85980,LOC110042401,4069
85994,LOC110042507,6309
86004,LOC110042508,22674
86030,LOC110042395,19827
86049,LOC110042509,20589
86079,LOC110042510,660
86085,LOC110042512,15886
86097,LOC110042513,37262
86173,LOC110042426,3968
86179,LOC110042429,3664
86187,LOC110042430,5534
86206,LOC110042430,5532
86224,LOC110042514,8674
86230,LOC110042411,9951
86236,LOC110042515,5607
86242,LOC110042396,4495
86248,LOC110042516,1704
86254,LOC110042416,8832
86271,LOC110042517,531
86275,LOC110042419,7166
86291,LOC110042417,10682
86307,LOC110042417,7230
86323,LOC110042383,5659
86329,LOC110042467,5424
86335,LOC110042474,4147
86341,LOC110042518,25825
86435,LOC110042552,15654
86441,LOC110042519,4352
86453,LOC110042402,21184
86483,LOC110042520,14879
86532,LOC110042388,1949
86536,LOC110042389,2571
86540,LOC110042386,1595
86544,LOC110042385,4817
86553,LOC110042521,3809
86569,LOC110042460,16524
86601,LOC110042488,10356
86609,LOC110042468,2274
86615,LOC110042482,5141
86623,LOC110042483,1196
86627,LOC110042412,4051
86635,LOC110042412,2454
86643,LOC110042393,13061
86655,LOC110042378,1125
86659,LOC110042548,1422
86667,LOC110042522,770
86673,LOC110042481,4278
86679,LOC110042471,999
86683,LOC110042470,18022
86713,LOC110042523,2355
86723,LOC110042524,9127
86735,LOC110042526,10844
86755,LOC110042413,8106
86759,LOC110042413,8101
86764,LOC110042414,1757
86768,LOC110042380,4495
86774,LOC110042420,3729
86780,LOC110042527,1345
86786,LOC110042403,3142
86790,LOC110042528,17838
86818,LOC110042485,2082
86826,LOC110042486,2908
86830,LOC110042553,8862
86855,LOC110042455,5042
86859,LOC110042453,3146
86863,LOC110042452,8348
86875,LOC110042456,3319
86886,LOC110042456,3296
86900,LOC110042532,2207
86908,LOC110042425,4674
86918,LOC110042533,11177
86952,LOC110042379,3126
86958,LOC110042404,22186
86979,LOC110042459,4496
86989,LOC110042534,11870
87009,LOC110042458,1504
87013,LOC110042457,5372
87021,LOC110042457,5334
87029,LOC110042535,18698
87055,LOC110042543,4896
87068,LOC110042543,4057
87080,LOC110042536,2595
87090,LOC110042542,19215
87118,LOC110042542,6072
87142,LOC110042544,1212
87148,LOC110042381,10214
87156,LOC110042466,7141
87164,LOC110042477,11041
87192,LOC110042480,8239
87199,LOC110042480,1439
87205,LOC110042478,2427
87215,LOC110042447,5437
87227,LOC110042447,5437
87239,LOC110042447,5436
87251,LOC110042448,4784
87289,LOC110042423,10038
87304,LOC110042423,10037
87319,LOC110042423,10036
87334,LOC110042441,1860
87346,LOC110042440,20762
87402,LOC110042421,12754
87454,LOC110042422,9998
87478,LOC110042537,779
87482,LOC110042407,14243
87506,LOC110042408,2113
87510,LOC110042410,4611
87521,LOC110042410,4611
87533,LOC110042406,7404
87543,LOC110042538,15880
87585,LOC110042545,1075
87589,LOC110042539,632
87593,LOC110042465,22794
87623,LOC110042465,20563
87651,LOC110042465,13153
87679,LOC110042540,12225
87697,LOC110042433,2660
87706,LOC110042431,25623
87730,LOC110042431,19604
87753,LOC110042431,19604
87777,LOC110042432,5457
87814,LOC110042600,2460
87825,LOC110042581,13640
87838,LOC110042582,4538
87849,LOC110042595,6280
87855,LOC110042601,5295
87859,LOC110042592,3078
87868,LOC110042592,10037
87879,LOC110042592,10037
87893,LOC110042589,20141
87952,LOC110042591,10022
87983,LOC110042591,10311
88016,LOC110042591,9406
88054,LOC110042590,5479
88066,LOC110042588,35993
88133,LOC110042588,35993
88221,LOC110042580,15146
88232,LOC110042598,7367
88242,LOC110042596,22750
88283,LOC110042596,22750
88325,LOC110042597,7559
88348,LOC110042599,24421
88365,LOC110042599,6069
88378,LOC110042603,5388
88390,LOC110042585,10550
88394,LOC110042585,10550
88399,LOC110042585,10550
88405,LOC110042587,9561
88416,LOC110042709,2415
88428,LOC110042620,7705
88447,LOC110042648,16831
88471,LOC110042623,3816
88476,LOC110042636,2918
88488,LOC110042638,6157
88497,LOC110042638,2853
88507,LOC110042637,5490
88531,LOC110042650,4201
88536,LOC110042628,15004
88608,LOC110042629,16598
88642,LOC110042634,11631
88655,LOC110042634,6110
88669,LOC110042633,11420
88689,LOC110042635,4226
88697,LOC110042625,7229
88710,LOC110042651,23551
88758,LOC110042687,6380
88763,LOC110042686,15603
88777,LOC110042652,12504
88789,LOC110042653,12477
88803,LOC110042632,12618
88819,LOC110042632,12618
88835,LOC110042632,12616
88852,LOC110042654,10713
88884,LOC110042655,3422
88892,LOC110042617,9549
88914,LOC110042701,1887
88922,LOC110042616,1222
88928,LOC110042646,17029
88937,LOC110042646,14898
88945,LOC110042644,11422
88960,LOC110042659,11970
88982,LOC110042611,1661
88988,LOC110042662,1720
89000,LOC110042691,7959
89017,LOC110042691,6771
89033,LOC110042699,838
89037,LOC110042690,16059
89095,LOC110042695,8252
89122,LOC110042696,2184
89128,LOC110042697,2781
89134,LOC110042693,7248
89138,LOC110042664,2345
89148,LOC110042698,1761
89152,LOC110042694,5810
89174,LOC110042641,11220
89182,LOC110042643,6034
89200,LOC110042642,2110
89205,LOC110042721,14696
89209,LOC110042721,13964
89214,LOC110042618,4944
89218,LOC110042610,1535
89226,LOC110042665,1634
89234,LOC110042606,4795
89244,LOC110042605,1560
89252,LOC110042624,2914
89256,LOC110042705,5428
89271,LOC110042705,5167
89285,LOC110042708,1009
89291,LOC110042706,1005
89297,LOC110042707,1081
89303,LOC110042666,7821
89313,LOC110042667,6790
89323,LOC110042713,4328
89344,LOC110042668,14063
89373,LOC110042614,8692
89401,LOC110042612,9126
89426,LOC110042612,9087
89450,LOC110042612,7904
89474,LOC110042613,3873
89480,LOC110042712,5234
89486,LOC110042608,2145
89490,LOC110042669,1842
89496,LOC110042724,21098
89523,LOC110042724,21097
89548,LOC110042724,8496
89571,LOC110042722,9975
89606,LOC110042647,19455
89646,LOC110042626,31025
89680,LOC110042627,13569
89705,LOC110042627,13567
89733,LOC110042670,12551
89785,LOC110042718,3710
89791,LOC110042717,13562
89827,LOC110042717,13562
89874,LOC110042719,4927
89881,LOC110042672,572
89885,LOC110042609,2061
89891,LOC110042702,1762
89898,LOC110042704,1989
89902,LOC110042700,1921
89908,LOC110042622,5587
89914,LOC110042607,6225
89920,LOC110042607,6224
89927,LOC110042607,4646
89934,LOC110042716,4571
89941,LOC110042715,6981
89948,LOC110042621,3496
89954,LOC110042673,4635
89966,LOC110042674,11406
89982,LOC110042675,11866
90022,LOC110042676,1492
90030,LOC110042688,14550
90056,LOC110042689,3934
90064,LOC110042683,5406
90080,LOC110042677,8473
90101,LOC110042685,4100
90115,LOC110042685,4100
90130,LOC110042684,5013
90136,LOC110042681,7380
90150,LOC110042711,13007
90164,LOC110042678,20165
90178,LOC110042680,1080
90189,LOC110042726,7535
90209,LOC110042725,5861
90233,LOC110042837,5617
90249,LOC110042838,15959
90271,LOC110042883,5620
90280,LOC110042884,6041
90293,LOC110042884,6041
90310,LOC110042898,11848
90325,LOC110042898,11846
90339,LOC110042899,1874
90343,LOC110042860,449
90347,LOC110042880,1647
90353,LOC110042876,4606
90361,LOC110042752,1602
90369,LOC110042753,668
90373,LOC110042877,7394
90379,LOC110042879,5692
90393,LOC110042755,7750
90429,LOC110042878,5743
90450,LOC110042756,10007
90466,LOC110042814,4437
90486,LOC110042818,1203
90490,LOC110042813,4483
90510,LOC110042812,5494
90522,LOC110042815,9048
90538,LOC110042817,2426
90550,LOC110042757,10626
90566,LOC110042894,2668
90572,LOC110042758,410
90576,LOC110042895,4716
90586,LOC110042729,6330
90606,LOC110042845,9616
90626,LOC110042844,4173
90638,LOC110042843,2618
90646,LOC110042759,9709
90652,LOC110042825,28476
90666,LOC110042826,4662
90680,LOC110042826,4659
90694,LOC110042826,4653
90733,LOC110042820,19952
90748,LOC110042820,16108
90760,LOC110042820,16108
90772,LOC110042820,8593
90781,LOC110042820,8593
90791,LOC110042820,8593
90803,LOC110042820,8593
90814,LOC110042820,6307
90826,LOC110042821,5210
90837,LOC110042821,5210
90850,LOC110042821,5210
90866,LOC110042761,1665
90895,LOC110042746,7738
90901,LOC110042745,5221
90905,LOC110042749,5035
90911,LOC110042882,3014
90918,LOC110042738,4997
90926,LOC110042892,1438
90930,LOC110042740,3289
90934,LOC110042819,21450
90996,LOC110042891,15962
91012,LOC110042763,4164
91024,LOC110042858,15631
91040,LOC110042863,3287
91050,LOC110042862,9719
91076,LOC110042827,14319
91128,LOC110042764,4111
91146,LOC110042732,6255
91168,LOC110042735,3012
91182,LOC110042731,4787
91196,LOC110042730,10582
91226,LOC110042897,9026
91238,LOC110042897,9024
91251,LOC110042835,17599
91265,LOC110042835,12947
91279,LOC110042835,12620
91292,LOC110042835,12620
91307,LOC110042765,2425
91317,LOC110042766,2197
91325,LOC110042881,5970
91341,LOC110042767,21976
91367,LOC110042836,10064
91392,LOC110042836,9704
91414,LOC110042751,3577
91420,LOC110042864,7684
91442,LOC110042768,12718
91482,LOC110042909,7760
91498,LOC110042907,6188
91504,LOC110042913,8242
91516,LOC110042906,25110
91558,LOC110042910,10761
91566,LOC110042769,19716
91576,LOC110042911,2289
91582,LOC110042908,14268
91595,LOC110042908,6304
91607,LOC110042804,9285
91612,LOC110042804,2363
91618,LOC110042887,2290
91622,LOC110042770,13598
91660,LOC110042771,13835
91676,LOC110042772,968
91680,LOC110042774,10739
91686,LOC110042896,2906
91691,LOC110042775,947
91695,LOC110042776,926
91699,LOC110042777,932
91703,LOC110042737,1322
91711,LOC110042902,12763
91721,LOC110042904,5702
91737,LOC110042903,4409
91747,LOC110042741,1028
91751,LOC110042842,2284
91757,LOC110042840,3250
91763,LOC110042828,3545
91769,LOC110042778,24286
91851,LOC110042829,5996
91870,LOC110042829,4483
91886,LOC110042831,3308
91896,LOC110042779,1859
91902,LOC110042797,20994
91943,LOC110042797,15885
91988,LOC110042798,13076
91995,LOC110042798,11503
92001,LOC110042739,3979
92007,LOC110042799,24879
92018,LOC110042799,22803
92029,LOC110042799,7725
92045,LOC110042808,4312
92049,LOC110042811,15145
92065,LOC110042810,19109
92087,LOC110042810,18946
92109,LOC110042780,3123
92117,LOC110042744,5950
92131,LOC110042727,8078
92141,LOC110042875,3238
92147,LOC110042875,3238
92154,LOC110042874,3895
92162,LOC110042781,5727
92170,LOC110042782,5449
92193,LOC110042784,10176
92207,LOC110042848,5263
92211,LOC110042849,3314
92215,LOC110042847,16399
92241,LOC110042850,7856
92253,LOC110042750,2111
92257,LOC110042888,5248
92267,LOC110042856,15868
92304,LOC110042856,15868
92342,LOC110042859,7392
92358,LOC110042785,2463
92370,LOC110042853,2267
92380,LOC110042854,5095
92394,LOC110042851,12098
92430,LOC110042852,3589
92443,LOC110042852,3367
92459,LOC110042890,11097
92467,LOC110042786,11069
92479,LOC110042787,29285
92495,LOC110042802,2030
92501,LOC110042788,3165
92511,LOC110042789,17549
92536,LOC110042805,6389
92541,LOC110042728,2214
92550,LOC110042871,11144
92555,LOC110042868,3090
92575,LOC110042866,13583
92579,LOC110042866,3451
92584,LOC110042869,8347
92588,LOC110042833,6908
92598,LOC110042834,13289
92614,LOC110042790,9843
92620,LOC110042791,20168
92642,LOC110042832,8423
92649,LOC110042736,13077
92653,LOC110042736,13076
92657,LOC110042736,13076
92661,LOC110042736,13076
92666,LOC110042855,20322
92694,LOC110042809,2561
92698,LOC110042889,4196
92702,LOC110042792,9854
92721,LOC110042793,2494
92731,LOC110042795,3791
92747,LOC110042796,3791
92763,LOC110042865,8154
92767,LOC110042865,8154
92802,LOC110042972,24844
92829,LOC110042970,4713
92839,LOC110042973,10359
92855,LOC110043019,3824
92865,LOC110043019,3824
92876,LOC110043022,4283
92882,LOC110043017,52626
92956,LOC110043017,52626
93028,LOC110043017,52625
93103,LOC110043020,15082
93107,LOC110043020,6159
93111,LOC110043020,6159
93116,LOC110042985,20964
93132,LOC110042940,4085
93139,LOC110042941,23901
93164,LOC110042930,27354
93179,LOC110042966,18786
93187,LOC110042966,5081
93199,LOC110042942,17929
93225,LOC110042967,2911
93231,LOC110042969,6469
93238,LOC110043030,5214
93248,LOC110042997,4438
93257,LOC110042943,12344
93279,LOC110042998,3407
93292,LOC110042996,8842
93317,LOC110042938,4939
93329,LOC110042987,16858
93339,LOC110042987,16437
93349,LOC110042987,8609
93360,LOC110042986,20921
93388,LOC110042993,12270
93415,LOC110042992,16054
93437,LOC110042944,2310
93445,LOC110042922,5121
93453,LOC110042922,3068
93461,LOC110042921,5270
93471,LOC110043040,4124
93477,LOC110043000,24667
93519,LOC110042995,8111
93533,LOC110042994,4113
93541,LOC110042962,2440
93549,LOC110042959,12935
93578,LOC110042959,12180
93606,LOC110042961,4856
93621,LOC110042964,3129
93633,LOC110042963,2389
93639,LOC110043004,6763
93645,LOC110043004,6763
93651,LOC110043004,6763
93657,LOC110042919,5203
93667,LOC110042919,3508
93677,LOC110042935,11074
93699,LOC110042936,6106
93713,LOC110042937,2895
93719,LOC110042934,10058
93743,LOC110042927,16210
93771,LOC110042928,7069
93781,LOC110042932,15865
93786,LOC110042932,15865
93792,LOC110042932,10587
93797,LOC110042932,10587
93802,LOC110042932,8036
93807,LOC110042999,14303
93821,LOC110042975,6418
93827,LOC110042974,13212
93845,LOC110042979,2767
93849,LOC110042980,9514
93864,LOC110042980,8378
93878,LOC110043003,4774
93885,LOC110043003,4701
93893,LOC110043002,11709
93935,LOC110043033,4715
93943,LOC110043034,7447
93955,LOC110043016,4035
93969,LOC110042945,1738
93975,LOC110042946,21901
93999,LOC110043011,60079
94020,LOC110043008,37750
94060,LOC110043008,37749
94098,LOC110043008,22295
94128,LOC110043008,14543
94152,LOC110043008,14543
94175,LOC110043008,11377
94208,LOC110043013,1651
94212,LOC110043012,4554
94222,LOC110043010,30952
94276,LOC110043010,30859
94329,LOC110043010,28831
94378,LOC110043010,28531
94427,LOC110043010,28506
94476,LOC110043010,28367
94524,LOC110043014,4458
94540,LOC110043024,2930
94547,LOC110042947,9145
94569,LOC110043031,17902
94592,LOC110043036,7103
94608,LOC110043037,5978
94622,LOC110042924,10274
94646,LOC110042926,7667
94666,LOC110042920,2212
94670,LOC110042948,1419
94674,LOC110043027,3049
94685,LOC110043027,1796
94695,LOC110042949,7807
94705,LOC110043038,5069
94713,LOC110043038,4616
94721,LOC110043039,9193
94729,LOC110042925,3158
94733,LOC110042925,3158
94737,LOC110042925,3158
94741,LOC110042925,2742
94745,LOC110042925,2742
94750,LOC110043005,7003
94762,LOC110043005,7003
94775,LOC110043026,2898
94783,LOC110042933,4123
94795,LOC110042976,9053
94825,LOC110042977,12746
94852,LOC110042951,13578
94892,LOC110042982,11243
94928,LOC110042983,2582
94932,LOC110042984,2235
94936,LOC110042991,6232
94951,LOC110042988,12433
94986,LOC110042988,12183
95022,LOC110042952,1336
95028,LOC110043007,20108
95058,LOC110043029,940
95064,LOC110043006,3110
95072,LOC110043035,4136
95080,LOC110042917,4550
95088,LOC110042953,830
95092,LOC110042916,2011
95096,LOC110042954,1872
95104,LOC110042955,60063
95235,LOC110043025,2331
95245,LOC110043023,4810
95269,LOC110042956,784
95275,LOC110042957,2043
95283,LOC110042958,606
95290,LOC110043045,13694
95317,LOC110043062,35384
95404,LOC110043062,33532
95489,LOC110043062,29763
95555,LOC110043064,7998
95567,LOC110043063,4649
95571,LOC110043053,1851
95577,LOC110043054,9354
95595,LOC110043054,4958
95613,LOC110043054,4838
95632,LOC110043055,2603
95643,LOC110043055,2592
95655,LOC110043065,5776
95665,LOC110043066,658
95669,LOC110043047,4215
95679,LOC110043049,16169
95689,LOC110043051,7998
95705,LOC110043067,9399
95717,LOC110043052,7811
95723,LOC110043059,5632
95739,LOC110043058,12316
95765,LOC110043061,3520
95773,LOC110043057,24437
95817,LOC110043085,2277
95825,LOC110043084,3669
95832,LOC110043084,9942
95842,LOC110043079,3123
95846,LOC110043079,3120
95851,LOC110043070,8328
95866,LOC110043070,8750
95882,LOC110043070,8325
95898,LOC110043068,8416
95904,LOC110043080,10348
95932,LOC110043081,25179
95983,LOC110043082,1115
95989,LOC110043073,20099
96044,LOC110043073,20098
96098,LOC110043077,4277
96106,LOC110043072,20356
96144,LOC110043075,1741
96148,LOC110043074,8837
96165,LOC110043074,8512
96182,LOC110043046,16607
96190,LOC110043083,4567
96198,LOC110043078,2893
96204,LOC110043087,9864
96210,LOC110043088,1666
96214,LOC110043048,6010
96220,LOC110043071,15905
96228,LOC110043071,7586
96234,LOC110043071,7572
96251,LOC110043179,1303
96259,LOC110043241,4620
96279,LOC110043224,53042
96322,LOC110043224,53038
96364,LOC110043226,4836
96382,LOC110043225,11026
96392,LOC110043231,3185
96402,LOC110043228,3840
96416,LOC110043230,3840
96430,LOC110043229,3840
96444,LOC110043199,17207
96481,LOC110043199,15606
96514,LOC110043134,2634
96518,LOC110043132,11864
96555,LOC110043132,11864
96593,LOC110043133,7161
96601,LOC110043194,2426
96605,LOC110043242,16450
96667,LOC110043195,1504
96673,LOC110043136,27311
96737,LOC110043137,3184
96747,LOC110043243,5606
96765,LOC110043240,813
96771,LOC110043215,2447
96775,LOC110043233,4142
96785,LOC110043244,17957
96812,LOC110043245,92393
96846,LOC110043094,5114
96862,LOC110043095,2745
96870,LOC110043091,12260
96904,LOC110043093,11536
96930,LOC110043092,3724
96936,LOC110043092,2502
96940,LOC110043196,8922
96954,LOC110043246,8014
96972,LOC110043290,4529
96990,LOC110043213,1127
96994,LOC110043138,28467
97022,LOC110043138,28467
97050,LOC110043138,22788
97075,LOC110043138,21858
97102,LOC110043232,1950
97108,LOC110043247,2600
97116,LOC110043235,1975
97122,LOC110043117,4811
97131,LOC110043117,4811
97141,LOC110043207,5674
97147,LOC110043248,20368
97176,LOC110043141,3372
97181,LOC110043180,3074
97187,LOC110043181,4332
97197,LOC110043249,33693
97241,LOC110043142,20543
97279,LOC110043151,1277
97285,LOC110043144,14630
97301,LOC110043144,12432
97319,LOC110043149,4531
97333,LOC110043147,9253
97343,LOC110043152,844
97349,LOC110043150,2190
97355,LOC110043250,8811
97390,LOC110043148,13130
97398,LOC110043143,28432
97436,LOC110043145,41106
97461,LOC110043145,41628
97488,LOC110043145,40232
97515,LOC110043145,40232
97542,LOC110043145,40232
97570,LOC110043251,7814
97582,LOC110043168,8520
97595,LOC110043168,8520
97608,LOC110043168,8520
97622,LOC110043206,5070
97632,LOC110043192,8819
97641,LOC110043192,5070
97651,LOC110043252,18924
97685,LOC110043253,3133
97700,LOC110043099,10772
97728,LOC110043217,3760
97735,LOC110043217,23864
97748,LOC110043217,23864
97762,LOC110043256,4314
97770,LOC110043257,16111
97788,LOC110043191,8934
97794,LOC110043210,8399
97799,LOC110043203,4699
97811,LOC110043204,27874
97847,LOC110043183,33355
97877,LOC110043182,15686
97909,LOC110043182,15101
97942,LOC110043090,6159
97952,LOC110043090,4937
97962,LOC110043124,1834
97966,LOC110043123,2947
97970,LOC110043122,15303
98012,LOC110043121,5274
98016,LOC110043154,12190
98042,LOC110043288,2129
98050,LOC110043258,3057
98054,LOC110043259,24929
98074,LOC110043114,5242
98082,LOC110043114,4655
98091,LOC110043260,840
98095,LOC110043261,1201
98103,LOC110043211,14696
98148,LOC110043211,14695
98206,LOC110043127,6751
98217,LOC110043127,3952
98229,LOC110043126,8461
98236,LOC110043126,6667
98243,LOC110043129,16226
98255,LOC110043263,3769
98269,LOC110043209,3490
98281,LOC110043116,2857
98289,LOC110043110,8884
98297,LOC110043219,4250
98303,LOC110043106,11969
98309,LOC110043125,3000
98315,LOC110043264,7673
98322,LOC110043109,3095
98330,LOC110043119,3630
98339,LOC110043119,3626
98347,LOC110043239,5332
98353,LOC110043265,1048
98357,LOC110043097,2680
98361,LOC110043185,14265
98375,LOC110043186,12561
98383,LOC110043187,20556
98406,LOC110043187,20556
98430,LOC110043188,2363
98438,LOC110043189,5928
98447,LOC110043189,5928
98471,LOC110043293,18881
98507,LOC110043294,4064
98513,LOC110043107,3446
98523,LOC110043171,3724
98531,LOC110043266,2135
98537,LOC110043170,41089
98547,LOC110043175,2738
98553,LOC110043176,3790
98568,LOC110043173,12955
98579,LOC110043267,5182
98587,LOC110043172,4143
98595,LOC110043177,10520
98603,LOC110043169,4749
98618,LOC110043220,3235
98626,LOC110043268,12929
98638,LOC110043163,4233
98648,LOC110043160,6985
98658,LOC110043158,10522
98668,LOC110043161,2920
98678,LOC110043269,4755
98686,LOC110043156,13097
98718,LOC110043157,9137
98750,LOC110043270,3031
98756,LOC110043159,21464
98766,LOC110043159,12096
98776,LOC110043159,11153
98787,LOC110043162,1884
98795,LOC110043271,12419
98804,LOC110043139,10242
98821,LOC110043139,8358
98839,LOC110043272,7034
98857,LOC110043140,2777
98867,LOC110043274,2696
98879,LOC110043238,13818
98895,LOC110043237,4132
98907,LOC110043111,3345
98917,LOC110043120,12704
98927,LOC110043275,5481
98937,LOC110043276,40180
99011,LOC110043115,2473
99015,LOC110043216,5064
99026,LOC110043216,5064
99038,LOC110043100,5063
99046,LOC110043102,5830
99061,LOC110043104,2958
99068,LOC110043101,8194
99088,LOC110043103,1409
99094,LOC110043277,4097
99098,LOC110043130,3424
99102,LOC110043278,3932
99110,LOC110043218,3347
99124,LOC110043198,3347
99138,LOC110043197,7643
99146,LOC110043279,2245
99156,LOC110043167,3429
99168,LOC110043166,4952
99182,LOC110043281,10779
99208,LOC110043282,20655
99242,LOC110043131,3663
99246,LOC110043283,25404
99279,LOC110043284,1388
99283,LOC110043289,3437
99291,LOC110043135,2552
99297,LOC110043285,6333
99319,LOC110043286,6001
99339,LOC110043205,2547
99355,LOC110043200,4813
99365,LOC110043164,4305
99378,LOC110043164,4304
99392,LOC110043201,8929
99413,LOC110043201,8763
99433,LOC110043208,9495
99447,LOC110043222,12678
99480,LOC110043222,12678
99515,LOC110043223,5638
99523,LOC110043287,18932
99572,LOC110043300,3547
99576,LOC110043312,7694
99605,LOC110043297,1971
99615,LOC110043306,45270
99635,LOC110043306,33547
99653,LOC110043306,25158
99671,LOC110043306,20838
99689,LOC110043306,19112
99707,LOC110043306,38014
99725,LOC110043307,4340
99743,LOC110043308,3433
99759,LOC110043315,1574
99765,LOC110043299,1644
99777,LOC110043301,2946
99781,LOC110043313,10587
99787,LOC110043298,5325
99816,LOC110043302,21403
99823,LOC110043302,10629
99828,LOC110043302,7963
99834,LOC110043311,3312
99839,LOC110043310,1926
99843,LOC110043304,6149
99849,LOC110043305,5995
99882,LOC110043333,106328
99911,LOC110043331,8941
99934,LOC110043332,7621
99952,LOC110043336,8703
99971,LOC110043336,8703
99991,LOC110043343,3915
100001,LOC110043356,14973
100037,LOC110043346,1896
100043,LOC110043345,7466
100059,LOC110043345,6796
100075,LOC110043344,2182
100079,LOC110043357,16042
100105,LOC110043358,977
100111,LOC110043360,5298
100121,LOC110043347,6996
100147,LOC110043353,12853
100173,LOC110043353,12853
100200,LOC110043353,12853
100228,LOC110043329,3616
100236,LOC110043362,2838
100244,LOC110043371,1374
100248,LOC110043363,7401
100268,LOC110043368,18263
100296,LOC110043330,7400
100316,LOC110043361,1597
100322,LOC110043372,18944
100327,LOC110043372,9304
100331,LOC110043372,2833
100335,LOC110043372,1635
100340,LOC110043364,19919
100378,LOC110043340,6831
100392,LOC110043341,3439
100404,LOC110043338,7662
100418,LOC110043339,6488
100437,LOC110043320,11200
100445,LOC110043320,7590
100454,LOC110043320,7585
100463,LOC110043320,2896
100471,LOC110043320,2894
100480,LOC110043365,7629
100489,LOC110043352,1329
100493,LOC110043351,7369
100517,LOC110043366,4254
100527,LOC110043370,6480
100543,LOC110043318,4202
100554,LOC110043325,3950
100563,LOC110043325,3947
100571,LOC110043323,5894
100576,LOC110043367,6771
100592,LOC110043327,5153
100606,LOC110043326,10115
100622,LOC110043324,16131
100649,LOC110043324,12719
100677,LOC110043349,11221
100683,LOC110043348,12665
100717,LOC110043319,2096
100721,LOC110043350,6128
100750,LOC110043382,3815
100759,LOC110043382,3815
100769,LOC110043382,3815
100790,LOC110043391,1727
100796,LOC110043392,2852
100804,LOC110043510,12492
100816,LOC110043511,16316
100836,LOC110043383,1115
100840,LOC110043393,3587
100846,LOC110043394,1082
100850,LOC110043395,1769
100854,LOC110043502,7871
100864,LOC110043503,2220
100868,LOC110043501,19884
100903,LOC110043501,19884
100939,LOC110043501,18336
100975,LOC110043531,2593
100979,LOC110043396,1010
100983,LOC110043397,1010
100987,LOC110043399,1010
100991,LOC110043400,1010
100995,LOC110043524,2188
100999,LOC110043401,1577
101003,LOC110043523,1498
101010,LOC110043528,1280
101014,LOC110043487,7386
101022,LOC110043487,7386
101031,LOC110043535,3318
101039,LOC110043480,5079
101047,LOC110043479,13756
101057,LOC110043479,13755
101068,LOC110043488,16623
101082,LOC110043488,16622
101097,LOC110043403,5541
101107,LOC110043489,15838
101130,LOC110043527,2809
101140,LOC110043404,27120
101234,LOC110043504,4855
101245,LOC110043504,4855
101255,LOC110043406,3937
101267,LOC110043407,30914
101291,LOC110043408,22444
101373,LOC110043409,9098
101381,LOC110043378,7920
101393,LOC110043379,9483
101401,LOC110043451,1808
101405,LOC110043411,5074
101417,LOC110043525,3454
101428,LOC110043525,2655
101442,LOC110043475,14792
101462,LOC110043473,19029
101489,LOC110043473,19029
101516,LOC110043473,13378
101541,LOC110043473,13378
101567,LOC110043470,31523
101603,LOC110043471,13083
101643,LOC110043472,3439
101647,LOC110043496,9704
101680,LOC110043413,17590
101720,LOC110043497,7308
101739,LOC110043497,6324
101759,LOC110043499,10801
101768,LOC110043499,7227
101776,LOC110043414,5889
101786,LOC110043384,5875
101808,LOC110043516,3045
101822,LOC110043515,2806
101826,LOC110043469,7075
101840,LOC110043468,4734
101848,LOC110043458,21251
101869,LOC110043458,18516
101891,LOC110043459,1394
101895,LOC110043415,11671
101911,LOC110043514,2784
101915,LOC110043500,1932
101921,LOC110043466,6153
101934,LOC110043467,2777
101938,LOC110043478,9453
101958,LOC110043463,12124
101964,LOC110043416,27815
102048,LOC110043461,2619
102052,LOC110043456,3586
102062,LOC110043377,4535
102071,LOC110043462,5015
102078,LOC110043388,1572
102082,LOC110043389,2947
102088,LOC110043417,17187
102113,LOC110043418,25908
102141,LOC110043419,2339
102151,LOC110043476,5907
102159,LOC110043477,2808
102165,LOC110043486,2456
102171,LOC110043422,40937
102229,LOC110043420,1573
102233,LOC110043465,3268
102239,LOC110043439,3455
102246,LOC110043494,15483
102272,LOC110043492,14964
102301,LOC110043492,6207
102326,LOC110043492,5944
102350,LOC110043424,22837
102377,LOC110043493,2870
102384,LOC110043493,1714
102390,LOC110043521,18299
102428,LOC110043381,27420
102451,LOC110043380,2336
102455,LOC110043425,26184
102487,LOC110043522,8381
102491,LOC110043522,8381
102495,LOC110043522,8381
102499,LOC110043522,8381
102505,LOC110043505,6590
102521,LOC110043507,2316
102525,LOC110043509,6482
102545,LOC110043508,13001
102564,LOC110043426,12434
102582,LOC110043427,10060
102610,LOC110043532,23107
102619,LOC110043428,21634
102677,LOC110043534,7326
102694,LOC110043533,10015
102700,LOC110043429,6794
102706,LOC110043446,8801
102726,LOC110043448,722
102730,LOC110043430,26133
