"","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"STRG.11388",26,0,77,63,43,10,13,9,46,99,62,79
"STRG.12269",276,195,543,467,169,381,524,553,527,630,228,131
"STRG.12273",18,39,86,38,10,77,160,97,71,55,41,6
"STRG.18506",117,114,213,149,70,154,258,273,253,222,90,42
"STRG.2476",28,10,26,30,63,23,21,16,46,34,56,64
"STRG.18476",281,342,328,328,156,527,726,757,452,441,206,226
