"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"STRG.11388",40.0897111279742,2.94760849335691,0.503743061271966,5.85141259497275,4.87415410287436e-09,4.66822109202792e-05,"MidvsHigh",26,0,77,63,43,10,13,9,46,99,62,79
"STRG.12269",355.957081191277,-0.942735544649665,0.215839260343977,-4.36776674988254,1.2552344230557e-05,0.0427812134980207,"MidvsHigh",276,195,543,467,169,381,524,553,527,630,228,131
"STRG.12273",57.0365855751971,-2.32630764088765,0.439453147533739,-5.29364200471235,1.19904052720204e-07,0.000765587376618503,"MidvsHigh",18,39,86,38,10,77,160,97,71,55,41,6
"STRG.18506",156.808570026387,-1.26858691575394,0.289244669464633,-4.38586100169793,1.15527880788154e-05,0.0427812134980207,"MidvsHigh",117,114,213,149,70,154,258,273,253,222,90,42
"STRG.2476",38.5653593734438,1.75157421047002,0.402340686888563,4.35346030752083,1.34005367260832e-05,0.0427812134980207,"MidvsHigh",28,10,26,30,63,23,21,16,46,34,56,64
"STRG.18476",415.123610986981,-1.35669222094337,0.218802959347391,-6.20052043624038,5.62767516239837e-10,1.07798117735741e-05,"MidvsHigh",281,342,328,328,156,527,726,757,452,441,206,226
