"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"8","GO:0019752",0.0218229087096494,0.999811577613103,1,5,"carboxylic acid metabolic process","BP"
"9","GO:0071897",0.0212275377544872,0.999832841353903,1,4,"DNA biosynthetic process","BP"
