"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"LOC113676900",765.04734303139,-0.234391640606735,0.502981805229441,-0.466004213611295,0.6412124844989,0.99965192401015,"MidvsHigh"
"LOC113685233",126.913976182108,0.105482814299469,0.522574259196846,0.201852296478567,0.840032196240452,0.99965192401015,"MidvsHigh"
"LOC113677589",67.9285772148586,0.22876514962702,0.305406433059711,0.749051509279418,0.453826160021514,0.99965192401015,"MidvsHigh"
"LOC113685649",31.4437600348277,-0.508869260469328,0.614963758539236,-0.827478454467103,0.407965929064489,0.99965192401015,"MidvsHigh"
"LOC113671734",135.947907313006,0.0507495516487984,0.207670247281137,0.24437564992204,0.806939898716443,0.99965192401015,"MidvsHigh"
"LOC113680717",797.952575466546,0.0967612139759309,0.118930274091053,0.81359615720595,0.415876340055143,0.99965192401015,"MidvsHigh"
"LOC113668215",240.501408244744,-0.0166521574837846,0.257046357154939,-0.064782701720014,0.948347014543015,0.99965192401015,"MidvsHigh"
"LOC113666827",70.5065374201651,0.234491349178339,0.283630798559076,0.82674854201173,0.408379601678537,0.99965192401015,"MidvsHigh"
"LOC113685108",510.187791459145,-0.111834047060014,0.145185346102689,-0.77028467446649,0.441131045286592,0.99965192401015,"MidvsHigh"
"LOC113664779",563.29745613719,0.0472222746641407,0.340924546259311,0.138512392792694,0.889835475990516,0.99965192401015,"MidvsHigh"
"LOC113675887",59.8120787612355,-0.720978356232984,0.388704414077402,-1.85482420605961,0.0636213342053872,0.99965192401015,"MidvsHigh"
"LOC113681258",50.6364092331628,-0.343844965890285,0.343035892270625,-1.00235856841191,0.316170444892375,0.99965192401015,"MidvsHigh"
"LOC113677931",293.813957877602,-0.000632220147833367,0.184545786847187,-0.00342581729246887,0.997266598620844,0.99965192401015,"MidvsHigh"
"LOC113674810",191.806852879448,-0.161906891728035,0.226290938343764,-0.715481109906742,0.474311809235142,0.99965192401015,"MidvsHigh"
"LOC113666591",1602.03834673212,-0.0371991384166627,0.32208899909793,-0.115493352833676,0.90805408889236,0.99965192401015,"MidvsHigh"
