gene_id,10_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,11_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,11_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,12_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,15_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,16_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,17_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,18_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,1_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,21_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,22_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,23_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,24_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,25_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,25_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,26_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,26_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,27_1_test_noGFF.Aligned.sortedByCoord.out.bam.merge.gtf,28_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,29_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,2_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,30_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,31_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,33_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,34_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,3_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,3_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,40_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,42_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,43_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,43_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,44_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,45_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,45_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,46_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,48_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,6_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,6_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,7_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,8_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,9_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,9_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
pdam_00008090,0,49,44,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,45,25,0,0,16,37,43,0,0,0,61,59,27,0,0,0,0,0,0,16,0,58,52,0,0,0,0,0,0,0,0
pdam_00008097,29,286,280,16,0,0,30,0,0,22,21,13,0,144,22,26,0,0,0,0,0,0,14,11,151,9,283,22,0,20,0,0,0,250,200,18,0,200,516,492,0,26,0,493,482,265,27,0,0,17,0,17,136,0,318,320,45,32,20,0,0,5,0,0
pdam_00008096,16,377,368,8,0,0,0,0,11,18,15,0,11,269,22,11,6,9,16,11,11,5,6,6,227,7,328,12,0,9,0,0,0,436,295,20,14,388,918,917,0,11,14,746,726,371,19,14,7,0,0,8,181,18,660,642,0,0,9,0,10,0,0,0
pdam_00008095,7,236,250,0,0,0,0,0,4,7,2,4,0,46,5,6,3,0,3,0,0,0,0,0,40,0,50,4,0,0,0,0,0,40,32,0,0,42,190,202,0,0,11,183,190,83,0,0,5,0,0,0,78,8,255,262,0,0,0,0,2,0,0,0
pdam_00008094,0,522,504,28,0,0,0,0,0,0,50,17,0,349,0,0,0,0,42,0,6,15,13,0,260,0,161,34,0,9,0,0,0,365,324,0,3,365,762,744,0,0,0,794,778,424,6,0,41,5,5,0,234,0,509,509,0,0,0,0,0,0,0,0
pdam_00015891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00019843,0,65,67,0,0,0,0,0,0,26,0,0,0,66,24,0,0,0,0,0,0,0,0,12,44,0,19,0,0,0,0,0,0,63,50,0,0,103,147,149,0,0,27,188,186,82,0,0,0,0,0,0,59,0,113,110,0,24,0,0,0,0,0,0
pdam_00008099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00008098,0,10,10,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,7,5,0,0,9,15,15,0,0,0,20,23,8,0,0,0,0,0,0,3,0,13,13,0,0,0,0,0,0,0,0
pdam_00019846,0,42,37,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,36,0,10,0,0,0,0,0,0,61,38,0,0,66,77,79,0,0,0,108,106,50,0,0,0,0,0,0,33,0,67,70,0,0,0,0,0,0,0,0
pdam_00019847,0,167,170,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,66,0,44,0,0,0,0,0,0,148,133,0,0,114,177,182,0,0,0,212,215,113,0,0,0,0,0,0,67,0,106,93,0,0,0,0,0,0,0,0
pdam_00019844,4,82,81,0,0,1,2,2,2,1,0,1,1,48,1,0,0,0,1,0,0,0,0,0,45,0,13,1,0,0,1,1,0,73,56,0,0,60,126,132,0,1,0,154,145,55,0,0,0,0,0,1,38,1,75,76,0,0,0,0,0,0,0,0
pdam_00019845,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,42,45,47,0,0,0,64,50,25,0,0,0,0,0,0,14,0,30,27,0,0,0,0,0,0,0,0
pdam_00025405,0,14,38,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,26,0,12,0,0,0,0,0,0,26,27,0,0,60,52,45,0,0,0,66,71,28,0,0,0,0,0,0,19,1,80,73,0,0,0,0,0,0,0,0
pdam_00022516,0,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,6,10,0,0,22,20,20,0,0,0,21,21,10,0,0,0,0,0,0,11,0,24,25,0,0,0,0,0,0,0,0
pdam_00024801,0,5,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,1,6,0,0,0,7,0,5,4,0,4,4,13,10,26,13,0,9,7,7,0,10,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
pdam_00022517,0,0,2,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4,0,1,1,5,5,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
pdam_00025256,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,0,0,0
pdam_00018639,0,89,85,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,23,0,16,0,0,0,0,0,0,68,57,0,0,51,92,105,0,0,0,146,143,57,0,0,0,0,0,0,34,0,54,56,0,0,0,0,0,0,0,0
pdam_00018429,0,37,42,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,25,0,17,0,0,0,0,0,0,35,20,0,0,24,72,77,0,0,0,76,81,19,0,0,0,0,0,0,11,0,42,42,0,0,0,0,0,0,0,0
pdam_00018428,0,77,83,0,0,1,1,1,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,16,0,13,0,0,0,0,1,0,30,49,0,1,28,52,51,0,1,0,69,76,20,0,0,0,0,1,0,52,0,84,91,0,0,0,0,0,0,0,0
pdam_00018427,0,424,430,0,0,0,0,0,0,0,0,0,0,171,0,0,6,0,0,0,1,0,0,0,98,0,65,0,0,0,0,0,0,151,152,0,0,155,390,411,0,0,0,528,538,166,0,0,0,0,0,0,164,0,345,351,0,0,0,0,0,0,0,0
pdam_00018426,0,604,628,13,0,0,7,8,0,0,0,0,0,307,14,0,0,0,0,0,0,17,9,0,226,0,99,0,0,0,0,0,0,407,326,23,0,290,608,642,0,0,0,809,830,331,0,0,0,0,0,0,212,21,523,536,0,0,0,0,0,0,0,0
pdam_00022752,3,459,451,0,0,0,0,0,7,4,0,0,5,103,6,0,0,3,0,0,0,0,0,0,74,0,99,0,0,0,0,0,0,102,99,0,0,138,197,184,0,0,0,221,235,151,0,0,0,2,0,0,58,6,122,132,0,0,0,0,0,0,0,0
pdam_00008169,0,63,58,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,17,0,29,0,0,0,0,0,0,27,39,0,0,51,65,68,0,0,0,82,82,39,0,0,0,0,0,0,29,0,97,93,0,0,0,0,0,0,0,0
pdam_00008168,0,63,61,5,0,0,0,0,1,0,3,4,0,42,0,0,2,4,0,0,0,0,0,0,36,0,60,4,0,0,0,0,0,42,32,4,0,55,125,121,0,0,1,101,98,78,0,0,3,0,0,4,20,3,78,72,0,0,0,0,1,0,0,0
pdam_00008167,63,1018,994,50,0,0,26,19,0,50,53,46,33,520,0,72,0,0,0,19,0,23,23,0,446,0,520,0,0,0,0,0,0,535,424,0,0,659,1191,1149,30,16,37,1292,1251,613,22,8,0,23,7,0,379,56,1128,1110,44,0,35,16,0,0,11,8
pdam_00008166,0,227,228,1,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,83,2,157,0,0,0,0,0,0,100,178,0,0,194,286,278,0,0,2,183,187,132,0,0,0,0,0,0,151,2,310,309,0,0,0,0,0,0,0,2
pdam_00008165,31,1915,1891,22,0,1,12,10,10,8,53,80,3,1386,11,47,11,50,25,6,2,14,10,28,1298,34,2056,21,0,4,0,6,6,1072,1697,3,0,1674,2566,2515,0,2,19,2138,2122,1507,6,0,19,3,1,19,1421,35,3313,3237,4,2,10,4,97,26,4,4
pdam_00008164,38,793,860,18,0,4,8,8,23,15,43,66,9,575,21,45,18,26,16,0,0,0,11,23,553,27,1721,16,0,0,0,0,0,479,672,2,8,997,1293,1342,6,5,45,1188,1210,716,0,0,25,0,0,0,752,42,2143,2219,0,3,3,11,56,0,2,3
pdam_00008163,0,96,110,3,0,2,0,0,0,2,0,2,0,98,2,0,2,2,0,0,0,0,0,0,70,0,186,2,0,0,2,0,0,83,67,0,3,188,291,319,0,0,1,261,275,98,0,0,2,0,0,0,99,2,239,271,0,0,0,1,0,3,0,3
pdam_00008162,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,28,29,0,0,0,37,32,0,0,0,0,0,0,0,0,0,45,43,0,0,0,0,0,0,0,0
pdam_00008161,0,932,1025,0,5,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,5,0,0,186,0,592,0,0,0,0,0,0,558,366,0,0,734,1862,2021,0,0,0,1209,1280,511,0,0,0,0,0,0,250,0,773,845,0,0,0,0,0,0,0,0
pdam_00008160,0,1843,1797,0,0,3,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,8,0,0,546,0,520,0,0,0,0,0,0,1365,1188,0,0,1013,2796,2820,0,0,0,2793,2721,1063,0,0,0,0,6,0,843,0,2240,2191,0,0,0,0,0,0,0,0
pdam_00022459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00015737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00012274,72,735,750,75,0,0,0,0,0,60,157,81,0,455,0,85,67,90,152,56,41,36,32,67,380,50,300,180,0,59,51,61,48,427,440,143,106,536,1038,1054,77,58,47,1073,1081,608,87,107,119,0,0,140,333,71,1058,1071,0,0,86,54,130,81,0,0
pdam_00012275,0,84,79,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,20,0,51,0,0,0,0,0,0,51,31,0,0,115,108,112,0,0,0,124,128,64,0,0,0,0,0,0,21,0,108,118,0,0,0,0,0,0,0,0
pdam_00012276,0,584,576,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,356,0,64,0,0,0,0,0,0,491,546,0,0,746,962,937,3,3,0,1280,1250,504,0,0,0,0,0,0,485,0,888,869,0,0,0,0,0,0,0,0
pdam_00012270,3,10,9,2,0,0,0,0,1,1,2,5,1,9,2,1,1,3,1,3,0,0,1,2,3,1,3,2,0,0,1,1,1,2,9,6,2,24,20,20,2,4,2,30,28,13,0,4,2,0,0,1,7,2,32,34,0,0,2,2,4,0,0,1
pdam_00012271,0,91,86,0,0,0,0,0,0,0,1,1,0,50,0,0,1,0,0,0,0,0,0,0,32,0,11,1,0,0,0,0,0,55,45,0,0,39,98,104,0,0,0,102,99,52,0,0,0,0,1,0,24,1,86,90,1,0,0,1,0,0,0,0
pdam_00012272,1,198,209,2,0,0,0,0,0,0,4,0,0,93,2,3,3,2,3,3,0,0,0,0,103,0,28,0,0,0,2,2,0,124,97,0,0,90,251,238,0,0,0,246,237,120,2,0,4,0,0,2,79,0,197,202,0,0,0,0,4,0,0,0
pdam_00012273,0,63,61,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,30,27,0,0,43,87,95,0,0,0,92,94,26,0,0,0,0,0,0,27,0,66,76,0,0,0,0,0,0,0,0
pdam_00023025,0,16,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,6,15,0,0,0,0,6,0,0,0,7,11,5,0,0,0,0,0,0,18,0,5,6,0,0,0,0,0,0,0,0
pdam_00023024,0,161,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,13,0,0,0,19,17,0,0,0,0,0,0,0,0,0,24,29,0,0,0,0,0,0,0,0
pdam_00023027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00023026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00023021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,0,0,0,27,24,0,0,0,0,0,0,0,0,0,31,24,0,0,0,0,0,0,0,0
pdam_00023020,0,120,119,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,105,118,0,0,104,125,126,0,0,0,127,121,111,0,0,0,0,0,0,81,0,173,172,0,0,0,0,0,0,0,0
pdam_00023023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00023022,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,2,0,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0
pdam_00023029,0,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0
pdam_00023028,0,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,2,6,3,0,0,0,7,8,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0
pdam_00006640,0,274,282,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,88,0,92,0,0,0,0,0,0,191,89,0,0,137,312,312,0,0,0,365,362,199,0,0,0,0,0,0,74,0,227,225,0,0,0,0,0,0,0,0
pdam_00006641,0,355,347,6,0,1,2,2,0,0,9,4,0,184,1,6,5,5,6,2,0,2,2,3,124,9,54,8,0,0,0,2,2,214,201,2,0,179,311,307,0,0,0,480,464,223,0,0,11,0,1,8,139,1,281,281,0,0,2,2,2,6,0,0
pdam_00006642,7,607,600,10,0,0,0,0,0,0,13,0,0,347,7,12,8,0,13,0,0,0,0,7,213,5,104,0,0,0,0,6,0,430,361,0,1,351,662,661,0,0,0,724,719,355,0,0,0,0,0,5,247,0,676,665,0,0,0,0,0,0,0,0
pdam_00006643,0,560,536,0,0,0,0,0,0,0,0,0,3,242,3,0,0,0,6,0,0,0,0,0,226,2,72,5,0,0,0,0,0,343,256,0,0,240,626,592,4,0,0,703,694,334,0,7,0,0,0,0,179,0,696,671,0,0,0,0,0,0,0,0
pdam_00006644,27,163,165,38,0,0,0,0,0,0,15,0,0,176,17,0,13,0,0,0,5,0,0,0,150,0,50,28,0,0,0,0,0,296,118,0,0,184,483,472,0,0,0,500,492,255,0,0,18,0,0,0,73,38,351,353,0,11,0,0,0,0,0,0
pdam_00006645,78,1981,1961,74,0,0,42,43,54,76,106,73,67,923,59,86,102,61,88,96,62,96,58,54,846,49,319,49,0,158,71,0,36,1557,1213,61,36,1014,2130,2121,74,53,92,2452,2440,1258,105,66,79,32,0,43,683,109,1824,1840,38,0,138,101,78,23,25,26
pdam_00006646,0,43,43,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,10,0,0,0,0,0,12,0,6,5,0,0,0,2,0,28,41,0,0,53,63,59,0,2,4,87,88,31,0,0,0,0,0,2,25,0,46,48,0,0,0,0,0,0,0,0
pdam_00006647,0,417,404,2,2,2,0,1,0,0,0,0,0,247,0,0,0,0,0,0,0,4,4,0,268,0,104,0,0,0,0,0,0,287,278,0,0,228,508,477,0,0,0,519,511,231,0,0,1,0,0,0,138,3,522,488,0,0,0,0,0,0,0,0
pdam_00006648,1,26,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,7,13,0,0,15,17,14,0,0,0,20,21,6,0,0,0,0,0,0,10,0,12,11,0,0,0,0,0,0,0,0
pdam_00006649,0,1336,1313,7,3,0,0,0,0,3,10,6,6,454,6,8,6,3,4,0,0,12,6,0,363,4,120,6,0,0,3,4,2,514,521,7,0,326,1038,1029,5,0,4,1171,1151,643,0,0,4,0,0,3,354,10,1373,1344,2,0,2,0,4,6,0,0
pdam_00015092,5,2415,2576,0,0,0,17,20,0,0,4,0,0,1088,0,0,2,0,0,3,3,10,6,0,686,0,1190,0,0,0,0,0,0,1500,1468,0,0,1417,3195,3900,6,0,0,3222,3596,1695,4,5,0,0,0,0,925,12,2002,2352,5,4,8,5,0,0,3,3
pdam_00025975,0,145,95,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,163,0,44,0,0,0,0,0,0,225,79,0,0,160,377,304,0,0,0,335,237,180,0,0,0,0,0,0,70,0,224,176,0,0,0,0,0,0,0,0
pdam_00024231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00024230,0,51,27,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,32,0,0,0,19,15,10,0,0,0,18,11,33,0,0,0,0,0,0,0,1,17,11,0,0,0,0,0,0,0,0
pdam_00024232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00023248,0,17,20,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,16,0,0,29,45,49,0,0,0,35,39,27,0,0,0,0,0,0,19,0,0,9,0,0,0,0,0,0,0,0
pdam_00023245,0,78,72,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,27,0,29,0,0,0,0,0,0,42,82,0,0,45,138,157,0,0,0,97,102,25,0,0,0,0,0,0,41,0,55,53,0,0,0,0,0,0,0,0
pdam_00023247,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00023246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
pdam_00015082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00015083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00015080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00015081,0,29,37,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,5,10,0,0,4,11,11,0,0,0,22,23,12,0,0,0,0,0,0,10,0,17,18,0,1,0,0,0,0,0,0
pdam_00015086,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,10,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
pdam_00015087,0,19,19,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,40,3,0,0,3,80,87,0,0,0,112,112,34,0,0,0,0,0,0,18,0,21,23,0,0,0,0,0,0,0,0
pdam_00015084,1,2296,2311,0,0,0,3,2,0,0,0,0,0,538,1,0,0,0,0,0,0,7,8,0,414,0,395,0,0,3,0,0,0,1106,1173,0,0,588,1803,1897,2,0,0,1590,1571,829,3,0,0,2,0,2,635,0,1842,1893,2,2,0,0,0,0,2,2
pdam_00015085,0,154,156,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,76,0,58,0,0,0,0,0,0,144,129,0,0,104,255,259,0,0,0,279,272,123,0,0,0,0,0,0,120,0,246,251,0,0,2,0,0,0,0,0
pdam_00015088,8,193,191,3,0,0,0,0,4,8,0,3,6,137,3,4,6,4,0,0,2,0,0,0,139,7,74,0,0,0,0,0,0,158,102,0,0,195,386,380,2,0,7,347,346,234,0,0,4,0,0,0,103,10,287,279,0,0,0,1,3,3,0,0
pdam_00015089,0,136,139,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,35,0,55,0,0,0,0,0,0,85,70,0,0,102,132,140,0,0,0,128,129,89,0,0,0,0,0,0,52,0,146,147,0,0,0,0,0,0,0,0
pdam_00022206,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
