"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"LOC113680735",166.674751451649,0.574131751751266,0.174360018055579,3.29279474821032,0.000991968618316021,0.045630556442537,"CvsMid",129,75,366,327,80,172,142,128,337,380,136,93
"LOC113665402",63.3526107353013,-2.0402331949002,0.376719127412363,-5.41579401320637,6.10173156835215e-08,1.15732294925211e-05,"CvsMid",57,25,28,17,64,74,86,105,35,67,73,70
"LOC113684634",14.7548432219096,-1.73619760836787,0.510910445191467,-3.39824253880192,0.000678202649800875,0.0340231662650106,"CvsMid",10,4,14,10,14,17,12,14,7,17,13,32
"LOC113668902",39.3790573970873,-1.33727686144279,0.406473268454483,-3.28995032447635,0.00100205071401646,0.0459417026035493,"CvsMid",82,15,32,23,33,40,18,52,54,54,43,28
"LOC113677102",54.2124575308555,1.18676285632792,0.342638386979529,3.46360157362875,0.000532995323270005,0.0279539895681685,"CvsMid",30,37,131,147,28,34,65,37,111,113,29,16
"LOC113670989",104.973999287106,-1.69033520530889,0.48331290983846,-3.49739303647788,0.000469829078487655,0.0252537275467249,"CvsMid",98,161,44,76,47,92,193,78,61,33,100,79
"LOC113672817",1090.04118777766,-2.5644659904228,0.78542921962978,-3.2650504034362,0.00109444599363932,0.0484924334414337,"CvsMid",200,1623,627,106,217,479,1555,2016,154,437,2299,1108
"LOC113680256",53.3721072575071,-4.65746753827331,0.387638913294845,-12.0149638711085,2.96499201601236e-33,5.1316599317134e-30,"CvsMid",65,33,7,7,90,71,35,45,7,6,86,67
"LOC113671327",124.000516412921,-2.56446656190085,0.455054248791494,-5.63551833371825,1.74532573934842e-08,4.0276300311697e-06,"CvsMid",120,138,34,66,129,159,138,118,73,14,147,113
"LOC113678704",32.4088944158925,-2.09919284621204,0.295975902564605,-7.0924451214532,1.31762898546356e-12,7.01688112797248e-10,"CvsMid",31,18,11,14,34,38,48,44,25,20,43,28
"LOC113672513",68.9330046395418,-3.46331599547556,0.855872218423936,-4.04653395789988,5.1981586872927e-05,0.00433576537254546,"CvsMid",144,45,27,7,63,119,0,101,22,17,139,39
"LOC113674282",114.815624690392,-3.81650407548456,1.11593248383162,-3.42001342445052,0.000626180455231189,0.0318753477320994,"CvsMid",32,27,7,35,284,396,13,18,57,3,365,14
"LOC113678573",53.354424013143,-1.13523977072958,0.289950029969101,-3.91529454523789,9.029390747084e-05,0.00668561199380348,"CvsMid",52,20,35,34,49,69,68,63,61,83,70,40
"LOC113671459",27.6327734543218,-1.8826909435724,0.360869449948106,-5.21709705225294,1.81749041588906e-07,3.14562153729998e-05,"CvsMid",30,11,15,25,36,45,17,35,16,19,36,25
"LOC113664439",408.367476437007,-2.8180106552882,0.638209263558071,-4.41549632103043,1.00778493965456e-05,0.00102601459957829,"CvsMid",462,332,111,327,521,488,376,445,15,111,582,379
"LOC113686085",187.281571791388,-4.03754578516511,0.728201043953771,-5.5445481968046,2.94714150197096e-08,6.37595644317029e-06,"CvsMid",235,83,3,51,110,46,359,440,38,21,305,219
"LOC113677292",157.877970237356,-3.66793471577292,0.662753369602941,-5.5343886338449,3.12315792790787e-08,6.55200676815338e-06,"CvsMid",106,187,58,11,313,89,260,150,29,22,61,169
"LOC113680594",950.968176373921,-2.98552879020641,0.818336609458777,-3.6482894150134,0.000263992158695237,0.016102358719358,"CvsMid",1190,1038,190,610,1087,1351,24,1361,270,112,1265,934
"LOC113681448",27.7704965711562,-1.68074517412609,0.506887076823365,-3.31581776489398,0.000913753927677824,0.0427426921710377,"CvsMid",37,23,31,9,22,47,14,42,8,24,22,24
"LOC113668931",192.136328980654,0.617687554967343,0.160110821690012,3.85787511704387,0.00011437705878521,0.00812135772276935,"CvsMid",139,57,399,403,114,169,120,153,538,456,163,118
"LOC113675766",190.782769147978,-4.76283990087132,0.654439317494951,-7.27774107323261,3.39456051777626e-13,1.95837853871376e-10,"CvsMid",96,263,17,24,293,79,162,255,17,15,541,62
"LOC113665914",246.65959825794,-1.0152905458036,0.261440691565721,-3.88344499749909,0.000102986836840144,0.00742685282754497,"CvsMid",309,88,258,158,237,284,235,320,334,345,293,164
"LOC113681899",117.517305013751,-1.48225802732364,0.36169416338777,-4.09809772278387,4.16559422328114e-05,0.00362747280600947,"CvsMid",134,98,48,138,95,129,153,94,85,90,181,73
"LOC113667220",110.116460232504,-2.13666256448087,0.491298830418289,-4.34900804193189,1.36754697952507e-05,0.00134291173606412,"CvsMid",131,32,92,46,218,225,92,63,71,63,85,93
"LOC113668755",657.561342837149,-1.70307800533393,0.43194683086999,-3.94279546374663,8.05373374474102e-05,0.00606043464291762,"CvsMid",750,96,505,366,708,1224,767,717,657,437,1006,492
"LOC113683058",996.154365518587,-0.917179491756117,0.281154662303281,-3.26218844902794,0.00110555622126126,0.0485953379034393,"CvsMid",1045,360,933,1405,889,1528,1104,1062,961,965,1229,643
"LOC113681269",97.9813260092337,-1.9127360812255,0.480793206789131,-3.9782926510116,6.94119056068298e-05,0.00533931802795647,"CvsMid",99,86,71,89,98,89,134,106,48,14,128,78
"LOC113674435",28.3354843408291,-1.53667451571471,0.402521658676818,-3.81761945622036,0.000134745549852044,0.00926681478869073,"CvsMid",38,7,23,17,34,50,23,23,28,33,52,13
"LOC113670080",198.196056447461,1.91927348657696,0.56163838396517,3.41727620720451,0.000632510725140504,0.0320796465212286,"CvsMid",128,58,1012,368,82,151,64,96,1081,150,63,44
"LOC113675208",76.3749918537416,-1.05906413005357,0.293483946721091,-3.6085930487368,0.00030786209544825,0.0182164896306687,"CvsMid",66,51,54,99,49,120,88,69,65,67,104,61
"LOC113677629",152.940999141703,-1.95551600754692,0.480890999542483,-4.06644335079548,4.7736082246327e-05,0.00403020606574783,"CvsMid",207,44,109,116,246,142,129,190,185,28,226,108
"LOC113680325",526.915587324083,-7.59852216886615,0.586749918482695,-12.9501887081903,2.34377210733477e-38,5.40864476635954e-35,"CvsMid",670,58,8,7,526,1266,794,587,7,8,930,573
"LOC113669940",39.0456502970429,-1.17645829905679,0.292876115351094,-4.01691444741569,5.89651183717877e-05,0.00471973400568601,"CvsMid",39,13,38,38,47,62,42,36,43,35,44,29
"LOC113676347",392.096240027987,0.920322122587906,0.185380400749436,4.96450605817727,6.88761364467518e-07,9.83153593032707e-05,"CvsMid",231,130,838,979,236,410,291,258,958,1064,277,185
"LOC113681731",295.202750467051,-2.21635159209137,0.611053380169083,-3.62709979851201,0.000286622533326514,0.0171240062410947,"CvsMid",328,65,48,52,338,428,192,516,396,225,605,213
"LOC113684275",46.2489115069267,-1.29699254244365,0.274448018181911,-4.72582221957956,2.29186097654118e-06,0.0002993689347282,"CvsMid",43,30,28,42,58,43,38,49,45,63,57,39
"LOC113666660",387.445706179502,-1.94662412146775,0.37082696096822,-5.24941367905172,1.52584077980322e-07,2.67427739710827e-05,"CvsMid",467,180,136,382,589,520,356,450,285,200,522,227
"LOC113664632",168.004239870953,1.94835785865639,0.596979998435697,3.26369034768634,0.00109971284852016,0.0484924334414337,"CvsMid",53,75,336,494,90,165,35,318,564,401,20,38
"LOC113680204",512.579776006531,-1.79756735614111,0.398351872511749,-4.5125113754501,6.40644975495937e-06,0.00069845435674935,"CvsMid",611,355,171,304,140,821,563,737,415,348,729,507
"LOC113677313",143.616740103835,-1.72838786353506,0.232777364924051,-7.42506843008118,1.12721622452826e-13,7.32485647998997e-11,"CvsMid",115,106,77,93,93,193,179,191,79,112,209,137
"LOC113673681",294.087054466098,1.68307871427973,0.352692116698164,4.77209054184822,1.82323502816318e-06,0.000242735694230263,"CvsMid",101,66,790,975,167,153,202,88,1058,997,98,151
"LOC113665266",164.01931656422,-5.37398595247321,0.473018160996665,-11.3610562883041,6.5349660762262e-30,1.00536822546031e-26,"CvsMid",236,41,7,13,123,307,186,305,7,15,237,202
"LOC113682923",249.259454757177,-2.54480893131781,0.465220362399757,-5.47011510457294,4.49743395898635e-08,8.77062966142606e-06,"CvsMid",288,274,147,87,169,154,257,316,102,71,209,388
"LOC113666077",48.8629742126283,-2.28828014234044,0.556658327060081,-4.11074447484814,3.94385459192471e-05,0.00347517723741414,"CvsMid",30,17,13,5,60,135,62,75,29,34,29,45
"LOC113664150",183.041454303506,-2.8815137076891,0.832822146767834,-3.45993885834112,0.000540298053673829,0.02804448966107,"CvsMid",458,152,4,63,226,290,121,16,130,113,241,95
"LOC113672776",16.2668726533991,-2.15783697253508,0.473987503655869,-4.55251869699448,5.30074483423717e-06,0.000601591089957769,"CvsMid",28,10,10,1,11,14,22,26,11,13,20,12
"LOC113686444",50.2234670603544,-2.45097063979404,0.427804534824446,-5.72918340101239,1.0091524369926e-08,2.54049538956354e-06,"CvsMid",67,35,27,33,56,30,50,88,15,15,55,51
"LOC113665263",31.2986554715431,-1.97863970046734,0.307831134410687,-6.42767894240214,1.29567031884654e-10,4.72101348282873e-08,"CvsMid",34,18,21,24,32,47,35,29,18,13,48,26
"LOC113673651",42.8309926494649,-3.4791724460945,0.879621100682737,-3.95530807911959,7.64360884791531e-05,0.00581502242352942,"CvsMid",14,18,9,13,12,10,114,11,13,11,56,134
"LOC113676944",62.250110178761,1.75714971715033,0.272427180915724,6.44997944494354,1.11865322701381e-10,4.18618177871168e-08,"CvsMid",26,25,157,181,11,46,58,63,173,171,34,23
"LOC113684534",24.124447964414,-1.48401458730806,0.356988748231514,-4.15703462548811,3.22405141246014e-05,0.00286155229852072,"CvsMid",18,6,25,15,26,38,21,28,20,24,40,24
"LOC113677661",114.347640945244,-2.5122596147349,0.548784180681012,-4.57786449240815,4.6974681590634e-06,0.000548974838739661,"CvsMid",84,68,8,81,124,128,202,147,55,38,93,154
"LOC113672378",317.450276482583,1.1107182816581,0.329763730321634,3.36822451812624,0.000756539601739356,0.0367545520199408,"CvsMid",173,102,776,631,87,391,209,452,826,684,178,176
"LOC113686389",12.194739669652,-1.74717202977467,0.395690983194666,-4.41549619268207,1.00778553764732e-05,0.00102601459957829,"CvsMid",15,8,5,10,12,14,13,17,8,10,16,8
"LOC113676278",181.743669875777,-1.39398248822109,0.383983576965132,-3.6303179923439,0.000283072257374108,0.0170409498939213,"CvsMid",193,152,190,162,255,122,103,92,181,190,178,214
"LOC113682566",106.271023616602,-3.78947813181348,0.652590348862594,-5.80682527471973,6.36685169846314e-09,1.66330997390416e-06,"CvsMid",71,75,9,13,227,33,179,44,45,35,121,162
"LOC113664401",65090.5094246472,-4.31554355059956,0.616896545271175,-6.99557094893851,2.64180850550821e-12,1.26132691611265e-09,"CvsMid",47297,110592,4742,15618,77733,62370,61573,62264,4714,2417,82870,56243
"LOC113667540",157.008730525157,-2.32244477309279,0.496332216417712,-4.67921423649483,2.87976417937391e-06,0.000365809310345056,"CvsMid",64,47,114,108,252,96,217,140,63,76,298,221
"LOC113685705",45.3778516951582,-1.42119861313191,0.386314703716916,-3.6788623354428,0.000234276676328201,0.0144812270555369,"CvsMid",62,17,14,35,30,56,43,64,48,65,69,37
"LOC113671323",95.3624117497287,2.77238962688745,0.523651698444738,5.29433903321909,1.19447648778664e-07,2.17614755919655e-05,"CvsMid",10,18,141,463,25,58,61,20,414,424,21,35
"LOC113672174",80.4358858106451,-3.13968620435443,0.423090748198794,-7.42083398826582,1.16385123905662e-13,7.32485647998997e-11,"CvsMid",86,83,12,28,98,124,117,94,10,26,101,31
"LOC113686551",40.6830354785046,-3.22221666782339,0.625249362340844,-5.15349053017802,2.55681991773655e-07,4.24317176068759e-05,"CvsMid",61,12,22,4,13,104,58,40,6,9,57,49
"LOC113673231",148.557953847707,3.07292700576025,0.579578306484457,5.30200487385333,1.14537782821817e-07,2.1145201879345e-05,"CvsMid",85,35,487,550,23,72,24,55,565,798,19,6
"LOC113667399",13.1345344742359,-1.50371556946992,0.43814453942868,-3.43200801139892,0.00059912985937711,0.0307242667886498,"CvsMid",10,12,7,8,8,13,18,21,9,10,9,16
"LOC113674953",4901.67879017141,1.54869702145482,0.473215480970311,3.27270996772818,0.00106521721276379,0.0481993383265604,"CvsMid",1821,3155,11928,16941,1464,2042,5013,1696,12722,12421,1838,3051
"LOC113664778",118.386080214142,4.50116861098995,0.284117068799594,15.8426546845903,1.5800695433207e-56,1.09388214484092e-52,"CvsMid",10,9,460,495,6,21,20,22,588,670,19,10
"LOC113679585",87.4277806384212,-3.38336589885944,0.840672183132821,-4.02459599204424,5.70732108402954e-05,0.00462126127072942,"CvsMid",169,105,6,29,161,185,8,37,30,26,27,55
"LOC113677344",102.528765822501,-2.19211823119427,0.549303712236053,-3.99072167612122,6.58725471576765e-05,0.00515294512963384,"CvsMid",58,38,70,54,89,67,96,93,71,76,66,292
"LOC113670771",30.1362901282219,-2.93940478948249,0.660122466641216,-4.4528173755978,8.47508350240844e-06,0.000888984895260207,"CvsMid",37,14,3,17,31,15,13,48,13,17,15,76
"LOC113678968",43.7487736130489,-2.36686067753015,0.450831807475196,-5.24998599984623,1.5211077060035e-07,2.67427739710827e-05,"CvsMid",60,37,24,2,30,61,42,65,26,26,63,31
"LOC113667788",195.437429831568,-2.62412109338175,0.651009758289042,-4.03084755638435,5.55760821062157e-05,0.00452650842848625,"CvsMid",224,297,25,100,149,226,212,151,10,129,237,149
"LOC113672662",1445.59593769566,-0.849661970434083,0.249975770598326,-3.3989773024817,0.000676383292855834,0.0340231662650106,"CvsMid",1775,650,1077,1485,1433,1854,1499,1343,2219,2107,1665,785
"LOC113671602",135.327255886826,-3.69029434512373,0.737304989736812,-5.00511239784369,5.58294449545052e-07,8.31198381548472e-05,"CvsMid",75,198,17,49,29,103,187,71,20,12,412,142
"LOC113680398",343.363891629436,2.59980269916712,0.726734311212662,3.57737712263643,0.00034705927926727,0.0200221360787755,"CvsMid",58,9,1416,997,58,488,93,515,857,1014,84,116
"LOC113677525",3348.12674699337,-2.05980584132129,0.492947886822972,-4.17854685329245,2.93377563416054e-05,0.00262071338261851,"CvsMid",4554,771,2116,576,2853,6755,3072,5459,1846,3163,4050,2878
"LOC113673427",139.645830532853,-1.82516328680639,0.551095227577662,-3.31188367358739,0.000926700706244123,0.0430573757673024,"CvsMid",244,33,49,41,104,138,229,327,84,166,125,66
"LOC113675837",194.2429230609,1.10629600386161,0.333415926008894,3.31806586777173,0.00090643106577983,0.0426885868598215,"CvsMid",128,77,805,527,98,109,72,111,428,364,139,100
"LOC113680337",190.23644120386,-1.95137503301703,0.385575966259862,-5.06093533771211,4.17204701619115e-07,6.6046814228062e-05,"CvsMid",183,242,86,71,218,176,197,170,114,164,164,168
"LOC113684639",544.419707566411,-3.76108868192447,0.62573237230325,-6.01069858041757,1.84725580227487e-09,5.8129781450677e-07,"CvsMid",746,377,234,89,657,649,390,1002,14,64,790,459
"LOC113675178",18.6095283538782,-2.3138323979297,0.454992034977736,-5.08543495281829,3.66784524900436e-07,5.90523085089701e-05,"CvsMid",18,25,9,6,19,16,17,25,10,7,27,10
"LOC113683186",23.2179430582753,-1.45456749058147,0.389778364272112,-3.73178099122506,0.000190130770283131,0.0123593927011279,"CvsMid",30,11,31,16,37,12,23,16,14,31,33,16
"LOC113684236",130.165561129919,-1.18418658265478,0.312040740906741,-3.79497426910897,0.000147658769071776,0.0100219770419991,"CvsMid",99,43,101,152,115,195,130,119,116,155,172,154
"LOC113674773",91.2196309579708,2.55295846139704,0.720017525527731,3.54568933516705,0.000391587563802416,0.0220403309284888,"CvsMid",16,114,294,168,12,13,23,199,221,206,30,14
"LOC113675081",75.237795233792,0.834162047636427,0.222790447759669,3.7441553532684,0.000181001640120936,0.0118774820337179,"CvsMid",48,27,147,210,39,57,61,49,181,196,69,36
"LOC113669063",170.264332471328,3.38840746302389,0.783559362355345,4.32437875904958,1.52962298580301e-05,0.00144075917424684,"CvsMid",9,13,627,778,33,8,156,15,892,533,64,23
"LOC113677516",156.690553824018,-3.23500081101348,0.829679242834666,-3.89909816227394,9.65516288411532e-05,0.00707330080917781,"CvsMid",259,21,17,13,42,277,253,370,6,117,152,171
"LOC113678323",1914.1582220414,0.886532851164533,0.257621674094491,3.44121997607767,0.000579097530223162,0.0298073769645721,"CvsMid",1156,592,4453,5017,929,1861,1949,1010,4437,4418,1470,1041
"LOC113669820",480.428475865654,-3.51835280492875,0.329247565963833,-10.686040440813,1.18314879384485e-26,1.36515651663131e-23,"CvsMid",572,363,109,87,445,967,380,526,80,147,970,327
"LOC113676583",4019.07086747084,-1.51916715045148,0.260047004847618,-5.84189443497602,5.16105092081507e-09,1.42919822099211e-06,"CvsMid",6066,2496,2155,2942,4562,4158,3904,4385,3773,4625,3911,2785
"LOC113664124",21.4625021638535,-2.00278649355018,0.489232223367657,-4.09373380960864,4.2448161268648e-05,0.00366471866738769,"CvsMid",27,20,20,5,21,15,16,31,21,6,34,15
"LOC113664893",65.5195087943745,-1.51022410618655,0.347677022370784,-4.34375586827234,1.40067166030585e-05,0.0013467847089302,"CvsMid",91,60,69,45,64,76,57,39,43,56,85,44
"LOC113676510",91.6956795458425,2.28299224898628,0.62801586531056,3.63524613802124,0.000277715352874922,0.0167914706371448,"CvsMid",25,140,133,343,15,31,68,42,277,176,25,23
"LOC113677794",637.73606544951,-5.38288051680235,0.620527408821892,-8.67468614645414,4.14692588006571e-18,3.58864598346186e-15,"CvsMid",912,164,5,38,293,1334,632,1097,68,60,1433,659
"LOC113666117",11.2123000594715,-1.74551316428376,0.474122919285722,-3.68156250896586,0.000231808938086498,0.0143929442006531,"CvsMid",14,8,6,4,7,11,24,10,11,7,14,8
"LOC113684224",465.064387210837,-0.971730649641667,0.297640833906029,-3.26477599491091,0.00109550676627355,0.0484924334414337,"CvsMid",530,274,218,466,407,406,530,546,686,670,529,332
"LOC113671029",32.3703503108402,-1.86766051702189,0.546993893660681,-3.41440834836898,0.000639206950910788,0.0323009468697474,"CvsMid",40,36,25,17,9,25,44,34,24,8,28,45
"LOC113667883",18.1354831699016,-1.840691354538,0.420599042689037,-4.37635650040907,1.20679577208096e-05,0.00120210750073618,"CvsMid",28,4,10,13,16,13,30,26,16,12,28,13
"LOC113681878",479.766156112668,-0.903974335185402,0.192724770286589,-4.69049377431433,2.72546522295935e-06,0.000349414735899029,"CvsMid",505,234,621,342,393,578,551,569,550,572,557,338
"LOC113685002",176.207986961426,-0.999267802939064,0.263971278384161,-3.78551715571425,0.00015338925111105,0.0103601344921151,"CvsMid",155,106,124,223,215,206,149,184,240,172,203,119
"LOC113684962",28.36822424594,-1.53702995961801,0.386831261682374,-3.97338610362897,7.08580484674464e-05,0.00542044496729427,"CvsMid",26,13,22,20,18,23,46,45,22,19,27,37
"LOC113669658",22.4558578321469,-1.14973968686601,0.319544913381136,-3.59805347768017,0.000320607706337027,0.0188899331997552,"CvsMid",28,16,16,23,13,25,20,22,19,31,30,20
"LOC113684891",198.601042254292,-4.39732463751663,0.669909220036522,-6.56406048162301,5.23619468770363e-11,2.13236328370425e-08,"CvsMid",240,91,5,64,150,383,285,250,13,7,263,255
"LOC113676193",273.841516449479,4.33831378245474,0.742183828458516,5.84533590750048,5.05547068986914e-09,1.42853157493731e-06,"CvsMid",41,0,2019,1323,23,44,44,33,1392,245,27,25
"LOC113677848",79.3514782168391,-1.32012326811097,0.321238959750528,-4.10947435870223,3.96560742099837e-05,0.00347517723741414,"CvsMid",64,30,55,66,92,141,108,70,76,76,115,45
"LOC113666614",107.152378134334,-3.1517923095716,0.55612596663779,-5.66740720385098,1.44974523636474e-08,3.40223263435697e-06,"CvsMid",39,84,21,45,171,100,84,34,43,45,293,133
"LOC113675703",228.846795204762,1.18814559660576,0.25992378505923,4.57113071177772,4.85099561847618e-06,0.000559724044445177,"CvsMid",151,61,596,699,78,150,157,209,597,547,162,111
"LOC113682635",62.4881846047514,-3.18761956211895,0.715808233635325,-4.45317532313119,8.46096110220085e-06,0.000888984895260207,"CvsMid",187,0,14,25,51,45,31,47,19,49,61,126
"LOC113664782",277.522838164394,-1.14230481451772,0.294875153724908,-3.87385915730081,0.000107125338302865,0.00768527167948951,"CvsMid",281,212,280,149,298,345,191,281,397,285,355,178
"LOC113669947",180.301250320863,-2.0125867598856,0.554916674256544,-3.62682696925982,0.000286925425966631,0.0171240062410947,"CvsMid",238,21,83,136,175,91,306,322,76,160,257,178
"LOC113677321",118.251785601832,-2.65129015364141,0.244630220920521,-10.8379502077251,2.27511474343518e-27,3.15012387376035e-24,"CvsMid",135,120,39,43,123,145,141,146,46,40,147,82
"LOC113667025",204.00609873099,1.40676702414288,0.350212938583772,4.01689049477072,5.89711095611497e-05,0.00471973400568601,"CvsMid",64,222,275,442,46,205,251,291,534,231,85,63
"LOC113670774",18.6787335602585,-2.18783767508083,0.666013101115217,-3.28497693426355,0.00101990720744584,0.046452747349655,"CvsMid",23,8,9,11,40,31,18,22,10,11,24,0
"LOC113672417",66.895188251572,2.12893467540074,0.64099938315129,3.3212741405997,0.000896074750683038,0.0423448839520728,"CvsMid",22,19,241,86,25,24,8,62,520,110,15,30
"LOC113678791",64.305675183713,-2.25544392410968,0.600569590007839,-3.75550804042583,0.000172990207027118,0.0114603942894616,"CvsMid",95,19,11,20,35,180,36,112,23,67,63,61
"LOC113681354",36.1142768944094,-1.55609590510271,0.442827957557175,-3.51399652742521,0.000441418583417144,0.0240625264015503,"CvsMid",30,54,17,18,17,36,56,37,34,12,39,24
"LOC113669170",721.454328579852,-1.26284472768442,0.311733430986648,-4.05104041516327,5.09903983959939e-05,0.00427886700721777,"CvsMid",737,510,387,576,248,998,972,1074,736,521,889,602
"LOC113677707",37.1663046447859,-2.19575628847319,0.601052792467292,-3.6531837402497,0.000259008751314493,0.0158682972154888,"CvsMid",43,27,12,35,37,63,5,43,27,9,60,39
"LOC113679109",202.143234675871,-1.68510369573838,0.290516776100803,-5.8003662244747,6.61702447068919e-09,1.69665408928079e-06,"CvsMid",221,112,195,101,157,223,230,307,94,170,257,196
"LOC113669105",229.866127253417,-1.10218277497651,0.321810380397709,-3.42494475664327,0.00061492444316016,0.0314178739483232,"CvsMid",296,156,254,192,159,298,256,288,284,104,236,147
"LOC113682682",183.645578467195,-3.55969701812216,0.454536367348563,-7.83149000571037,4.82121680597548e-15,3.33772839477682e-12,"CvsMid",215,54,76,23,238,377,208,216,29,37,339,135
"LOC113677517",211.783406810083,-3.248164276981,0.771477502388333,-4.21031626576973,2.55013445268215e-05,0.00229280270336605,"CvsMid",358,27,15,28,50,377,192,753,30,113,159,203
"LOC113664260",3404.43071693521,2.50223390508305,0.39693679923937,6.30385973252658,2.90323257239607e-10,1.03072200506144e-07,"CvsMid",596,445,12947,14246,993,1358,1637,502,12175,12881,1384,1216
"LOC113673205",677.833108352526,-1.26770307208855,0.339238154430828,-3.73691182884631,0.000186294212723277,0.0121671210819175,"CvsMid",621,271,392,897,634,1194,798,571,537,585,864,586
"LOC113664742",326.228348072365,1.3712419377461,0.229318801242972,5.97963154487807,2.23642898989468e-09,6.88124350979593e-07,"CvsMid",198,97,1131,719,123,226,138,144,948,1152,263,131
"LOC113676283",25.1722459616141,-1.76675683332512,0.510291666512065,-3.46224904161422,0.000535681227180278,0.0279888387605213,"CvsMid",21,13,7,23,13,29,21,24,23,24,24,54
"LOC113674879",695.521716471088,-1.0078778447668,0.281038583446121,-3.58626147487688,0.000335452612661943,0.0194337944557208,"CvsMid",636,200,718,682,654,1092,789,615,892,733,994,533
"LOC113665852",121.827526353834,-2.65009091228237,0.393899281456693,-6.72783890968771,1.72201407510139e-11,7.22515360116785e-09,"CvsMid",141,114,50,51,78,109,98,101,46,65,159,214
"LOC113684184",120.077662994528,-0.990389174402952,0.203014966946079,-4.87840472700715,1.06947300776256e-06,0.00014661310163842,"CvsMid",123,75,81,115,89,144,144,140,124,162,122,99
"LOC113669493",71.966385601829,-2.95210830927618,0.468773588714746,-6.29751415255728,3.02456753808535e-10,1.04695405330824e-07,"CvsMid",85,34,37,26,95,114,16,64,23,29,103,117
"LOC113678825",359.137323341383,-1.31244824758176,0.389138911142423,-3.37269856599204,0.000744353932296784,0.0364181079384497,"CvsMid",316,517,318,190,221,411,234,420,268,272,404,263
"LOC113670798",697.533589066434,-8.27472780200421,0.520788265686367,-15.8888522403603,7.57009662484241e-57,1.04815557867568e-52,"CvsMid",540,151,6,6,846,1132,878,1003,4,11,1459,973
"LOC113676766",18.1470756161311,-2.17864367521054,0.381602517173619,-5.70919628975959,1.13510917693131e-08,2.75731959013876e-06,"CvsMid",20,11,10,10,24,25,22,23,12,5,17,15
"LOC113667488",87.8500604346805,1.52083668322359,0.466787007591851,3.25809557354556,0.00112162624175395,0.0490447592447223,"CvsMid",25,104,180,156,19,60,42,122,202,238,63,22
"LOC113676407",89.6444548367664,-2.22509158325962,0.555447552542733,-4.00594362703296,6.17703811132836e-05,0.004887272553683,"CvsMid",34,140,24,42,113,141,84,167,19,25,30,49
"LOC113683627",255.414052784528,-2.39904280178173,0.439269478396079,-5.46143749969026,4.72294525427633e-08,9.08248610982085e-06,"CvsMid",391,236,105,109,263,268,369,389,105,82,311,54
"LOC113683802",30.8122427477435,2.92140923248718,0.524182893821127,5.57326320054253,2.50011408810674e-08,5.51781603386816e-06,"CvsMid",7,17,47,139,7,14,39,16,111,95,7,3
"LOC113680629",19.3956951521378,-1.74933456443434,0.52281861403936,-3.3459684055982,0.000819957380223908,0.0394205898839591,"CvsMid",34,13,5,19,13,25,14,11,30,7,24,22
"LOC113667816",40.9722160703425,-2.86783457588373,0.876902093031932,-3.27041593203188,0.0010738945660895,0.0482866761446225,"CvsMid",7,4,6,31,66,95,76,30,7,9,18,75
"LOC113685295",33.4971988943198,-1.59022340905171,0.468697218809613,-3.39285864142852,0.00069167321931211,0.0345736729046768,"CvsMid",23,6,27,20,32,35,17,24,43,45,42,75
"LOC113677294",32.8614737230892,-1.74214134704668,0.44331623789173,-3.92979367354497,8.50187827497865e-05,0.00632887132233088,"CvsMid",33,13,25,19,18,30,58,45,11,33,38,44
"LOC113674242",188.461474197733,-0.857689237400397,0.263273954559492,-3.2577823310911,0.00112286499209714,0.0490447592447223,"CvsMid",165,92,263,174,156,218,187,170,188,264,174,221
"LOC113677206",1061.94600423866,-1.47062849947019,0.416815427369275,-3.52824872330673,0.000418318895349298,0.023075870219149,"CvsMid",848,671,357,1047,806,1131,1591,750,1087,1022,1041,1529
"LOC113686913",132.168190832929,-1.10972005717129,0.291452910206312,-3.80754495258169,0.000140353232030967,0.00957305837783628,"CvsMid",153,101,119,151,108,188,117,79,134,121,170,99
"LOC113678418",294.895542692007,2.44201609964159,0.684099118795768,3.56968169165357,0.000357415253054214,0.0203653152007763,"CvsMid",39,32,480,894,100,149,648,86,1051,1267,59,90
"LOC113670557",27.1157546204985,-1.98521292172217,0.431271642978349,-4.60316126516538,4.1612575948911e-06,0.000501015414424888,"CvsMid",39,13,29,12,29,33,34,39,16,6,31,18
"LOC113664491",25.9223246975038,-2.11359319080186,0.492468398154426,-4.29183516896264,1.77202473140028e-05,0.00163569696206455,"CvsMid",14,34,19,5,26,23,32,23,10,17,35,25
"LOC113670426",59.6797564930728,-3.23940369890664,0.875531908121272,-3.69992648909598,0.000215661927412055,0.0135729774861241,"CvsMid",109,0,8,14,28,88,47,140,7,43,110,65
"LOC113668481",308.328647309592,-1.68123154074934,0.481789198604308,-3.48955839113805,0.000483819345986439,0.025860062358947,"CvsMid",802,171,381,218,216,166,165,147,288,264,197,438
"LOC113670052",64.4895241761949,-1.72682558229994,0.282569690377734,-6.11114935926619,9.89161348669788e-10,3.18509954271672e-07,"CvsMid",99,23,50,33,51,93,71,75,60,47,75,61
"LOC113664669",26.8937769661278,-1.68391287578532,0.514008933719051,-3.27603814899008,0.00105274339756232,0.0477910986316322,"CvsMid",14,21,16,13,37,23,11,38,43,13,45,26
